"sample_id","(+/-)-Tryptophan","(N(1) + N(8))-acetylspermidine","1-methyl-4-imidazoleacetate","1,5-Diaminopentane","1H-Indole-3-propanoic acid","2-(1H-indol-3-yl)acetic acid","2-aminoadipate","2-hydroxy-3-methylpentanoate","2,3-Pyridinedicarboxylate","2,5-Dihydroxybenzoate","2,6-Diaminopimelic acid","20.13_butanoic acid","3-Hydroxyanthranilate","3-Phenyllactate","3-Phenylpropionate","39.01_1H-indole","4-(beta-Acetylaminoethyl)imidazole","4-acetamidobutanoate","4-imidazoleacetate","4-Imidazoleacrylic acid","acetyltyrosine","agmatine","Ala","Arg","Asp","citrulline","D-alany-D-alanine","DL-Leucine","DL-Lysine","DL-METHIONINE","DL-Ornithine","Dl-Proline","formylmethionine","Gln","Gly","His","histamine","homovanillate","hydrocinnamate (phenylpropionate)","I(-)","imidazole propionate","indole-3-lactate","L-(-)-Phenylalanine.1","L-serine","L-threonine","L-tyrosine","L-valine","leu-gly","N-Acetyl-L-glutamine","N-epsilon-acetyl-L-lysine","pipecolic acid","pyridoxamine","taurine","tryptamine","xanthurenate"
"9030-E",328846287.3,2654.877679,677031.7465,441946,2916634,3163,3152789,26777736,1900019,64848526,NA,258760472,1657.986851,14449422,276695863,54649.79735,1585,5857.036314,380755.7924,116437.6559,1826878,120711,307582.3912,3623008.005,538685848,53770.75759,50766.9999999997,615196352.8,816352.6883,514362.5721,356727.8982,5151141.552,19473.0000000002,878492.4856,70207.75186,124245204.8,23227.95989,6484536,381414,582486124.7,NA,554545,986853236,3456.426337,57536.34116,245563007,605940470.9,31844,10832,20871.74586,11331.46028,1238,109692.7006,31855,1569386
"9029-A",518430284.4,968280.5895,2126864.253,1126885.00000001,NA,2825,417570,572043096,1166675,414132,NA,21875659,NA,241272922,NA,66521.27689,2876,3453.885763,1175416.431,299773.1593,NA,576547.999999997,395736.5004,7336873.609,349350096,22334.85988,86445.0000000006,1106189849,3876026.195,1392552.861,954732.029,10182087.4,20078.9999999999,1874949.325,93644.13114,638216521.5,4845.090041,30837703,120,1086018894,NA,21369808,1129152218,285779.0918,496559.4064,247508172.7,930790632.9,29692,459,3354.973552,5175.601577,114,20785.23523,148,1267133
"9029-B",27719379.08,7204.531034,8825609.963,4086747,NA,3678,966788,929107298,1791018,437235,NA,NA,NA,690377824,NA,138646.5765,980,6102.973351,1684361.914,510252.5485,2618327,355572.999999996,137034.3487,10805.00598,452577303,125821.8094,146081,335123764.6,615919.0037,644653.3292,2535389.712,1796601.904,12322,69120.23779,5491.315184,7658355.61,8783.09614,71086663,20,314034679.1,NA,38062483,292803771.3,11526.96316,51377.85358,48826477.68,280188477,33244,2876,47193.65333,240595.8117,23,37167.18649,148,1585844
"9029-C",49948188.41,17297.02112,1548787038,2625.00000000003,NA,NA,276637,1928790,676559,NA,NA,NA,2208.498322,NA,NA,96181.22607,3732,14744.3637,7334173.024,541688.2586,NA,8097.00000000003,275401.6432,160871.0301,3724197969,793519.3273,153.999999999999,556871000.6,1540359.267,1106496.572,5092323.264,2901729.862,435.000000000003,178673.9132,16014.63936,16289039.66,35565.12431,1153378,13,515076735,NA,NA,389845262.7,37481.34682,110651.4731,74471374.53,398208008.8,8065,980,227680.2661,782085.9816,NA,6932.471045,18,705840
"9029-D",49220737.08,738.3335216,26343531.04,50662,3078742,2177,23630070,14589632,3383827,375293,NA,448142754,4044.138385,15541182,146619749,87843.13798,5474,15079.56554,6845286.72,1940119.118,2021663,749.000000000007,211137.4156,1582185.663,416116133,242059.615,51520.0000000005,409909880.7,881978.3488,761173.6279,964620.9969,2788725.287,6808.99999999996,290787.154,12632.05794,6219792.08,18735.3677,19355822,173607,339586433.7,NA,792455,307418381.2,42201.26425,66142.06879,52499688.62,6147084918,232875,3732,50314.27581,225411.8637,19435,15044.93683,316608,NA
"9029-E",37149703,23.40395662,13541524.62,55177.9999999996,9250344,4511,5857309,52132825,6123621,6474850,NA,342204852,3392.403512,37088916,47709413,82971.70701,4289,11724.21207,775637.5476,1921991.428,1603888,69221.0000000002,129267.0736,1501775.727,774092298,44722.62071,84532.9999999996,296189177.9,344888.8961,447872.1563,929296.2247,19430265.53,16972.9999999999,32200.33372,12964.62177,6854411.562,42907.64387,30864746,62059,220108674.6,NA,5661322,200348453.1,30449.71776,51908.80559,33867735.73,1919640629,243570,5474,21931.84775,53513.14681,5191,42747.32677,5032,NA
"9027-C",1758575.114,61.22303183,10164285.73,18046,NA,NA,NA,2940816,4273686,NA,NA,NA,414.3174971,NA,NA,29611.95621,5148,2453.919072,222028.4486,252891.3538,NA,297516.000000003,17805.65678,48288.47938,916788025,46089.69792,19736,14193922.46,68597.78333,31736.02058,721291.5279,123151.5029,5756.99999999995,19282.00646,1068.279433,1389393.235,10329.20009,1793045,50,18268356.46,NA,NA,12953994.39,2770.029828,6104.061219,3013586.544,32499934.09,10305,1122,21980.81766,22022.79917,45,19880.99261,1059,1014080
"9003-B",NA,NA,NA,4759.99999999997,NA,NA,185419,1635270,2380814,NA,NA,NA,NA,NA,NA,NA,734,NA,NA,NA,NA,15567,NA,NA,3199035923,NA,3339.99999999997,NA,NA,NA,NA,NA,1156,NA,NA,NA,NA,2825613,268,NA,NA,NA,NA,NA,NA,NA,NA,1748,1134,NA,NA,NA,NA,26,7870081
"9027-D",403843645.7,1044.751282,727066.1322,12483.9999999999,11033464,8281,1132888,54394941,959592,32528653,388538,610709371,NA,60640657,556769081,70254.71657,5258,3504.723932,365488.6098,2349030.319,3308410,132886.999999999,455068.0203,2174710.684,317423218,71876.32438,33394.9999999998,773930805.9,6474599.303,972545.5083,194594908.4,17045836.31,7626.99999999994,241863.1265,103061.1887,145215126.2,6597.956868,13305693,812756,696573634.2,NA,2341625,621430366.1,40942.71312,71923.75481,149124648.3,882277901.5,19585,5148,19513.13376,15354.63908,2463,1268378.05,1161,5353377
"9026-A",241423222,572790.8506,1025043.673,628750.999999994,NA,52891,1797476,14506568,1422241,6167835,1665844,269607277,70.49502177,NA,3987840,109764.5086,3011,4387.610155,246590.6462,290054.1169,NA,754073.000000006,276854.629,3684280.383,185235948,22744.51382,24796.0000000003,759464325.4,1779112.002,716814.0599,1550496.647,7520660.825,16364.0000000001,995499.6797,46985.40198,50195225.49,47301.21968,NA,3352,563680269.5,NA,1861651,746419112.6,148657.0821,318798.2271,135382328.1,537379113.5,19513,1842,11907.07914,13113.01398,529,27667.88615,6078,10446098
"9026-C",18689347.74,1012.5853,70620792.26,4213.00000000003,NA,NA,333930,2160033,543706,NA,NA,NA,3550.52288,3826382,NA,156955.901,1895,3610.086722,11652639.99,1187210.944,NA,129621,102965.1635,584809.4464,659403964,113352.5795,7462.00000000001,180612981.8,311496.8766,332761.1679,2228171.94,1215341.91,4019.00000000005,91434.3808,6236.075198,4685154.491,27631.14797,1766010,352,178580399.4,NA,328284,121388039.5,18902.45551,40970.85867,23393584.67,175698040.4,9715,1018,95028.92913,890740.9885,22,50642.21366,235,383319
"9026-D",NA,NA,NA,220972.000000002,4111548,6092,436832,40491127,2836615,18682999,NA,779264049,NA,4628651,116876733,NA,6261,NA,NA,NA,NA,189074.000000002,NA,NA,256986988,NA,95596.9999999993,NA,NA,NA,NA,NA,5380.00000000002,NA,NA,NA,NA,3599083,133011,NA,NA,294118,NA,NA,NA,NA,NA,66716,1895,NA,NA,490,NA,528,6215015
"9025-A",553744699.4,980198.8085,1897906.333,999945,NA,237979,2360724,33306614,1840977,NA,1596969,106330758,NA,16458550,NA,67262.22845,2565,10868.99671,1509125.174,191467.6236,NA,81064.0000000003,386083.3651,8396027.589,215513038,28606.99183,6822.00000000003,1375111978,4007636.183,1573725.925,940894.0261,11951851.77,5549.00000000005,2060358.146,84973.24563,260638868.1,4523.992905,5856333,35,1306315378,NA,39342696,1344413214,291678.2168,414642.6267,272083096.7,1042754642,272,257,7934.627005,4415.043534,NA,41815.80598,163,10415187
"9025-C",9045874.286,162.5922149,521374026.4,42782,NA,NA,258710,1863172,1426766,NA,NA,NA,2798.07929,NA,NA,121729.3072,6176,1793.491677,128474.3954,772095.6781,NA,63088.0000000004,64827.00928,14003.66928,3212381617,74736.83886,207.999999999999,121533642.4,94337.49628,200140.2324,1954742.506,651186.798,727.000000000004,39097.62082,2980.580756,1126618.878,127200.2034,1221488,112,110592730.9,NA,NA,84441836.27,6974.874198,23038.32139,14330350.23,137462278.2,3946,1511,41461.0148,17909.20065,NA,4378.376073,58,3037686
"9025-E",19078109.32,248.3312952,3659633.629,122148.999999999,5216574,4981,731648,72539372,NA,20873151,NA,657899923,2040.92144,38553858,342045252,96998.86175,1842,20169.10599,8649535.248,75793.67155,NA,2561,50051.09033,203220.5176,221304733,9078.07119,22578.0000000001,20558963.1,55011.13792,32028.15877,2099290.806,314546.9439,9958,39323.50729,12460.96837,1622866.394,223833.6597,25344839,429785,16721065.43,NA,2136555,17027424.02,4164.071785,12576.08884,4048457.944,1579972210,9050,11023,45622.24147,162010.6792,2575,238659.5314,1022,3948692
"9024-A",NA,NA,NA,571835.000000002,1742891,7370,719134,2882634234,1780155,NA,NA,NA,NA,1212436875,34281065,NA,2716,NA,NA,NA,1731614,353141.999999999,NA,NA,346363578,NA,108699.999999999,NA,NA,NA,NA,NA,2029.00000000002,NA,NA,NA,NA,85144211,37158,NA,NA,98853866,NA,NA,NA,NA,NA,21320,5238,NA,NA,286,NA,285,7653438
"9024-B",53416307.36,75863.41225,2920386.304,1378321,NA,1014,756908,472046874,2028461,NA,NA,NA,634.8177602,212660750,NA,86470.38316,3507,5558.017784,3348072.578,720667.4476,3039107,185791.000000001,170740.4234,531570.4348,297190585,83602.94361,45202.9999999999,418531772.4,1252713.996,684478.128,2064390.37,2410116.561,7618.99999999999,215858.8853,9021.271455,15661324.01,4734.906621,31803553,NA,339422979.5,NA,12880431,276004558.1,29447.07087,56067.05079,49710590.96,313461144.2,64141,2716,9856.487195,110506.0361,201,1060779.132,59,4541630
"9003-C",9750592.22,204.9753608,45709840.68,2255.00000000001,NA,NA,360376,2259828,725721,NA,NA,NA,2844.975743,NA,NA,79168.4768,7664,9657.150191,3420439.612,565674.4107,NA,4180.99999999996,88240.17897,111174.1111,2485892585,151147.7342,1505.99999999999,150008292.6,158657.7846,308360.4082,1052021.3,869580.8894,580.000000000004,50125.73045,4427.879114,4978598.55,45952.87085,1963387,63,142549583.4,NA,NA,96271781.32,12079.15002,27119.81696,21177957.61,149850796.8,4883,734,87006.21359,385385.8984,14,2921.070275,49,2885345
"9024-D",71381971.33,18901.15053,2830575.507,126212,783583,7583,598973,16793516,NA,NA,NA,349213684,NA,15529624,3763007,119767.6878,1200,36756.81299,9383661.833,674056.4741,NA,592795.999999995,53407.74811,2093498.725,448775874,799289.9121,25143.0000000002,128585921.8,288131.9018,137052.2853,75736132.66,821204.5283,3775.99999999999,51568.26016,4189.639724,2521283.454,5747.988024,6159693,3946,119684497.9,NA,1352697,79362873.69,12429.44755,15370.43187,16574524.44,3911531267,171965,3507,40800.39188,232974.7183,364,21570.87902,23927,NA
"9024-E",1131861279,37160.32681,1011658.482,121075.000000001,6963083,4871,434025,59908577,747260,58399690,NA,654769320,NA,14143649,NA,94201.17531,257,13405.88825,1282052.909,1353793.1,NA,14343,614130.9029,10821801.56,124841217,633519.8201,22634.0000000001,1354986988,7975640.897,1671592.376,74825324.28,13276658.87,5140.99999999996,213298.3426,116385.9779,14013782.95,5809.954726,15496995,1291,1103925680,NA,17559913,1760680852,18054.95676,40739.64926,522543638.3,1450677476,24550,1200,39714.09237,31039.20671,315,568883.0381,68432,1756820
"9022-A",247247891.3,779527.3115,1685115.293,1963865.99999999,NA,7606,1796436,33593287,2267811,22494151,NA,448695901,2172.328067,11516120,1385039,73516.58698,6485,10282.14772,473092.6425,130559.1733,3850283,46410.9999999999,264315.2996,3285337.481,233289084,24162.27791,46292.0000000005,851881024,1959316.839,737847.9462,491594.3545,5881627.474,6255.00000000002,1551003.265,57724.64399,175184165.2,36382.90535,64363071,2016,730820721.3,NA,3917429,901521300.9,223818.5095,433480.9889,193717958.5,569765081.5,40743,7763,23721.24813,9141.624205,NA,91071.62343,793359,4710603
"9022-B",5613838.76,20.17424508,51954136.2,560324.000000001,NA,4280,767111,268785941,976037,21636124,NA,94709432,2367.649403,18145246,NA,132912.7684,6435,1906.869645,122911.1847,1388175.278,NA,1351293,51643.64649,64620.5279,309433383,72510.27167,8125.99999999995,58518145.59,85376.59821,104812.4659,2047827.902,767153.1061,7028.00000000005,32459.55336,2550.024578,1177528.723,3188.337692,36529777,334,50035937.5,NA,16320418,41995392.06,6296.785374,13098.73385,9261482.683,77235257.4,26864,6485,40138.67801,198019.0921,470,4347.14633,1496,6029970
"9022-C",6851881.635,NA,38901455.31,15867.9999999999,NA,NA,868512,2287863,1500080,NA,NA,NA,3365.670852,NA,NA,97309.5022,21929,2171.989324,106815.1496,1676991.862,NA,1810219,65985.40071,54136.19508,599541931,95311.27202,19995.9999999999,60393683.91,175858.1272,120243.5192,3333518.839,637079.1476,5077.99999999996,17613.92082,3247.39782,2920630.604,26133.95961,9749202,69,50601512.8,NA,448883,40889108.08,7469.453034,18289.97531,9251020.158,80821807.13,76805,6435,55378.06192,169607.1784,NA,5769.825757,180,2253462
"9022-D",183311199,212.1722409,968290.7389,72498,5944037,5190,1015225,23497164,971334,22587572,2002929,475227713,NA,11736049,497618684,43319.34788,13565,5071.765247,387465.5516,3113771.913,4632229,10795,295380.5359,715924.0228,286244859,29948.53615,35499.0000000002,573796429.5,6265394.788,723789.1063,77396277.18,4926296.564,6111.00000000005,96842.76607,65519.91959,208484248.3,8253.783069,8816155,684327,556181235.5,NA,954348,557155775.9,16101.89281,30089.98431,27459189.41,644468167.2,7997,21929,4029.009407,13446.06215,2373,49072.89326,8071,6568304
"9019-A",228584950.1,424643.197,807318.5669,728601.000000005,NA,7025,1706526,263768821,1464147,4827848,NA,49307580,NA,135555718,5263073,31601.09368,10171,2425.252316,142208.9223,137735.288,NA,174870.000000001,67791.84335,5974160.596,196800681,38022.29125,30606,379180091.6,3289211.046,217640.5905,2208459.883,1866278.466,12086.0000000001,1433620.174,35458.61312,416019317.4,8014.294686,48481452,3542,248495062.5,NA,4201745,614125743.2,185937.0777,396370.7241,127848227.2,393499706.3,2576,7766,13348.08945,6526.817267,55,115691.9768,16681,7577838
"9019-B",19600692.72,1342.499143,245704627.1,1275027,NA,730,1892279,306535368,2139273,1794547,1490734,NA,4181.894243,130883775,NA,131558.3259,4876,109.2075039,32173.84867,2156937.639,1454732,4087234.00000001,175029.5025,19732.66622,267922712,249813.1066,68407.0000000006,272666092.9,68784.7229,359975.2347,1836880.571,2277937.67,24902,151807.8448,7343.263192,2484803.984,1230.467307,40906215,48,164125421.3,NA,17163354,181895684.3,17147.461,63977.70984,27303848.3,177836474.3,12717,10171,58658.55124,523920.1755,12,5161.937446,82,10498847
"9019-C",8301410.449,29.62766745,243033513,1989.00000000002,NA,NA,860915,2115268,1108555,NA,NA,NA,1147.682276,NA,NA,106623.7378,13108,240.9197169,30493.10721,676388.7325,NA,43934.0000000002,62904.99573,40548.58161,610227683,104921.7062,11028.9999999999,117588572.6,128700.2484,199960.2463,2960943.864,655430.2764,2159,39405.57739,3164.702689,2015217.024,8393.985994,2324645,157,112259437,NA,NA,67899386.99,8206.863884,24559.77697,14638587.63,97557619.28,7321,4876,45282.771,650413.0649,30,5120.908416,18,NA
"9019-D",2334231.492,NA,1024488.989,14851.9999999999,729279,5687,1132513,60052234,NA,4136828,NA,201168993,210.7906459,6274212,139288041,25175.2191,32895,4681.57189,737633.9702,291020.0901,NA,1414,13099.56575,40670.2249,485486267,46478.70631,6364.99999999994,11404426.76,42845.02899,35906.10386,395139.8141,233119.8126,1931.99999999998,12844.59743,798.9849032,921490.6204,18857.55838,2505489,147095,10790996.45,NA,128732,12229182.15,2016.774215,8160.753544,3171348.044,80773752.41,11047,13108,5694.629209,16689.31783,2826,7391.052132,81,NA
"9019-E",30751278.35,NA,6351569.146,102089,3600348,3134,6850260,9014441,NA,7700137,341502,507180076,1581.308559,4392123,445131375,98699.0157,7763,17430.16055,7915916.843,434379.7168,NA,2367.99999999999,110277.5759,963064.6008,149409108,69071.42779,9829.00000000011,255760542.8,254919.0786,505040.04,2175541.338,1417970.982,5508.99999999999,187252.295,9708.952755,6267199.452,24152.07671,3007459,621396,213773848.2,NA,NA,178061290.7,29987.41961,42947.86357,37264746.83,2703790339,6897,32895,27090.34094,230356.2301,3238,997945.5147,297,NA
"9017-A",346998758.4,638955.5323,2497371.44,635536.999999995,NA,3989,4048391,114637087,2263719,46096492,715234,256341624,NA,20005839,NA,96448.11836,6004,6764.746329,419907.7455,89481.43931,NA,529137.000000001,348053.7711,3997616.746,473269323,17233.6961,17702.9999999999,1039960845,1724848.768,1002098.726,678599.9748,8296867.978,10314.0000000001,2118137.994,76548.91027,74212339.13,170594.0292,3624680,419,903233353.4,NA,8032680,1127814378,205455.1902,376845.5916,172760942.8,724733377.8,11305,7675,30703.87102,14785.2618,92,27725.36331,527711,6149433
"9017-B",12147980.16,51.38595717,851472.2841,388080.999999999,NA,6276,2980391,473708732,2148305,13005195,NA,75621571,107.1764249,51968634,NA,54627.30994,6148,2633.530305,1071609.725,144026.396,NA,208603.999999998,58624.40332,43647.59906,454934344,120483.9197,40624.0000000003,89686762.96,1311475.335,186319.608,1214804.402,417287.7401,11358,62548.82228,2935.239282,10605907.4,17761.55609,15610755,533,89433782.19,NA,13901111,130049121.2,10953.28381,24196.91314,13665971.25,194860871,21956,6004,88432.66299,38459.4526,113,611102.724,356162,2226635
"9017-C",8479442.552,472.2134805,1920886.132,17087.0000000002,NA,NA,800326,2758405,2073213,NA,NA,NA,444.5292731,3202911,NA,99560.31958,9798,9220.423019,4118225.177,230036.78,NA,242075.000000001,104477.8258,86650.77818,1290390519,217730.7544,20575.0000000001,56911466.87,2506584.297,141194.2036,3330195.004,757317.313,4438.00000000001,113691.921,4018.16496,16309904,31005.52131,862083,15,45153362.28,NA,1226914,77507813.99,7558.579597,40414.19694,24003213.15,520825524.9,28431,6148,280557.2946,133574.7187,7,1192554.184,166,927969
"9017-D",31597543.71,NA,8740138.041,276794.999999999,5479860,430,2912715,25907431,3508247,11958466,NA,503160475,1217.946788,22214507,19603342,92831.17284,9200,26675.2849,16248841.87,1762222.736,NA,6421.99999999995,386862.6545,1049372.264,649534597,398653.9546,184410,377817357.5,330846.9471,262947.1169,2468741.572,872234.1391,15326.0000000001,69238.72784,7397.690651,5044564.014,54461.62981,7989540,13372,286712192.5,NA,1003304,390789132.1,23877.94522,70147.26551,70139829.85,4385399051,93271,9798,60914.21625,365924.0959,109,617137.5753,3523,298979
"9016-A",511520420.6,1053852.28,1178300.734,434072.000000001,NA,79,788420,2301637748,2059258,NA,NA,NA,12.8854194,859743584,NA,65705.97488,949,10194.51432,1202219.294,172031.0868,NA,78156.0000000005,401436.6511,8978378.768,394749329,32301.59887,95028.9999999997,878495005.7,4706545.471,777863.777,1756943.042,13044499.57,9806.99999999998,2518275.9,99182.29448,395742002.3,5840.316343,82064002,14,803690620.1,NA,13567567,1054543263,364984.8734,692031.8508,226723234.5,851919868.7,18539,1572,6855.043121,7566.962543,138,27113.06999,385,6348217
