"sample_id","(-)-alpha-Pinene","(2E,4E)-3,7-Dimethylocta-2,4-diene","1-Butanol","1-Hexanol","1-Propanol","1-Propanol, 2-methyl-","1-Propanone, 1-cyclopropyl-","1,3-Cyclohexadiene, 5-(1,5-dimethyl-4-hexenyl)-2-methyl-, [S-(R*,S*)]-","10.73_butanal","10.81_butane-2,3-dione","11.08_ethyl acetate","11.09_butan-2-one","11.35_butan-2-ol","11.68_methyl propanoate","11.71_chloroform","12.53_2-methylpropane","13.10_3-methylbutanal","13.36_acetic acid","13.39_2-methylbutanal","13.83_3-methylbut-3-en-2-one","14.19_1-ethenylaziridine","14.51_pentan-2-one","14.55_S-methyl ethanethioate","14.58_1-sulfanylpropan-2-one","14.63_ethyl propanoate","14.72_Pentanal","14.72_pentane-2,3-dione","14.83_propyl acetate","15.14_methyl butanoate","16.41_ethyl 2-methylpropanoate","16.54_4-methylpentan-2-one","16.55_(methyldisulfanyl)methane","16.67_3-methylbutan-1-ol","16.89_propanoic acid","16.95_3-methyl-2,3-dihydrofuran","17.00_octane","17.02_toluene*","17.10_3-methylpentan-2-one","17.23_methyl 2-methylbutanoate","17.50_2-methylpent-1-en-3-one","18.12_ethyl butanoate","18.17_hexane-2,3-dione","18.23_hexan-3-one","18.49_propyl propanoate","18.56_hexan-2-one","18.73_hexane-3,4-dione","18.74_butyl acetate","18.84_hexanal","19.04_2-methylpropanoic acid","19.14_methyl pentanoate","1H-Pyrrole-2,5-dione, 3-ethyl-4-methyl-","2-Decanone","2-Furancarboxaldehyde","2-Heptanone","2-Heptanone, 5-methyl-","2-Heptenal, (Z)-","2-Methylbutanoic Acid","2-Methylpropyl butanoate","2-Nonanone","2-Octanone","2-Octene, 2-methyl-6-methylene-","2-Pentylfuran","2-piperidinone","2-Undecanone","20.01_ethyl 2-methylbutanoate","20.13_butanoic acid","20.15_heptan-3-one","20.73_2-methylpropyl propanoate","20.78_Ethylbenzene**","20.84_Nonane","21.25_5-methylhexan-2-one","21.49_3-methyl-1H-indole**","21.56_(E)-hex-2-enal","21.60_2-methylhexan-3-one","21.86_propyl butanoate","21.94_ethyl pentanoate","22.16_3-methylbutanoic acid","22.23_Styrene","22.24_butyl propanoate","22.52_pentyl acetate","22.66_3-isothiocyanatoprop-1-ene","22.77_heptanal","22.88_(3S)-3,7-dimethylocta-1,6-diene","22.91_methyl hexanoate","23.42_3-(methyldisulfanyl)prop-1-ene","23.65_propyl 2-methylbutanoate","23.66_pentanoic acid","23.84_S-methyl 3-methylbutanethioate","24.11_3-methylsulfanylpropanal","24.35_methyl 2-methylpentanoate","24.45_(6E)-2,6-dimethylocta-2,6-diene","24.51_decane","24.61_2,2,4,6,6-pentamethylheptane","24.69_4-methyl-1-propan-2-ylbicyclo[3.1.0]hex-2-ene","24.76_6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane","24.76_7-methyl-3-methylideneocta-1,6-diene","24.84_6-methylheptan-2-one","25.44_butyl butanoate","25.53_ethyl hexanoate","25.70_2-methyl-5-propan-2-ylcyclohexa-1,3-diene","25.79_octan-3-one","25.85_(methyltrisulfanyl)methane","25.95_4-methylpentanoic acid","26.00_6-methylhept-5-en-2-one","26.14_benzaldehyde","26.45_Octanal","26.49_methyl heptanoate","26.56_(4R)-1-methyl-4-prop-1-en-2-ylcyclohexene","26.69_1-methyl-4-propan-2-ylbenzene","26.93_hexanoic acid","27.02_butyl 2-methylbutanoate","27.12_1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane","27.16_1-methoxy-4-methylbenzene","27.16_butyl 3-methylbutanoate","27.19_2-methyl-4,5-dihydro-1,3-oxazole","27.48_1-methyl-4-propan-2-ylcyclohexa-1,4-diene","27.93_undecane","28.11_2,2,6-trimethylcyclohexan-1-one","28.46_methyl cyclohexanecarboxylate","28.55_Phenol","28.71_thiolan-2-one","28.81_propyl hexanoate","28.90_ethyl heptanoate","29.14_2-phenylacetaldehyde","29.22_3-(4-methylpent-3-enyl)furan","29.72_3,7-dimethylocta-1,6-dien-3-ol","29.81_methyl octanoate","29.89_nonanal*","29.90_1-phenylethanone","30.08_Heptanoic acid","30.22_pentyl 2-methylbutanoate","30.39_pentyl 3-methylbutanoate","30.61_2-methylpropyl hexanoate","30.62_2-methoxyphenol","30.76_ethyl cyclohexanecarboxylate","31.14_dodecane*","31.35_4-methylphenol","31.39_cyclohexa-1,4-diene","31.90_hexyl butanoate","31.91_butyl hexanoate","32.03_ethyl octanoate","32.04_cyclohexanecarboxylic acid","32.13_1-phenylpropan-2-one","32.66_6-methyloxan-2-one","32.67_1,3,4-oxadiazole","32.72_4-methyl-1-propan-2-ylcyclohex-3-en-1-ol","32.81_1-Methyl-4-isopropyl-cyclohexyl 2-hydroperfluorobutanoate","32.84_methyl 2-phenylacetate","32.98_octanoic acid","33.05_Decanal","33.34_2-(4-methylcyclohex-3-en-1-yl)propan-2-ol","33.73_methyl 2-hydroxybenzoate","33.87_propyl cyclohexanecarboxylate","33.91_1,3-ditert-butylbenzene","34.19_4-ethylphenol","34.80_hexyl pentanoate","34.93_undecan-4-one","35.41_2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one","35.47_3-propan-2-ylbenzaldehyde","35.76_methyl 3-phenylpropanoate","35.98_1-methoxy-4-[(E)-prop-1-enyl]benzene","36.51_2,3,5-trimethyl-4-methylidenecyclopent-2-en-1-one","36.51_4-ethenyl-4-methyl-1-propan-2-yl-3-prop-1-en-2-ylcyclohexene","36.83_(1R,5S,6R,7S,10R)-4,10-dimethyl-7-propan-2-yltricyclo[4.4.0.01,5]dec-3-ene","36.93_tetradecane","37.30_2,4-Decadienal","39.01_1H-indole","40.94_1-methyl-4-(6-methylhept-5-en-2-yl)benzene","7.10_ethanol*","7.70_propanal","7.86_propan-2-one","7.97_methylsulfanylmethane","8.07_propan-2-ol","8.25_carbon disulfide","8.40_methyl acetate","8.46_acetonitrile","9.55_2-methylpropanal"
"128B",NA,NA,28248064,NA,215646208,2313984,NA,NA,376976,9355264,75198464,NA,NA,2096640,NA,NA,9302016,71155712,NA,6246912,NA,17122304,NA,NA,59396096,NA,NA,107487232,8780800,5268736,7997184,NA,NA,201228288,NA,NA,2796288,9304064,NA,8796160,118697984,NA,NA,131186688,NA,NA,85278720,NA,89239552,2109440,4e+05,NA,NA,NA,14143488,NA,155107328,4647424,1862720,2987776,NA,NA,NA,NA,4043008,919732224,NA,4078592,NA,NA,5556736,NA,NA,NA,226689024,NA,287686656,NA,105349120,5910016,NA,2071168,3662592,NA,NA,4545792,120315904,5444864,1648448,NA,NA,NA,NA,NA,5583872,NA,4044544,121159680,NA,17241088,NA,NA,NA,31791104,3926528,1173440,NA,41865216,13607936,NA,978816,NA,NA,911616,NA,1302400,NA,NA,NA,18637824,NA,NA,NA,15969280,NA,595904,NA,892608,NA,NA,NA,NA,NA,NA,896448,NA,124715008,NA,NA,NA,NA,860032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144048128,NA,130621440,4076288,4922112,NA,4013568,NA,2976768,NA,925632
"132B",65089536,832576,NA,NA,NA,NA,NA,NA,NA,7088128,NA,30429184,9980928,NA,NA,NA,43962368,NA,21283840,739584,NA,16002048,NA,NA,NA,1584704,4549888,NA,679424,NA,NA,6213376,NA,13664256,NA,1821888,3213056,5092096,NA,NA,NA,2335744,NA,NA,5633792,NA,NA,3034880,NA,NA,NA,NA,609216,21213184,2990592,931328,NA,NA,8230912,20279296,NA,NA,NA,1280896,NA,45056000,NA,NA,1035776,NA,2026880,NA,NA,NA,NA,NA,5232384,34922496,NA,NA,NA,1788672,NA,NA,NA,NA,36720640,NA,4592128,NA,NA,NA,6471680,5885952,105877504,NA,NA,NA,NA,NA,NA,NA,NA,7214848,16650240,NA,NA,1717056,228245504,NA,NA,1478656,NA,NA,NA,8627200,NA,NA,NA,10455040,777088,NA,NA,43954176,NA,1278208,NA,1264704,1084032,3122944,NA,NA,NA,NA,781184,NA,987430912,NA,NA,NA,NA,NA,1756416,NA,NA,NA,NA,NA,NA,NA,438048,2016448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5976320,NA,NA,NA,392888320,NA,9382912,NA,27510784,3824384,6862592,769088,NA,NA,5732864
"134B",NA,NA,NA,NA,NA,NA,NA,NA,NA,15246336,NA,17326080,3252480,NA,NA,NA,158466048,NA,89186304,3237120,NA,2443008,NA,NA,NA,4494336,32187392,NA,NA,NA,NA,3871232,NA,12711936,NA,NA,9581568,7631872,NA,3756288,NA,3759104,NA,NA,1460096,NA,NA,3743488,2116864,NA,NA,NA,530688,3584768,2497536,NA,6387968,NA,2299904,749632,NA,NA,NA,559296,NA,15742976,1916736,NA,NA,NA,NA,17008640,NA,NA,NA,NA,5489920,62197760,NA,NA,NA,2731520,NA,NA,NA,NA,4519680,3704320,9841664,NA,NA,645504,NA,2059904,16836608,3345664,NA,NA,NA,5857536,NA,NA,NA,8236800,15719424,8920064,NA,17395712,8244736,NA,NA,NA,NA,NA,NA,3890944,NA,NA,NA,13833216,NA,NA,NA,52080640,NA,932992,NA,1317952,NA,NA,NA,NA,NA,NA,NA,892224,553451520,NA,NA,NA,NA,NA,734016,NA,NA,NA,NA,NA,NA,NA,322352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,484048,NA,NA,NA,93605888,NA,9560064,NA,8283392,1131072,NA,NA,NA,NA,20871168
"136B",NA,NA,NA,NA,NA,NA,NA,NA,NA,5893120,NA,11445248,NA,NA,NA,NA,50335744,7077888,22224896,NA,NA,6606848,NA,1139776,NA,NA,9844736,NA,NA,NA,NA,122740736,NA,21258240,NA,1651456,483440,2699520,679936,NA,NA,2277632,NA,NA,2484480,NA,NA,4892160,8785920,NA,NA,NA,NA,10668032,NA,974720,26990592,NA,1465472,NA,NA,5092864,NA,893824,NA,181665792,NA,NA,NA,NA,NA,1889536,NA,NA,NA,NA,40960000,6554368,NA,NA,NA,2007168,NA,NA,NA,NA,126504960,24229888,6359040,NA,NA,NA,NA,NA,79302656,NA,NA,NA,NA,102137856,NA,68136960,NA,6457600,8628224,1604992,NA,246775808,114462720,96567296,NA,2654976,NA,NA,NA,118624256,NA,NA,NA,12616704,666368,NA,NA,62271488,NA,956992,NA,1583872,619520,3105792,NA,NA,NA,NA,NA,610048,879493120,NA,NA,NA,NA,NA,1471296,NA,NA,2047104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8636416,NA,993728,NA,599785472,NA,7920896,NA,15945728,4061440,2954240,NA,NA,NA,6756864
"138B",9022464,696384,NA,NA,5837824,NA,NA,NA,NA,13126656,NA,21139456,NA,NA,NA,NA,105840640,NA,48680960,1738112,NA,12444672,NA,NA,NA,NA,36724736,NA,NA,NA,NA,35434496,NA,12429312,NA,NA,8150016,2307072,NA,2749184,NA,4120064,NA,NA,3110656,NA,NA,12520448,3930624,NA,NA,NA,NA,8406016,NA,NA,10099712,NA,878976,1635840,NA,NA,NA,NA,NA,58302464,NA,NA,NA,NA,NA,NA,NA,1526528,203344,NA,11921408,8116224,NA,NA,NA,1523456,NA,NA,NA,NA,12137472,NA,8017408,NA,NA,NA,NA,2389248,17266688,NA,NA,NA,NA,4262400,NA,NA,NA,12036096,13300736,905536,NA,15893504,61353984,5667584,NA,988032,NA,NA,NA,16438272,NA,NA,NA,2636288,NA,NA,NA,87494656,NA,482800,NA,433664,NA,NA,NA,NA,NA,NA,NA,562944,428048384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3670016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132136960,NA,31895552,NA,23614464,13917184,NA,NA,NA,NA,14017536
"146B",NA,NA,NA,NA,5566464,975552,NA,NA,NA,6824448,NA,27098112,NA,NA,NA,NA,174505984,NA,106942464,1498688,NA,3886848,NA,NA,NA,NA,17209344,NA,NA,NA,NA,10593280,2303232,NA,NA,2089024,8960000,NA,NA,NA,NA,2685952,NA,NA,2468352,NA,NA,3661312,NA,NA,318096,361920,NA,4367872,1437312,NA,5728512,NA,1526080,973312,2646528,3081216,NA,941632,NA,8954880,4046336,NA,NA,NA,NA,17934336,NA,3556352,NA,NA,6929920,5322752,NA,NA,NA,1434496,8097792,NA,NA,NA,5153024,NA,11944960,NA,5767680,922688,NA,167641088,33857536,NA,NA,NA,NA,82993152,NA,NA,NA,9039872,18825216,1147456,NA,285474816,35217408,NA,NA,3270400,NA,NA,NA,23621632,NA,NA,NA,10644480,NA,NA,NA,111677440,NA,3683840,NA,794176,NA,NA,NA,NA,NA,1302784,NA,634688,1284833280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3057152,1710912,607552,NA,333955072,NA,8630272,NA,25578496,906880,2236160,NA,NA,NA,32944128
"152B",55590912,6622976,NA,NA,NA,1395072,NA,NA,NA,5864448,NA,30892032,2291200,NA,NA,NA,25413632,12268544,10796032,NA,NA,32304128,NA,NA,NA,NA,4593920,NA,NA,NA,NA,75280384,NA,23045120,NA,1275072,10103808,NA,NA,NA,NA,NA,719360,NA,18504704,NA,NA,2781952,21586944,664000,NA,1299200,NA,95014912,NA,NA,73658368,NA,45506560,57974784,1615232,2779648,NA,5281280,NA,216875008,NA,NA,1415104,NA,1800320,16226304,NA,NA,NA,235808,93458432,56967168,NA,NA,NA,2151936,NA,3589888,NA,NA,NA,NA,3745536,NA,2006720,18172928,NA,4790272,21172224,NA,NA,583808,1455616,94490624,NA,38981632,NA,10984448,NA,NA,NA,1431240704,52670464,591527936,NA,NA,NA,NA,NA,11009024,1300992,NA,NA,13249536,NA,NA,1142656,46923776,NA,1445120,1717504,3665152,1404416,161382400,NA,NA,504048,NA,NA,30420992,1402994688,NA,1384768,NA,962176,NA,3306240,NA,NA,NA,NA,1742208,45461504,NA,NA,1182912,NA,1412800,1453184,NA,NA,447136,NA,NA,5552384,NA,5363456,336800,3321600,NA,514637824,682240,7962880,NA,34324480,NA,2451712,NA,NA,NA,3719168
"166B",102227968,NA,NA,NA,5488896,456544,NA,NA,NA,5165056,NA,15456256,662528,NA,NA,NA,56696832,8051968,28654592,1199104,NA,7329536,NA,NA,NA,6465280,4870656,NA,NA,NA,NA,42713088,NA,22660096,NA,8217344,5595136,NA,NA,NA,1350080,NA,NA,NA,2249728,NA,NA,25516032,28081152,NA,NA,NA,708352,NA,1091840,NA,90009600,NA,3320320,2795776,905088,10574848,NA,1319424,NA,199491584,NA,NA,2188032,886080,NA,14557184,NA,NA,NA,NA,149864448,9469952,NA,NA,NA,5108992,5931264,NA,NA,NA,188727296,NA,13719552,NA,3132672,1568000,NA,NA,NA,13603840,NA,NA,NA,4793856,1761664,NA,NA,36458496,11336704,10927104,NA,32774144,8815616,NA,NA,9705472,1650304,NA,NA,NA,1130688,NA,NA,NA,NA,NA,NA,80433152,NA,892480,NA,5270016,370224,6108672,NA,NA,NA,NA,NA,3549184,1474232320,620036096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640448,NA,NA,NA,NA,632384,NA,NA,NA,NA,NA,NA,NA,NA,NA,1425408,NA,128077824,NA,8412160,NA,16806912,784128,2112768,NA,NA,NA,9867264
"11C",21039104,NA,NA,NA,5801216,2335488,NA,NA,492944,10390528,NA,28253184,2251008,NA,NA,NA,54116352,13644800,26152960,1990784,NA,6851072,NA,183104,NA,NA,16508928,NA,NA,NA,NA,104374272,NA,28814336,NA,NA,8385024,NA,NA,3417856,1259264,3594240,NA,NA,7298304,NA,NA,4763648,27618304,NA,NA,NA,343072,9607168,NA,NA,91013120,1295488,1701184,1834176,NA,923840,NA,1044224,NA,251232256,3194368,474880,713664,NA,1982336,53997568,NA,NA,1328064,NA,125759488,46915584,NA,NA,NA,2342400,2479104,NA,NA,NA,202948608,NA,8272128,NA,NA,4912640,NA,NA,NA,14357504,1830272,2093824,NA,20672512,NA,20602880,NA,26586112,14339072,3409408,NA,100859904,15851520,NA,NA,5050624,NA,NA,NA,9182208,NA,NA,NA,9866240,NA,NA,NA,84074496,NA,5175808,NA,1309760,1519488,NA,NA,NA,NA,NA,NA,7873792,2215116800,1053163520,NA,NA,NA,NA,2258944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3543040,NA,NA,1201024,NA,NA,NA,NA,711040,NA,3709440,NA,930676736,NA,8823808,615872,35155968,2485504,2991616,981760,NA,NA,7645696
"19C",21867520,NA,NA,NA,10159104,958464,NA,NA,592128,9469952,NA,19128320,NA,NA,NA,NA,28517376,15264768,12704768,4730368,NA,4539648,NA,NA,NA,NA,13703168,5809664,NA,NA,NA,6771456,NA,46309376,NA,2900736,32154624,NA,NA,5093888,2264832,NA,NA,3286528,NA,NA,8525824,10334208,36950016,NA,NA,NA,NA,4724480,2567680,NA,97546240,NA,753984,NA,NA,5037056,NA,NA,NA,418037760,NA,NA,1056000,NA,NA,NA,NA,NA,7572224,NA,145178624,5945856,NA,4100352,1707200,2269952,NA,NA,NA,NA,203702272,10333184,4719872,NA,NA,1117952,NA,17047552,10643456,NA,1514432,10339328,NA,932224,NA,NA,NA,8787968,5617664,1650688,NA,437714944,26863616,NA,767104,NA,400144,NA,NA,52101120,NA,NA,NA,28706816,NA,NA,NA,36360192,NA,1450496,NA,1171648,NA,NA,NA,NA,NA,NA,NA,1234176,972029952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000832,677248,NA,199294976,NA,7762432,650880,25490432,NA,1905280,NA,NA,NA,4290560
"22C",1606912,NA,NA,NA,5720064,5549824,NA,NA,NA,10417152,NA,43458560,NA,NA,NA,NA,13775872,16602112,12257280,10196992,NA,18338816,NA,NA,NA,5260800,14414848,NA,1503552,NA,NA,46260224,NA,32159744,NA,NA,7611136,5743872,NA,20985856,NA,4156160,NA,NA,9347072,NA,NA,10157056,11684864,NA,NA,2739968,NA,16353280,18984960,2393344,24030208,NA,8898560,7354112,NA,NA,NA,4329728,NA,416727040,NA,NA,1154432,NA,NA,419808,NA,NA,NA,NA,55586816,108654592,NA,NA,NA,3788032,NA,NA,NA,NA,148717568,2163200,2477568,NA,NA,683392,NA,NA,673920,NA,6715648,NA,NA,NA,NA,34705408,NA,32496640,20435968,1869440,NA,4476672,941824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107905024,2188032,NA,NA,18134016,NA,NA,NA,1892608,NA,NA,NA,NA,NA,NA,NA,551680,631635968,NA,NA,NA,NA,NA,2122752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547648,NA,399736832,NA,8994816,NA,102940672,NA,2716672,NA,NA,NA,2118144
"23C",NA,NA,NA,NA,5846272,NA,NA,NA,NA,6507008,NA,14049280,NA,NA,NA,NA,120832000,10650624,64827392,1694976,NA,10504192,NA,NA,NA,NA,30491648,NA,NA,NA,NA,42233856,NA,22003712,NA,2368512,1509952,NA,NA,NA,NA,3303680,NA,NA,5611520,NA,NA,8307456,10878976,NA,NA,NA,NA,7529984,1516992,NA,40857600,NA,NA,1574528,NA,6130688,NA,NA,NA,235503616,NA,NA,NA,NA,1105280,29477888,NA,NA,NA,NA,66494464,87113728,NA,NA,NA,1731520,NA,NA,NA,NA,84541440,3976448,12940288,NA,NA,1440064,NA,922368,NA,1388800,1308736,NA,NA,4573696,770496,3694336,NA,7500032,24546304,906560,NA,3114752,NA,NA,NA,732672,NA,NA,NA,364816,NA,NA,NA,34463744,NA,NA,NA,108875776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609152,1538785280,NA,NA,NA,NA,NA,975808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,709820416,NA,10484736,NA,35364864,470432,4096256,NA,NA,NA,18859008
"29C",24137728,1526400,NA,NA,NA,NA,NA,NA,NA,5033216,NA,9127936,NA,NA,NA,NA,91516928,6349568,44122112,2187008,NA,3196928,NA,NA,NA,NA,18797568,NA,NA,NA,NA,73420800,NA,18200576,NA,NA,2220032,NA,NA,2275584,1456256,NA,NA,NA,NA,NA,NA,8757248,8809472,NA,1018688,NA,NA,6796544,1450944,899968,34250752,NA,927488,2278912,NA,1421504,NA,529472,NA,90869760,NA,NA,341104,NA,NA,23564288,NA,NA,NA,NA,47869952,68657152,NA,NA,9893888,NA,NA,NA,NA,NA,58290176,5707776,10253312,NA,NA,2563072,NA,NA,14457856,NA,NA,NA,NA,10938368,NA,NA,NA,26937344,29309952,2159360,NA,543817728,50044928,NA,NA,1119296,1014208,NA,NA,98205696,NA,NA,NA,17411072,NA,NA,NA,119332864,278352,1431552,NA,1800640,NA,NA,NA,NA,NA,NA,NA,4579840,1667432448,NA,NA,NA,NA,NA,2230272,NA,NA,485504,NA,NA,NA,NA,922048,944768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1349760,NA,634322944,NA,9755648,665344,12320768,3069952,NA,NA,NA,NA,13563904
"31C",NA,NA,NA,NA,8950784,NA,NA,NA,NA,66588672,NA,22347776,1587328,NA,246480,NA,25435136,NA,11928576,620288,NA,2841344,NA,NA,NA,NA,113455104,NA,NA,NA,NA,101728256,NA,13727744,798400,NA,6595584,NA,NA,NA,NA,9564160,NA,NA,3702016,NA,NA,11703296,NA,NA,1086080,NA,NA,10869760,2371072,1026560,6199808,NA,1467392,2784000,NA,NA,NA,754176,NA,25063424,10950656,NA,519376,NA,NA,NA,NA,863744,NA,NA,5601280,8438784,NA,NA,NA,4082432,NA,NA,NA,NA,10291200,46292992,2944256,NA,NA,NA,NA,8084224,4301312,830144,2689792,NA,NA,2045632,NA,27096064,NA,8986624,26779648,2243072,NA,8748032,2891520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317325312,NA,NA,NA,17216512,NA,NA,NA,2304768,1072256,NA,NA,NA,NA,NA,NA,1064576,1455816704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476250112,NA,14415872,NA,14289920,NA,1873152,1512000,NA,NA,3634176
"35C",24692736,904192,NA,NA,5210880,NA,NA,NA,NA,10185728,NA,12904448,3796992,NA,NA,NA,31741952,11011072,14090240,2097152,NA,6844672,NA,NA,NA,2737408,8184064,NA,2552320,NA,NA,11515904,NA,22360064,NA,3802624,NA,NA,487472,2787584,1625856,NA,NA,NA,2536704,NA,NA,4497920,4777728,2150144,NA,583296,NA,8272128,2176512,1009664,14238720,NA,3906048,1439232,NA,2025408,NA,1749760,NA,149815296,NA,NA,NA,761664,1908864,NA,NA,1289536,NA,751040,18721792,71135232,NA,NA,1807936,2158848,1160448,NA,NA,NA,56803328,NA,4086528,NA,NA,2118656,NA,NA,52944896,NA,NA,439152,NA,4290304,NA,4918016,NA,16500736,8092672,2465536,NA,14610432,334823424,NA,NA,2255616,NA,NA,NA,595329024,678464,NA,1200000,38522880,689024,NA,NA,47886336,NA,1092032,NA,1750016,764416,NA,NA,NA,NA,NA,NA,1624768,778895360,NA,NA,NA,NA,826368,NA,NA,NA,NA,NA,NA,NA,392352,NA,1510528,NA,NA,939584,NA,NA,NA,NA,NA,NA,NA,NA,NA,1412288,NA,438173696,1717632,18290688,NA,10932224,NA,3530240,NA,NA,NA,4094208
"39C",12628992,639232,NA,NA,NA,NA,NA,NA,NA,8047360,NA,60719104,NA,NA,NA,NA,49991680,16387072,20187136,2264320,NA,31665152,NA,NA,NA,NA,22323200,NA,NA,NA,NA,106795008,NA,30608384,NA,NA,1395776,NA,NA,2161664,NA,NA,NA,NA,12903424,NA,NA,9809920,23386112,NA,NA,NA,NA,27746304,NA,NA,61345792,NA,1201024,5198080,NA,NA,NA,NA,NA,172687360,NA,NA,NA,NA,NA,11298816,NA,NA,NA,NA,77664256,6099200,NA,NA,NA,4496640,2034240,NA,NA,NA,152387584,NA,5943040,NA,NA,NA,NA,1297856,25034752,NA,NA,NA,NA,11707392,NA,86618112,NA,14096384,16684032,2845696,NA,48005120,27208704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3506688,NA,NA,NA,73875456,NA,864576,NA,2419456,NA,2897664,NA,NA,NA,NA,NA,2146816,2357460992,689635328,NA,NA,NA,NA,2240512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,577408,NA,669696,NA,251953152,NA,10551296,948672,68812800,7013632,NA,2375168,NA,NA,6391296
"41C",NA,NA,NA,NA,NA,NA,NA,NA,NA,8445952,NA,54317056,NA,NA,NA,NA,56651776,14385152,22385664,5937408,NA,25131008,NA,NA,NA,NA,13998080,NA,NA,NA,NA,19173376,NA,21623808,NA,1736640,1204544,NA,NA,7421696,NA,3054080,NA,NA,7355648,NA,NA,8324864,11337728,NA,NA,NA,428480,23993344,1279744,1560000,26214400,NA,3051008,NA,NA,1613440,NA,703296,NA,174309376,NA,NA,NA,NA,NA,19191808,NA,4716800,NA,NA,38756352,51863552,NA,NA,NA,3332096,NA,NA,1709056,NA,167346176,3267072,6884608,NA,NA,2024448,NA,810432,1000256,NA,1500352,NA,NA,423984,NA,6679296,NA,25696256,19613696,2209024,NA,6063616,1095168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30540800,NA,NA,NA,51732480,NA,1164096,NA,2222592,1484480,2552576,NA,NA,NA,5586944,NA,1400320,1631059968,700121088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239744,NA,731328,NA,1183318016,NA,8954880,NA,40218624,2247424,2667008,NA,NA,NA,7647744
"49C",28737536,NA,NA,NA,NA,NA,NA,NA,NA,2155520,NA,31396864,595968,NA,NA,NA,66277376,NA,31040512,905984,NA,6756864,NA,NA,NA,NA,3072256,NA,NA,NA,NA,85188608,NA,8974336,NA,NA,35753984,NA,NA,1877696,NA,NA,NA,NA,3914496,NA,NA,3194368,4031232,NA,NA,NA,NA,4993536,857984,530944,13483008,NA,674304,2630400,NA,NA,NA,NA,NA,13688832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16561152,16666624,NA,NA,NA,1587456,5912832,NA,NA,NA,14254080,NA,4793856,NA,1266880,NA,NA,NA,13128704,NA,1832896,NA,NA,33390592,NA,23393280,NA,16263168,11224064,1110784,NA,474759168,23022592,NA,NA,508576,896064,NA,NA,5813504,NA,NA,NA,NA,NA,NA,NA,57073664,NA,NA,NA,755456,NA,NA,NA,NA,NA,NA,NA,833792,1384775680,479117312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3532544,573888,NA,NA,50823168,NA,7205376,NA,31383552,3138048,NA,NA,NA,NA,10660864
