"sample_id","12-keto Lithocholic Acid","12alpha-hydroxy-3-oxo-5beta-cholan-24-oic Acid","3-dehydrochenodeoxycholate","3-dehydrocholate","3-oxo-<U+0394>4-CDCA","3-oxo-<U+0394>4-LCA","3-oxo-<U+0394>4,6-LCA","3-oxoalloLCA","3-oxoLCA","3<U+03B2>-Cholic Acid","7-dhca","7-oxoCDCA","alloCDCA","alloisolithocholic_acid","alloLCA","alpha-muricholate","beta-muricholic acid","CA","CA-3S","CDCA","CDCA-3S","chenodeoxycholate/deoxycholate","DCA-3S","Deoxycholic acid glycine conjugate","GCA","GCDCA","HCA","HDCA","hyodeoxycholate/ursodeoxycholate","isoCDCA","isoDCA","isoLCA","LCA","LCA-3S","Lithocholic acid taurine conjugate","MDCA","T-<U+03B2>MCA","taurochenodeoxycholate","taurocholate","taurodeoxycholate","taurohyodeoxycholate/ tauroursodeoxycholate","taurolithocholate 3-sulfate","TCA-3S","UCA","UDCA-3S","W-muricholic acid","<U+0394>5-3b-ol"
"KWS10638",325.8706395,138.5502851,4.329211464,0.536610322,NA,2.225419245,0.603756475,5.296153143,243.4743157,NA,4.733534992,8.398593091,NA,45.42945705,7.756559656,NA,NA,16.71403484,NA,20.45744022,0.411371646,3442.81795,0.730663456,15.84392724,12.43867408,18.71608372,NA,16.76355422,21.3133569,16.2412913,138.418998,385.7614632,1914.249983,4.630546364,NA,NA,NA,1.87143013,1.043506112,0.976228166,0.229541028,0.913032715,NA,8.067577388,0.106048381,NA,1.895117516
"KWS10639",1398.399734,435.1542908,14.83280587,1.532544189,NA,5.251778628,1.89355359,32.93571703,756.3099209,NA,NA,NA,NA,252.2425784,26.68966628,NA,NA,18.46086468,NA,32.17856978,0.487329533,2752.5373,1.309598739,6.233748713,3.007980874,9.678097418,NA,5.476422375,8.209101333,21.90540607,165.256242,718.524802,3047.443273,3.64759886,NA,NA,NA,2.009369111,0.845249334,0.445484294,0.335183348,NA,NA,3.022944982,0.700143472,NA,3.895214463
"KWS10641",374.2340849,120.4997283,2.122890499,0.738566436,NA,0.547447887,1.422703411,NA,71.33718069,48.51688405,6.898086875,27.83677298,NA,28.2618022,NA,NA,NA,62.89042198,2.155621631,89.53577176,9.605284879,9008.731835,29.9940912,14.57010952,22.33029968,15.93979806,6.25298718,9.58890875,150.5507127,52.02362306,437.1478001,975.5960471,3465.460263,53.93772811,NA,NA,NA,2.184000499,2.286845445,1.037199986,0.521426962,0.671415379,NA,65.94890138,6.450034403,1.863469244,5.351715687
"KWS10642",635.997194,89.18587957,8.378158899,0.498835818,NA,0.857206575,1.286881249,NA,121.1675005,NA,NA,7.00084916,NA,9.752623711,5.470139878,NA,NA,26.25450254,6.210773904,75.27045594,NA,1122.467982,NA,4.106054209,6.219748444,11.41109123,NA,8.270047434,5.632876177,10.43934649,38.81191291,138.3254309,1303.203976,1.485941058,NA,NA,NA,2.955321371,1.232488156,0.273148881,NA,NA,NA,0.554682282,0.420672029,NA,1.208104294
"KWS10644",1288.86471,139.0281448,7.514728463,0.900671902,NA,1.92968256,2.466405249,NA,123.5778437,4.536749917,9.192948144,15.50003273,NA,41.04088588,8.831513491,NA,NA,103.1592357,NA,145.2750293,2.251630936,3795.535833,7.729021071,37.1648152,48.08537634,91.67393307,NA,11.46322104,39.33075357,39.61686795,207.8537749,306.8899757,2398.426831,15.42811585,NA,NA,NA,5.088066935,2.910517474,1.253893633,0.647969153,NA,NA,15.29787778,20.75707814,NA,2.087405724
"KWS10646",225.7509482,127.9655223,3.648662225,1.05046976,NA,1.158109014,0.796328251,NA,51.16410565,31.52660428,11.00329381,18.6449523,NA,1.855677677,14.46147883,NA,NA,43.22595982,21.86917961,99.97303893,261.3880672,6848.644336,1517.168906,8.127011842,9.609052502,11.89116724,0.85262898,7.938231424,11.05709172,27.50667014,245.2635196,336.4960923,2436.052957,321.5333517,NA,NA,NA,3.325731013,1.221681522,0.83760789,NA,NA,NA,3.179875287,16.81845706,NA,4.374458629
"KWS10647",1342.140679,321.6021882,5.966574035,0.501864302,NA,0.180235952,1.622462842,NA,63.65196158,5.009059579,6.127880187,2.637288715,NA,20.23810674,NA,NA,NA,94.54089951,2.096034361,25.62037496,1.747507306,32917.73271,2.399983017,83.03572944,44.81367983,26.08990289,NA,14.89313189,5.787026452,89.81497564,898.7413278,215.8542135,4079.677567,4.6099751,NA,1.67904494,NA,1.576440231,2.710822495,3.655309785,0.183713287,0.254647582,NA,2.753967359,4.747442062,NA,NA
"KWS10648",1599.155694,169.2557717,8.255737768,0.401064275,NA,3.254088476,1.610569219,NA,244.4838196,NA,NA,14.17034479,NA,18.49232001,5.741256151,NA,NA,23.78010055,NA,230.2481036,6.629428658,3346.569304,2.963176082,13.1785701,11.13309428,150.1180716,NA,16.81262333,30.98150695,22.75831853,133.0953307,217.7049619,2184.688569,16.29556882,NA,NA,NA,29.90957733,1.678129813,0.983900847,3.037158314,0.662824986,NA,0.309223971,1.498964495,NA,1.243186852
"KWS10649",346.9460427,118.8810892,18.69326779,6.694657892,NA,0.817595651,2.48152698,NA,34.47588012,128.4101042,132.953002,325.328856,11.97117313,12.30789813,10.97464167,NA,NA,876.0491791,7.815972969,1569.111226,105.915757,15573.64032,1222.696391,105.7458483,21.95475052,71.23481295,8.004600734,26.87984421,1829.614682,175.8704498,649.8527604,423.4929933,4234.834064,987.7926298,NA,8.440686591,NA,6.537909745,1.408998778,4.294190828,1.781606243,NA,NA,487.2105003,97.96412507,NA,5.967135753
"KWS10650",1710.721061,261.8612306,7.602467911,0.234049088,NA,1.699318439,2.430782667,5.163861513,215.8078417,NA,NA,3.204189523,NA,116.6473862,21.28851325,NA,NA,25.34400831,NA,25.42068825,0.175980739,8447.311276,1.972149899,11.78630852,9.512093779,11.55451986,NA,41.48561576,NA,54.35692275,481.6995168,839.368458,4962.949988,3.025677065,NA,NA,NA,3.951155114,2.304867193,1.905194233,NA,0.963435385,NA,2.67487068,0.074144668,NA,5.797962116
"KWS10651",1607.111113,383.2121272,7.319775307,0.233002081,NA,1.84674022,0.990501092,NA,342.6833855,NA,NA,NA,NA,30.79295567,18.85323486,NA,NA,5.617918445,NA,2.542781377,NA,6374.08166,1.050432156,5.189767795,2.387337199,4.168226021,NA,17.65419628,6.732395729,39.57941049,343.1563006,710.4705691,3632.264677,0.529419365,NA,4.226848662,NA,0.849762288,0.430392808,0.5698345,NA,NA,NA,3.029560574,0.59664291,NA,1.451285251
"KWS10652",1927.227107,245.4779467,9.212960242,0.273154706,NA,5.266177856,2.760251055,6.39442663,404.5468904,NA,NA,NA,NA,62.73887452,11.92258142,NA,NA,12.63699158,NA,23.88438676,0.566224846,3782.552794,2.28772936,6.368100863,4.081154794,9.139517764,NA,7.963767481,NA,33.07714397,199.8589207,366.2984676,2802.051438,3.420996015,NA,NA,NA,2.543720635,0.982782879,0.466422604,0.082986882,NA,NA,0.230342459,0.312837292,NA,3.350490407
"KWS10653",218.5238189,37.82373649,15.32069165,9.171923926,0.675478332,0.072096012,0.688179417,NA,3.081095052,172.3990368,211.9681445,272.0942216,27.25158582,1.885167463,5.875557461,NA,NA,2068.298709,5.256331336,2749.082579,86.43681386,9537.988099,895.6381855,19.13500791,5.265120044,16.19229223,1.277667604,8.804234233,582.3746512,176.2525748,366.7339626,80.11637362,1431.453163,1530.233085,NA,NA,NA,3.341754198,1.051087224,2.12746415,0.294927514,0.85705528,NA,52.90963208,28.33920781,NA,4.37421814
"KWS10655",1081.380399,135.573863,5.997308566,1.573840027,NA,5.991741193,1.062656421,18.17833698,477.339777,1.521372052,NA,5.172699079,NA,104.957926,14.94833736,NA,NA,19.98126806,NA,39.4853327,NA,1140.574657,0.348925218,14.04893455,8.508918543,12.69933103,NA,5.773322229,NA,8.148878273,43.77238268,411.9565138,2265.278698,1.688389982,NA,NA,NA,6.823344252,3.055119768,2.163753564,0.420232519,NA,NA,2.780830397,0.084619684,NA,4.121244832
"KWS10656",2440.000928,281.2955394,7.450934714,0.727124267,NA,5.657728892,2.543207798,11.18199343,291.0307229,NA,NA,NA,NA,121.3887732,21.66596056,NA,NA,25.51158662,NA,28.47601867,0.300582453,4817.514897,3.376351224,20.81929686,11.64436386,13.79370962,NA,12.62150994,NA,29.53453643,230.5778538,475.6793382,2887.078672,2.080251549,NA,NA,NA,1.913490104,1.054955705,1.288259794,0.078530789,NA,NA,0.242029888,0.454657759,NA,2.37938899
"KWS10657",672.072279,497.2093105,10.81742658,0.152622631,NA,3.236770275,1.912435213,12.49080068,421.2796747,NA,NA,NA,NA,396.3685376,68.43360804,NA,NA,23.01196131,NA,26.16414279,0.590868994,20599.52198,5.637270176,174.3757744,41.90433398,68.80879083,NA,21.24739784,NA,238.600346,2417.0659,3905.684807,15198.13649,17.12121949,NA,NA,NA,7.109326236,11.99901518,10.54376612,NA,1.22638143,NA,0.909675619,1.330813145,NA,20.76886768
"KWS10659",NA,NA,4.000846789,75.98311151,NA,0.343050659,3.197528082,NA,NA,496.1497872,1878.581771,49.57949972,NA,0.818655644,21.57148848,NA,NA,5121.638459,75.13179467,156.1664092,1053.819639,NA,NA,NA,5.611320982,29.12902678,11.7515755,1.576551139,218.0228534,10.36369974,NA,3.049772467,30.53469774,5.388041932,NA,NA,NA,3.950266224,13.82971188,NA,2.060891992,NA,0.463217021,12325.71989,1909.136172,NA,0.323704649
"KWS10661",489.7386824,143.0366669,2.412166545,NA,NA,0.972528165,1.397539327,NA,82.9492712,NA,1.881400882,NA,NA,32.75852365,NA,NA,NA,2.926298496,NA,7.799951556,0.079751364,10532.37104,0.558863266,3.743634924,1.779585538,4.035911942,NA,19.48063451,NA,34.61636298,352.1158172,458.8883922,3683.830633,4.99611655,NA,3.908384194,NA,0.652031738,0.231884932,0.227067005,NA,0.20463309,NA,NA,NA,NA,3.502645986
"KWS10784",364.6135497,122.2791757,3.833884571,NA,NA,2.496086984,1.42076197,4.349937938,263.4350382,1.200489212,1.825231464,3.360902008,NA,35.25454866,NA,NA,NA,7.56914519,5.9909683,20.71460931,22.45317104,3129.286999,177.6617922,9.933214688,7.219182471,14.37819109,NA,6.914418657,4.746006259,12.10034539,81.06890489,279.5914893,1948.236832,151.0595179,NA,NA,NA,2.80177953,1.205293143,1.089641462,0.176822775,0.655316431,NA,NA,15.0899072,NA,1.096638426
"KWS10893",969.4306897,221.418586,5.981731917,3.021385259,NA,1.378948029,2.175941218,NA,168.2861769,28.7362991,34.55982002,75.12897591,NA,28.77089471,NA,NA,NA,269.7350673,24.32481301,373.8918094,14.08663697,12927.01921,19.46845701,284.6721397,992.9846016,906.2044238,1.235105972,23.14074752,44.64312123,52.92541104,500.4333418,684.9104613,6282.863132,20.02654656,3.889550227,2.306922579,NA,253.939363,197.6835657,41.10310814,1.939193545,12.27413117,0.137477998,6.962049848,2.524707711,NA,4.731118038
"KWS10894",1014.604224,176.0570297,20.50981712,5.544344313,NA,7.449724126,5.825832815,NA,266.2228083,2.376256425,18.83538131,95.46420888,NA,68.83923792,NA,NA,NA,136.5157611,1.520700642,330.8172173,14.08946315,2370.701883,54.88396115,305.0961198,323.2304582,754.8887075,0.607518654,25.54707573,25.04968595,23.58147253,150.8414076,276.6587203,1416.12163,36.93144926,NA,NA,NA,219.8283126,80.45818611,49.73691008,5.095577525,15.02929876,NA,4.408887369,4.76646312,NA,2.325134848
"KWS10895",1420.567419,242.2457233,5.405844907,NA,NA,2.117881943,1.247982736,NA,320.8437438,0.405895579,4.38902436,7.776338631,NA,97.01130609,NA,NA,NA,32.78068391,NA,58.28165848,1.833832931,8603.246473,9.884581086,68.49340051,51.13953443,68.61912653,0.051865727,11.19895501,2.058587916,51.29525591,467.041809,1468.92663,4617.362175,10.53545402,NA,2.619166908,NA,11.1153299,3.679505228,4.616056327,0.228584728,0.659062166,NA,NA,NA,NA,5.618006512
"KWS10896",483.8245879,116.970476,4.093888325,0.184774937,NA,0.826879288,1.397098245,NA,87.53885923,NA,2.5750152,6.441583677,NA,28.76404533,NA,NA,NA,15.33978355,0.367322181,37.71540534,2.37321565,3111.463721,9.258890213,8.008732538,15.21056121,12.09767998,NA,5.836700954,3.333954101,19.35902018,139.8271682,215.0043754,1616.245931,7.893681837,NA,NA,NA,2.961523723,2.780599127,0.943859852,0.154390921,0.281506631,NA,1.808900235,1.3287224,NA,1.915024605
"KWS10897",388.5613447,179.0880763,10.46085695,3.613486111,NA,2.750350083,1.131230353,NA,376.6798099,5.719178033,18.95913618,35.13610497,NA,36.68326453,NA,NA,NA,116.785754,0.919262857,124.9734291,4.195434097,4125.870267,9.86204489,64.55071628,228.5832769,151.5199724,1.119296683,20.64197023,67.73827579,12.35366443,94.33560183,133.678167,1618.159921,3.474900415,NA,4.641687094,NA,29.90455678,32.35886796,6.460725239,3.823682735,0.216959488,NA,14.57563399,4.01947707,NA,1.328177554
"KWS10900",2842.081257,556.8417699,10.42174031,2.555080373,NA,2.042287395,1.954904758,NA,231.6459728,7.371005895,17.23663751,15.60509959,NA,42.6208477,NA,0.149803366,NA,187.6608439,NA,115.5907739,0.239827991,20400.59555,3.161993016,13.06482123,6.690230415,8.755945598,NA,18.45101401,12.31934459,106.2864142,984.5567348,1133.275105,7073.715092,10.34090386,NA,3.331143639,NA,1.84918906,1.052608087,1.251302868,NA,0.716383709,NA,2.895109499,0.214117986,NA,2.489809999
"KWS10903",171.5647097,58.22180435,2.674153135,2.987545329,NA,0.651672793,1.679433089,NA,99.85726452,23.15474938,8.98077349,18.21742501,5.122579327,8.724764757,NA,NA,NA,49.52430103,2.186805342,64.71449573,21.991026,1675.367404,16.67637628,12.08896834,95.87785985,100.5219926,6.04272993,11.58321894,15.32085039,9.25376587,63.24327067,150.6164723,1241.232985,33.40650286,NA,1.186881713,NA,40.09892926,28.1723507,3.871337131,1.427356999,1.10086983,NA,2.289772639,2.470702778,NA,0.678824113
"KWS10904",624.8635721,184.9706194,3.679955151,0.104130474,NA,0.99543204,1.811526262,NA,193.6502623,21.38522001,2.085645775,4.461927859,NA,49.89569015,NA,NA,NA,14.68699896,1.864204138,27.0397105,6.055658463,9921.835162,1.266136693,20.92813125,21.51791195,34.98198562,0.123982017,15.14117352,NA,37.28350989,321.9309309,658.5180892,3928.334669,5.309681719,NA,NA,NA,8.985713532,4.732458551,2.804506666,0.075706314,0.49772294,NA,NA,1.117373103,NA,1.876908922
"KWS10905",433.8462147,138.6606074,1.725951044,0.590237321,NA,5.147656164,4.514569309,12.84411792,382.0355172,2.760653285,12.93787586,23.98727288,NA,221.1732045,NA,NA,NA,33.38604383,0.291594376,48.45272721,3.723107313,4111.03021,27.14091785,44.11057498,39.61053924,49.87071383,0.246724844,19.59506683,44.67148909,22.6165634,213.2228756,1291.822732,4985.355686,25.34546361,NA,9.032464843,NA,10.47913042,6.019163171,4.528835601,2.073300205,0.469489481,NA,8.877005913,6.491821935,2.507122796,5.021954662
"KWS10906",388.8816855,75.10269587,1.926083246,NA,NA,0.444127006,2.013749251,NA,74.64847782,0.718003806,2.800268386,3.687451955,NA,15.62841013,NA,NA,NA,35.31625263,22.99786409,36.11993985,NA,4172.883401,4.458799225,45.36668293,96.47605548,72.44922201,0.15813583,16.66161815,4.400176005,14.39179425,108.6624701,210.2798661,2243.778476,3.597237802,NA,NA,NA,7.879591143,8.234414256,2.652532981,0.315587628,0.217917293,NA,NA,1.35377,NA,1.391143709
"KWS10909",1282.770365,221.1343574,9.175350094,4.962581166,NA,0.101678389,4.394281157,NA,69.99158024,53.41991011,89.27501867,133.1519534,NA,34.56966578,NA,NA,NA,707.7701522,1.408042873,569.2694252,NA,25385.19646,8.846007344,410.7589275,424.995372,306.186021,0.995698323,18.87322643,466.3440944,115.6353254,906.8782624,646.1630238,6678.455205,30.18750294,NA,5.922324947,NA,21.14222825,18.40743725,18.38610335,1.461955522,1.34493049,NA,127.5667849,2.84890094,NA,10.30345421
"KWS10910",1092.782776,273.6705287,16.41030591,11.86927946,NA,1.466481357,1.064685943,7.023255283,246.4864331,8.210350488,6.134444128,12.3688501,NA,73.43425192,NA,NA,NA,299.3364389,0.620780882,346.492267,4.878629102,9704.175961,41.225237,350.7595724,410.3711439,271.2987522,0.452834916,38.47467958,12.85937094,35.57879072,322.3008523,400.7642747,3695.523179,17.50686643,NA,1.426230646,NA,48.85462717,56.99880765,33.77850573,1.035656908,0.511858526,NA,2.308487201,0.629886321,NA,5.899765668
"KWS10911",1206.466181,165.3320333,6.651564776,0.533199351,NA,1.035560124,2.008929182,3.575226941,111.1229783,1.335054967,3.005349194,6.895776362,NA,10.52769506,NA,NA,NA,38.9686082,NA,79.58378228,0.239852825,5260.068143,1.120214677,31.36931354,68.24720651,41.94026852,NA,8.688222142,2.781790696,24.96610942,189.3636089,327.8134138,2408.210747,1.160824516,NA,1.554891209,NA,6.832938732,6.161172546,2.414086735,0.197418976,0.456348467,NA,1.298874659,0.068387837,NA,2.459586222
"KWS10912",962.9748594,139.6412763,11.0038459,2.545173529,NA,1.773703264,2.128610965,NA,166.2138082,3.529984295,13.64575901,18.8437689,NA,11.49202414,NA,NA,NA,484.0574042,1.158846195,329.9150802,7.578385219,4621.486759,13.9146444,186.4897122,637.00717,351.5575332,0.760293154,9.479968195,25.41005614,21.7071733,146.705788,315.2549034,2402.200581,10.41473589,NA,NA,NA,120.3100367,163.088059,33.52071936,1.64264117,1.6226986,NA,5.889249104,0.560284787,NA,1.746804366
"KWS10915",347.1456696,109.0814523,3.201595506,1.582192065,NA,NA,0.985339805,NA,37.55199057,13.26979212,27.14197235,41.14121752,NA,4.262504356,NA,NA,NA,394.7006844,0.649677389,187.1307062,2.621324485,5226.528901,5.293485631,97.94223895,496.3528887,330.9187506,1.257646184,7.244879019,79.24046082,22.98941096,195.4345331,125.905633,1749.207595,1.883201544,NA,0.50855059,NA,62.44752814,54.38583695,8.327936984,4.978243708,0.699578443,NA,33.93854846,2.18731774,NA,2.568963994
"KWS10917",12.20321152,13.72422055,16.05269178,26.82082735,NA,0.360023697,1.333886861,NA,9.919611902,131.7523103,369.162832,137.4476502,NA,0.418770154,NA,NA,NA,860.7446853,15.75415859,202.2096193,221.837486,222.008488,15.37358305,NA,6.766506867,12.09329599,6.449470088,0.589556901,211.5121026,16.74871167,9.387435866,3.70056219,36.51371901,8.677839803,NA,0.757322962,NA,5.472504565,1.031511238,0.091504382,0.258282793,NA,NA,152.7549996,56.38264987,NA,10.51952115
"KWS10919",2351.791213,323.1389761,8.097622904,0.28875777,NA,3.805661714,2.92628889,NA,288.866668,2.428309359,NA,4.638360886,NA,97.61696362,29.51848596,NA,NA,57.87353553,0.589633899,54.44818127,1.986393967,21119.32356,12.53597081,16.0296052,6.420057376,21.13690569,NA,33.60211563,NA,105.8907818,937.154382,1262.420859,9326.156303,19.32881368,NA,NA,NA,1.109834165,0.53252267,0.78105201,NA,NA,NA,0.425484047,NA,0.152268079,2.5569078
"KWS10983",1989.32044,275.1535584,NA,0.220274255,NA,5.737984281,2.622044822,26.82442468,427.7616488,NA,NA,4.801132776,NA,188.2048747,29.76710289,NA,NA,9.573374181,NA,23.66341859,0.157202811,3542.986202,3.016588668,15.86468547,4.683642789,11.16428437,NA,11.98483439,3.847709109,18.88505426,146.5856767,467.2818865,2776.190901,2.613236284,NA,NA,NA,2.494186609,0.926614509,1.40947154,0.369888757,NA,NA,1.476502266,NA,NA,3.462102434
"KWS10984",508.2304163,94.2717373,5.323359184,3.401747933,NA,1.120988368,2.979670412,NA,46.42069137,69.85194117,109.6406701,111.0193233,5.066326391,3.243609835,12.3779401,NA,NA,545.4437605,6.790680213,410.0557735,NA,9457.098188,NA,27.7623569,39.52614724,90.90673315,1.144104224,2.546683828,331.0574096,42.20253913,270.1739652,393.4744102,4372.125642,2.928894016,NA,NA,NA,2.742924164,1.46301352,0.677694154,0.305745535,NA,NA,283.5024573,8.030156064,NA,1.026942742
"KWS10985",2916.695389,444.263817,13.40796081,3.85945554,NA,2.736348421,2.041618525,NA,386.7981812,2.708533696,28.03556055,28.75929965,NA,47.82673983,17.73040493,NA,NA,336.7100482,NA,159.8107345,1.714047771,11227.08023,4.926123264,74.60447366,153.5206511,116.5200167,NA,17.57860101,29.34581822,58.79258258,460.040392,723.4137896,5149.672185,7.196174504,NA,NA,NA,12.59224354,15.48147279,3.87886865,0.903550853,1.175017814,NA,4.255041659,0.60499817,NA,4.301031144
"KWS10986",781.3053692,181.9222062,11.0602683,7.071388771,NA,4.216270458,2.611348502,NA,181.9703245,123.5038678,74.8756546,64.21150091,3.906680205,4.67412359,7.365136258,NA,NA,405.4358119,20.95738319,191.6203703,8.261040157,4297.016565,1.907724018,43.35289955,95.77657442,132.4454253,17.52912472,5.547298097,253.8966392,33.3705174,206.1145181,257.8864472,2133.889829,1.349520789,NA,NA,NA,29.89522135,23.5838267,6.541120979,6.281790751,NA,NA,172.3933883,4.177215373,NA,0.675512067
"KWS10987",321.4457993,101.4131197,132.6288131,0.336370053,NA,0.708614119,1.713729662,NA,51.76123615,24.51659346,7.645157391,13.60918259,9.659357687,4.180913,23.95781652,NA,NA,64.97169759,4.111865214,62.61487339,6.774100807,6735.445436,35.4562128,46.50856253,26.36641848,43.99637115,NA,4.035490672,4.253865713,29.88278776,282.9914943,341.6938686,3458.944273,18.54604312,NA,NA,NA,1.926548135,1.546871649,1.375207694,NA,NA,NA,0.39176445,NA,NA,1.90409128
"KWS10988",590.9331575,140.9657242,9.27716356,0.957778822,NA,1.383731489,2.353402374,NA,37.33632784,20.94413296,13.88020749,53.21542156,NA,13.43724464,8.125997412,NA,NA,152.8203329,NA,613.6694068,3.651930954,13621.37039,7.932703361,11.48396403,6.201585432,28.60426935,2.247435018,11.77297845,365.6823501,122.3711217,775.3287247,346.5884525,3308.88329,31.42480339,NA,NA,NA,15.66843307,1.724553386,3.617077869,4.239683638,7.666870846,NA,39.04479699,6.475853881,NA,5.21485673
"KWS10989",1736.584513,272.3939087,20.99065716,9.873195308,NA,2.137640928,4.254031237,NA,105.2917394,29.62916339,82.59789911,74.55953723,NA,14.24313532,NA,NA,NA,2567.680025,35.03015579,1490.33243,39.39989833,13659.31173,259.4369712,308.4920246,994.6716752,887.4416754,4.898600378,5.258133286,117.6400228,86.86774286,677.9550664,341.0574569,3062.223545,56.92609354,NA,NA,0.291759195,273.528292,275.865542,53.7637298,3.458999609,3.663553944,NA,39.54924178,17.20136224,NA,2.371293111
"KWS10991",110.3995821,27.60337303,1.482620429,0.24114217,NA,1.012259054,0.350844052,NA,263.115982,23.75303104,NA,NA,NA,3.653291598,9.364140408,NA,NA,16.05280987,8.532830855,46.45409096,296.9976949,791.3016736,502.5751324,2.824082107,2.016786887,10.26035909,NA,NA,31.3561847,3.503987672,23.5715939,158.4893148,1848.902805,115.9629922,NA,NA,NA,2.149849971,0.548554467,0.967695109,0.281190574,NA,NA,134.6094177,105.6173865,NA,2.332750994
"KWS10993",3175.307728,476.1043209,14.06731431,2.616895619,NA,1.180577347,3.617217005,NA,110.7815999,26.78477007,9.408705414,NA,NA,28.60316014,NA,NA,NA,667.0114652,29.81187749,533.9625068,279.4246436,25158.19742,1812.729675,153.7390691,86.25298071,230.4644677,0.493949145,46.24384983,59.56372542,140.5088356,1119.658408,819.1061809,9460.005723,1419.749421,NA,NA,NA,16.41217233,5.671108627,5.800390115,1.026963458,NA,NA,23.51368626,143.7574277,NA,2.50884862
"KWS10994",NA,NA,49.4925933,94.38855215,NA,NA,1.788414087,NA,NA,245.2986232,726.6039744,431.2276273,7.046713494,0.103722228,0.548080122,NA,NA,2384.927494,18.31883564,897.6446128,189.7267969,0.53362146,NA,NA,9.441124259,15.60773037,9.16170328,0.983284672,1027.733337,65.52800219,NA,0.567081775,3.80746596,5.677008719,NA,NA,NA,5.951086006,1.877640852,NA,1.080416893,NA,NA,2595.77868,162.7015472,NA,1.778544251
"KWS10995",58.01794365,5.291257929,0.788932285,0.189577016,NA,NA,0.225593563,NA,12.79925483,NA,NA,NA,NA,4.113336608,NA,NA,NA,1.447253125,NA,6.365736601,0.21413571,92.51902278,0.297234846,0.389267761,0.769591524,0.785533212,NA,2.33675031,0.792340707,0.928200921,4.801639163,24.12541372,159.6575843,5.025889446,NA,NA,NA,0.805495832,0.340595303,0.027056191,NA,NA,NA,NA,NA,NA,0.465784602
"KWS10996",1224.412422,254.8052946,13.90008988,0.787872906,NA,4.073723371,2.43832253,4.236203413,421.9932304,10.70462488,12.16339274,32.26482771,NA,32.78204547,NA,NA,NA,71.80183878,0.264732395,105.1340277,2.689769403,2722.516595,14.0404342,173.655703,122.9199461,211.010086,NA,15.14188916,26.53343399,16.98545653,117.0324374,238.8347335,1982.286597,10.83696194,NA,NA,NA,61.95043091,29.37490796,29.56217196,3.807142119,2.312595409,NA,2.084319619,1.075248499,NA,1.988898377
"KWS10997",1006.509464,138.9214786,2.795728869,0.129594964,NA,1.67358492,3.349482182,NA,189.7882583,NA,NA,2.349081013,NA,44.4405378,NA,NA,NA,12.65726066,NA,27.66427618,0.202442294,3399.565295,1.798337082,12.26814005,8.271322498,13.88960582,NA,15.28767472,NA,19.76287661,155.9176091,421.7211646,3185.446641,1.990036696,NA,NA,NA,2.404083629,1.768898825,0.950514241,NA,NA,NA,1.119114836,NA,NA,1.092790288
"KWS10998",13772.09079,1236.547823,22.01197532,0.368843816,NA,17.76340241,2.804355653,21.42960592,1456.520033,NA,NA,20.08416852,NA,68.46426709,32.21492087,NA,NA,51.22871836,NA,14.33040453,0.047759454,8584.072641,0.492920495,4.44345385,1.546006206,2.143827459,NA,28.17853277,NA,60.09297481,337.7669864,986.1352188,6992.267019,0.271844521,NA,NA,NA,0.391651793,0.967337443,0.474462749,NA,NA,NA,0.359390715,NA,NA,7.905294255
"KWS10999",964.7828315,94.63022834,NA,0.332913765,NA,1.861984989,2.425017902,NA,82.04979742,8.218762261,2.35686237,3.537191007,8.664851219,13.85600184,10.07871041,NA,NA,9.366229115,0.380001796,12.89786142,0.696639261,1379.428061,0.720969426,5.890125672,1.765807212,5.23042922,NA,9.534692193,NA,12.78924854,98.5580596,228.6024685,1840.938084,2.467660946,NA,NA,NA,1.607991118,0.863826213,1.092857434,0.101703956,NA,NA,0.59396865,NA,NA,4.592269606
"KWS11000",475.1034029,57.39373988,13.12299943,6.322627696,NA,0.075367379,6.231280627,NA,NA,78.18784226,43.32336252,78.56527856,12.84484016,NA,1.142633463,NA,NA,1119.718669,29.70032393,1146.270819,290.7919071,4560.614053,831.5645141,40.18776051,115.7274096,94.93290901,13.89440219,26.0392245,530.9171496,59.68968262,179.1061641,22.58405062,737.5264915,397.4991407,NA,NA,NA,71.83318068,73.1603395,20.5614655,17.3731533,14.75974427,NA,162.7597971,65.05838178,NA,8.858664826
"KWS11001",212.5890752,66.63717201,68.29489837,142.5048748,NA,NA,5.380828416,NA,NA,748.8854495,2244.792415,1211.04458,16.69522214,1.041774296,3.156976558,NA,NA,8138.621401,31.21387655,3675.48978,522.1374374,5273.30059,1128.244381,4.438713124,4.391967324,10.86271934,14.20883846,2.553017766,1471.979104,294.3207422,220.5724483,40.14417543,360.1771859,935.0875429,NA,NA,NA,3.28067108,6.193690552,1.129073415,0.777780157,1.409025224,0.455156132,2722.704684,203.8573418,NA,2.821563745
"KWS11002",1462.308245,751.5335388,NA,2.655754409,NA,15.81739424,3.503817715,NA,913.4381892,24.81123565,11.78117757,42.94357962,NA,10.42325302,8.74335152,NA,NA,51.38173773,NA,73.81728713,0.044592874,4638.526184,0.27810907,11.09891293,18.31598356,39.8016536,4.550439521,7.66890847,65.26173728,26.23307686,194.0975335,276.3921952,2154.176702,0.502962709,NA,NA,NA,4.056479371,1.795853065,0.55961504,1.33035599,NA,NA,78.94216793,0.808076436,NA,NA
