"sample_id",".epsilon.-Caprolactam","(+)-.alpha.-Tocopherol","(+/-)-Tryptophan","(2S)-2-hydroxypentanedioic acid","(N(1) + N(8))-acetylspermidine","(S)-3-Hydroxybutyric acid","1-monoheptadecanoyl glyceride NIST","1-monoolein","1-monopalmitin","1-monostearin","1,2-anhydro-myo-inositol NIST","1,3-Dihydroxyacetone","1,3-propanediol","1,6-ANHYDRO-B-GLUCOSE","2-(1H-indol-3-yl)acetic acid","2-deoxypentitol NIST","2-deoxytetronic acid","2-deoxytetronic acid NIST","2-hydroxybutanoic acid","2-Hydroxycaproic acid","2-Hydroxypentanoate","2-hydroxypyrazinyl-2-propenoic acid ethyl ester NIST","2-ketoisocaproic acid","2-monoolein","2-monopalmitin","2-Oxoglutarate","2-Phenylethylamine","2-picolinic acid","2-pyrrolidinone","2,3-butanediol","2,3-dihydroxybutanoic acid NIST","28.55_Phenol","29.90_1-phenylethanone","3-Aminoisobutanoic acid","3-hydroxy-3-methyl-Glutaric acid","3-hydroxypropionic acid","3-Phenyllactate","3,4-Dihydroxybenzeneacetic acid","4-aminobutyric acid","4-hydroxy-benzoate","4-Hydroxymandelate","4-hydroxyphenylacetic acid","4-Imidazoleacrylic acid","4-pyridoxate","5-alpha-cholestanol","5-Aminopentanoate","5-HYDROXYMETHYL-2-FURANCARBOXYLIC ACID","5,6-dihydrouracil","5'-adenylic acid","6-hydroxynicotinate","7-methylguanine","9Z,12Z-Linoleic acid","AA","acetyl-galactosamine","aconitate [cis or trans]","adenine","adenosine","adipate","Ala","ala-ala","allantoate","alloxanoic acid NIST","alpha-D-Glucose","alpha-glycerophosphate","aminomalonate","arabitol/xylitol","arabonate/xylonate","arachidate","Asp","azelaic acid","behenate (22:0)*","benzoate","beta-Ala","beta-gentiobiose","beta-mannosylglycerate","beta-Pseudouridine","CA","caffeine","caprate","CDCA","cellobiose","cerotinic aci","cholesterol","Citramalate","citrate","citrate/isocitrate","conduritol-beta-epoxide","creatinine","Cys","cystine","cytosin","D-(-)-Fructose","D-(-)-Mannitol","D-(-)-Ribose","D-(+)-Maltose","D-(+)-Mannose","D-(+)-Raffinose.1","D-Glucarate","D-Gluconic acid","D-gluconolactone","D-Glucose 6-phosphate","D-lyxose","D-sorbitol","D-threitol","D-trehalose","D-xylose","D-xylulose","D-<U+03B4>-Tocopherol","DHA","digalactosylglycerol*","Digalacturonate","DL-Leucine","DL-Lysine","DL-METHIONINE","DL-methionine-sulfoxide","DL-Ornithine","Dl-Proline","dodecanoate","dodecanol","elaidic acid","erythritol","erythronate/threonate","erythronic acid lactone","erythrose","ethanolamine","Ethanolamine phosphate","FA 18:1","FFA C14:0","FFA C18:0","FFA C19:0","FFA C24:0","fucose","fumarate","fumarate/maleate","galactinol","galacturonate","gamma-tocopherol/beta-tocopherol","Gln","Glutarate","Gly","glycerate","glycolate","guanosine","heptadecanoic acid","hexadecylglycerol NIST","hexaric acid","hexuronic acid1","His","homocystine","homoserine","hydroxycarbamate NIST","hydroxylamine","hydroxyproline","I(-)","indole-3-lactate","inosine","inositol-4-monophosphate","isoheptadecanoic acid NIST","isohexonic acid","L-(-)-Phenylalanine.1","L-lactic acid","L-malic acid","L-serine","L-threonine","L-tyrosine","L-valine","lactitol","lactobionic acid","lyxitol","maleimide","malonate","maltotriose","methyl O-D-galactopyranoside","methyltetrahydrophenanthrenone1 NIST","monomyristin","N-.alpha.-Acetyl-L-ornithine","N-Acetyaspartic acid","n-acetyl-d-hexosamine","N-acetyl-D-mannosamine","N-Acetyl-DL-glutamic acid","N-acetylputrescine","N-methylalanine","niacin","niacinamide","O-acetylserine","orotate","oxalate","palatinitol","palmitic acid","Parabanic acid","pentadecanoic acid","phenylacetic acid","phytol","pipecolinic acid","putrescine","pyrophosphate","pyrrole-2-carboxylic acid","pyruvate","ribonate","sebacic acid, di(2-octyl) ester NIST","shikimate","squalene","stigmasterol","succinate","sulfate","Syringate","tagatose","tartarate","taurine","threonic acid","thymidine","thymine","tyramine","tyrosol","UDP-glucuronate","uracil","urate","urea","uridine","xanthine","xanthosine","xylonolactone NIST","zymosterol"
"WANDRO_48",6896,10988,34594,1386,3630,10537,1022,75045,9767,12461,13201,27583,2540,25690,776,2588,3899,11083,122089,26665,8243,2112,10215,18797,3154,3078,2115,2143,1829,4680,2801,7378,3176,202,1347,1529,3496,1566,1611,7100,4986,13217,9386,871,5714,686,7534,260,1118,1893,2801,82812,118372,16447,2042,2202,4764,2294,1394307,6366,829,2521,694133,26337,1322,7565,19125,75818,1173346,739,97382,6971,1031,42874,9456,52778,3190,121974,1641,2773,288508,2098,3112858,569,24119,2910,1350,129749,6689,40428,1129,952,308254,25401,2952,30449,143295,134315,2694419,158649,1028,19847,5100,17864,10391,55013,11590,2160,20153,162596,4745,127341,140936,38815,45372,146129,95494,85495,1585,2278075,33373,20435,815,720,232590,204,350111,416159,4128768,39563,6047,5866035,56029,308,29617,16777,1585,725,412,1142578,20052,6739,291,103967,23452,2941,2290780,6479,2832,305,2692,412714,313537,339977,739,1216,448,8711,157548,605649,429203,27194,297518,705941,322166,447034,518,123117,46176,1675,728,20805,8983,6218,1510,532,62242,2812,661,23337,59326,4846,3095,2647,325,1779,2202,11114,732530,3498,35675,1218,1372,877,40731,2770,356,3938,20318,10428,2294,7165,1126,201694,2909557,227325,3988,1098,669,27032,44456,9551,127999,74653,60390,12461,437866,620567,653,860,3313,4795,31129
"WANDRO_49",710,169341,405550,1605,920,4807,248,83220,6776,4316,884,3501,4472,3500,37687,1693,1174,743,54914,54922,21991,729,1650,21713,3475,4054,7388,462,3904,823,149,1078,4086,637,311,14261,14126,523,5547,1411,1477,38890,3828,103,5388,10099,311,155,396,1367,853,1109374,674219,802,222,607,1312,867,704742,4031,265,7205,10245,654,1252,524,28923,121207,48141,473,104465,5247,859,78515,1265,23101,1641,25859,24095,1100,38434,1262,2749220,308,2951,174,443,43606,16941,220559,618,297,4496,33047,7202,2305,8170,269,445,202,767,1307,1255,9453,1117,19610,2450,3953,18033,4469,590,2489976,139362,104116,13328,184650,285871,490857,742,7176915,10325,3396,172,739,41212,291,2173175,2407174,8705503,17863,13684,4285,9500,453,6123,644,16296,1951,1171,165030,13629,6338,1031,98516,41941,1408,5801,47985,3432,1255,8584,168898,6218,1071647,23340,3290,2776,20545,269,335578,7844,8693,15469,31278,67341,2148747,443,66789,12448,2849,346,325,4992,1873,2160,2389,2372,640,400,7979,188,29431,6314,812,512,657,517,6265,2253654,1537,75643,7062,4557,823,246895,1163,601,7285,2125,5200,947,12356,2987,286891,30201,31112,1548,197,1982,3245,5049,18131,655988,5949,485,49756,62141,8414,482,13710,324,773,65943
"WANDRO_51",5453,2366,1842216,1313,2411,4477,281,38893,8338,9064,2756,10390,293,10371,782,3039,3691,6941,49119,5358,1637,834,1575,6694,2798,24404,3216,403,2284,7451,427,1509,2722,119,1185,4703,1645,507,11806,6383,2200,29309,16370,417,6703,10780,11300,871,689,160,3928,486299,577693,180737,438,2286,326,791,1648721,18085,2010,5295,173711,1131,3082,15225,4257,84251,462824,303,77167,5175,524,3036,781,69618,2849,17331,3039,1439,12527,2204,2108587,199,9769,256,178,64736,34491,105328,310,7259,53491,103176,837,9026,179,2249,3894,6035,72,1796,4486,84103,925,74223,9001,896,34186,3447,511,2178140,1367092,56182,24996,1036396,483257,123375,941,4624634,36708,30717,1166,227,330524,295,644619,583067,8236887,29014,17111,1005617,130656,541,4291,3632,1145,3403,412,847665,5113,4965,112,143205,91052,908,112887,247268,1108,481,6993,167046,38605,622606,3091,428,2742,16188,2577,752462,25489,255951,250272,961348,144718,1376307,277,13368,30404,1850,250,416,3174,3351,1700,1748,7125,7703,71165,5636,8462,3910,2443,678,164,2657,1208,2371,1418641,5800,40118,582,1419,3593,80186,1034,704,19058,4513,5648,1423,3983,1378,129877,27437,29212,3484,219,7651,8879,2155,29419,303136,1318,11323,44146,468741,863516,268,144253,365,1681,179087
"WANDRO_52",761,2931,290436,753,39307,2274,341,66439,47583,16071,769,592,413,2828,1082,1197,597,4064,8054,2261,704,406,4970,9603,11458,9142,2420,310,3479,4313,279,993,2595,21,192,813,1051,620,53400,15059,7410,7001,1847,513,38553,26272,5604,1169,137,220,504,227260,914054,36563,146,902,375,619,4137622,10251,1337,4669,39640,2607,30718,9987,1808,55552,1805606,266,45754,2186,768,811,235,36468,329,11690,5630,337,1773,499,1022811,80,593,50,129,149839,33861,41815,2314,1035,80482,12883,181,7812,48,518,8979,1525,35,1129,4687,3071,927,36870,1895,472,72006,4653,148,3028675,1096227,257410,109312,1819852,2120228,439661,482,1362835,7410,11183,1402,103,693491,212,349124,2055759,1108580,6896,5490,72960,102306,2436,781,2325,659,54744,584,582868,6561,3292,135,67529,61147,3313,51298,259621,530,559,3063,18431,26027,2360872,2076,602,310,17836,518,1931122,75085,315330,1152537,1247344,2337600,2291417,124,560,9599,3082,64,44,8096,1480,6604,24378,4751,11796,39837,19462,816,10117,5916,286,616,6304,343,294,598103,4966,62470,699,1283,2465,156819,1188,1261,3362,1754,1339,2282,3090,343,75811,384,45354,1198,86,81205,3445,39668,346245,480186,5580,969,253850,85986,23872,454,252719,1025,1271,9932
"WANDRO_53",9810,6211,723583,6470,31038,12477,251,8954,4698,9325,1461,23592,389,577,9894,3453,5804,15825,19532,10317,15377,1506,73141,4239,13347,25195,2142,1211,7879,1569,4974,2135,2545,107,1560,22707,32066,280,3529,79447,31746,9324,7274,1089,10163,70701,9988,1568,1436,203,4215,11040,39322,58078,730,1576,2733,1487,517737,18307,3698,264,171779,13156,5433,12268,4810,25242,1255392,1310,37124,63498,8964,2586,1574,71803,3096,26541,4933,1326,4787,588,4384228,285,43537,2571,334,430353,13955,88813,405,7287,21630,102687,671103,1735,708,81123,621319,44380,336,20672,10530,18005,1381927,64631,4453,1378,3252,2302,506,6490616,624207,345490,126092,656443,16739,33181,7162,175862,26912,22121,775,259,187458,2675,22625,48276,1253906,5052,3776,17175,84508,342,10739,11144,5211,7281,6673,322986,52146,22408,1203,22055,16420,5155,288292,338040,895,4085,12662,98060,19466,2274302,71082,4155,827,3552,95615,1479297,11848,145642,273690,598254,2121401,4587225,112489,2307,465351,4603,668,326,1670,3296,331,890,5900,2461,32231,15006,1495,39703,20558,867,811,1881,11864,1417,148353,19010,14492,14589,1508,6070,63444,2031,610,22439,4860,6984,3155,2539,6879,357535,27556,227926,4137,819,84990,16351,60798,377884,558138,1162,8774,274512,261677,1320972,1292,352237,11601,7571,5668
"WANDRO_54",2259,373914,137185,22313,390,1643,12837,1740235,1424606,90282,2906,2317,4024,4403,1063,478,638,834,22142,62766,1290,558,994,170106,954862,2626,262916,353,58944,103576,114,841,10543,42,114,2530,9763,1119,1027410,379,214,21140,2172,250,1139,2533,138,239,1304,417,531,404136,522572,6161,19336,12726,1584,429,1307420,71786,107,33588,159156,3986,1895,5378,18865,328860,10458,247,179170,2704,861,10479,1785,2024,5551,18930,11865,481,52483,2010,696115,1611,2951732,65683,210,15473,52597,10127,1170,206,82202,7173,1113,211621,1152,750,325,1174,808,1856,3381,23563,7571,11366,2597,3649,164711,20407,502,838063,2165381,71261,21784,94768,994356,1705836,754,2556411,10180,9214,432,1121,107892,7287,1268113,2405357,602588,43328,29770,808919,8078,1278,4835,2296,15538,1577,104,79501,10333,2597,2030,326211,34531,277,9919,612700,15302,3526,5363,41136,132860,358003,3671,6911,1659,131522,750,139555,22127,12995,15835,47509,5906,932254,1423,1413,481,8908,124,562,4761,2328,275450,14066,17706,1587,1328,719,8061,112494,2714,2441,234,1195,1203,5348,475623,867,412505,6879,11995,686,1482555,3658,413,4984,34871,3645,1930,15398,657,1214661,4205,2774,4753,163,9608,5261,2069,10158,4579403,2491,2321,13777,23072,155086,2546,7906,563,442,31901
"WANDRO_55",1620,9694,31857,740,1213,6591,606,59856,7019,18540,26948,13058,267,58613,495,1388,1682,8954,48189,877,7501,917,7626,10221,4422,274,9612,1607,913,2330,2576,1548,1743,138,269,1062,174,430,4904,482,534,976,573,2194,15516,2849,2595,185,323,112,3530,27001,110895,1194118,3239,9080,3358,823,304069,1478,2178,1318,2245857,5624,356,13594,4901,45945,247098,265,65759,5140,263,15725,593,44729,3003,60886,2811,916,24333,841,2841285,292,184186,5923,4656,40583,11769,20948,213,3810,296370,130783,6457,1947513,1595,42475,754762,62857,119,18337,6422,9941,129512,45452,6030,953,30369,5354,1865,59624,130337,5486,9110,73909,27841,32878,911,901861,29534,9748,297,694,33854,456,141678,183822,6067961,17387,8973,7345122,4904,246,29079,8267,1211,1381,250,225961,8180,3932,270,94160,17185,1633,4439553,15609,5776,658,1141,162336,43002,73197,1239,2760,341,13545,34674,91309,23358,1708,144848,142724,282238,90716,581,12811,41365,146,288,1392,11010,2864,497,802,4244,9466,54833,3355,52774,1993,937,1326,4360,1892,1326,43313,803010,2702,36235,187,1782,7780,46434,607,337,1484,10270,5919,4224,7206,1499,3399,3596814,122522,4241,597,278,21412,11909,8108,117516,185,86180,8031,549690,1572015,1016,8875,2147,9253,12648
"WANDRO_56",1023,7275,24903,1636,2598,4068,413,14107,4001,11781,17062,11063,167,147743,420,863,896,2924,32642,694,1810,528,3417,6909,4997,459,280,329,606,1365,476,628,1206,88,133,677,176,198,619,298,349,470,1715,772,8850,2341,500,83,189,74,1460,37380,219449,1850101,6993,13592,1426,439,424902,4891,12814,696,2280703,2279,401,25465,9517,28333,2104295,205,103946,2664,629,12997,512,25165,2776,44253,1587,715,45423,329,1962701,215,1233792,19725,1573,69643,33217,32869,273,6903,68986,185498,4188,107140,2890,6337,106404,54628,344,1689,9085,5704,52779,24417,9225,791,82912,7343,1113,274442,322981,24672,3672,236593,97437,20588,579,1293416,13071,5714,260,461,26439,251,145107,132361,4705008,16410,6182,11702295,5365,191,55142,11698,1184,927,166,362136,4975,1659,111,80164,27503,267,3059962,51367,1475,2387,755,109219,84477,170126,735,1070,197,12795,7486,156596,13523,3253,301922,269934,385663,277293,1052,26623,66657,1108,192,2452,32023,1734,275,909,6413,16555,459009,22557,52292,1577,996,644,8486,14478,430,2032,533265,1587,25300,131,1046,2486,86770,253,163,2286,17581,3244,4245,5272,866,2255,640210,98577,1654,173,493,5793,7858,5996,291992,1116,214001,12461,523559,380149,308,16756,5351,8767,14698
"WANDRO_57",119,60005,52892,29361,875,2064,2734,426354,596568,17524,1416,5922,746,44288,307,904,320,795,5333,21259,2077,758,937,36893,112086,12258,578,541,15557,25104,317,2085,3394,498,126,505,2419,183,3329,362,143,3933,704,516,5247,2752,707,82,1271,99,1445,405474,195493,8713,9013,6994,6146,571,435427,1206,136,49647,104780,2635,259,14771,10482,190369,21974,172,58917,2263,72,157991,1159,12482,2345,27366,7045,205,167730,3324,1370824,1377,750723,20423,198,6357,876,4798,185,687,16514,33260,36804,185381,4996,10524,47478,12253,539,3991,5588,31176,79928,13512,5961,1417,24589,36948,1982,38955,132003,2800,4589,75353,31992,1708255,802,3935033,17850,3430,215,819,47025,1736,2163395,5278881,4010159,18111,26097,9270565,21991,202,40418,3370,8677,371,72,106564,24542,1222,1222,227000,36931,315,37235,24763,5309,1289,918,96381,52876,41598,318,2834,703,108570,8946,40804,140235,89244,22568,26168,4945,124586,2460,53305,24431,1940,225,10439,7113,1850,61323,252,17099,2156,1517,10069,43353,3843,1061,2429,451,9287,747,31658,1838542,1719,144752,1796,2137,117,4228,498,271,19046,15284,3567,1303,23462,4182,2015697,118760,2916,1902,86,2175,4618,419,5981,390330,1372,138101,6945,102812,421528,1176,2185,436,3549,48611
"WANDRO_58",3161,179660,70101,1350,2460,2531,2596,881937,709365,36242,519,1243,211,13769,721,873,599,1040,11593,5380,1064,476,2024,54456,92395,128,40695,214,2063,8534,250,470,8964,151,148,3697,866,911,60921,415,1133,10423,1166,71,3134,1258,443,48,301,592,281,557407,1084479,947,954,532,495,405,362761,18382,80,12788,18263,284,899,4181,9737,201408,13493,195,90917,2349,203,44588,12911,8035,1566,25646,17341,536,30624,1443,667901,139,6396,195,83,39729,3049,31688,173,217,5176,7639,3459,251,3199,432,313,2947,56,1175,2861,3703,1333,15944,14686,3463,79974,2244,339,967245,158855,17784,26092,42247,279977,5287097,511,4052897,5010,421,89,285,30040,122,1190387,4292094,6468076,10874,15361,3872501,2896,324,2863,1970,17121,4666,114,121610,4119,2071,1095,92361,85887,220,16190,60703,1493,246,4310,68898,16490,470172,463,2315,517,37672,362,109911,4501,1265,5735,4837,4271,668056,796,37669,8086,1055,142,224,12280,1569,190831,776,19437,312,219,1278,31315,80671,1455,1026,132,995,702,1529,1934383,1181,110813,2903,3053,165,1443275,2005,3880,256,24796,3288,511,13577,2043,105719,18049,1955,16561,113,742,5776,482,2988,1423457,21990,1994,1064,1730,61912,765,254,204,1075,25171
"WANDRO_59",207,22812,53878,553,2438,3397,6211,1188122,1390203,143471,680,1685,341,14194,289,995,538,844,4392,3271,3464,1107,917,73452,242533,189,517,435,650,1952,211,1313,8664,151,131,782,336,179,2681,262,390,1572,237,361,8528,125,1211,95,449,374,617,656848,490938,6426,1202,789,1363,742,122683,2094,217,2648,49754,2193,399,1871,5345,98725,23950,442,23929,4415,75,315219,5621,6906,2732,44907,10843,894,111514,1415,1038834,131,7071,2255,368,10532,171,15599,167,3472,44875,11723,6767,20545,109249,10980,166419,23138,115,6934,12767,2796,89379,17168,4117,613,145755,17922,9876,9793,24514,130,6797,8174,1759,1984096,710,6240432,5904,1252,102,436,24409,174,2353115,7417804,7172720,11577,11514,700601,1924,113,18379,11340,4838,206,128,76097,4990,2393,1683,135307,69104,609,499549,3220,3247,117,1309,153345,12646,31869,292,964,466,37711,9312,19963,27603,530,6143,37194,38939,35861,2060,308407,10286,1249,268,4023,2414,3635,510861,378,14412,820,190,8811,5224,23764,936,261,308,312,718,6440,2464946,922,124014,278,2314,139,41048,1087,104,1238,5982,4953,786,8421,5330,10037,1608168,18505,6454,250,710,13376,578,3680,234188,14913,1595,836,30489,69400,494,117,1132,2207,32810
"WANDRO_60",441,213110,34993,1112,671,3161,533,7023,49337,5164,815,9508,276,674,172,1992,2302,1478,4222,3623,3030,665,1104,8487,12343,184,7871,343,16653,2334,639,1146,14407,83,612,3004,10389,185,15869,553,262,3662,12598,108,6777,375407,2092,507,807,197,397,634874,585612,2661,3941,1619,440,749,47092,24019,199,119043,23737,1170,131,2132,725,223072,39821,229,92829,3633,92,7214,263,4723,6133,19851,13064,11966,16081,1724,2001773,126,139,254,994,3422,411,38788,172,408,7497,56585,7447,10671,98859,1385,46318,9379,102,4604,1304,8041,13994,16092,3700,450,194871,8838,413,7591,211969,944,8530,28550,6540,3578438,1884,4898707,279,1554,237,452,2380,454,4028795,6528554,2398523,27708,22003,28664,5592,101,5758,1069,10240,809,1177,19109,3992,2425,125,286080,60112,340,8718,21851,6697,259,1336,132902,12671,5267,1766,2062,1482,146396,1184,86886,2313,5375,5455,3799,53849,4590,245,4723,4147,946,204,218,9832,6017,5542,3121,13319,1414,264,924,110580,2564,9112,3283,177,834,501,3493,2865637,1296,361202,226,846,487,5994288,334,81,2429,999,4206,371,26246,304,7540,91285,40446,903,164,1751,1741,670,3584,1574067,2210,2331,5311,1037,626392,1053,1368,379,894,52728
"WANDRO_61",7075,233082,63143,8402,2159,11649,313,38513,19606,4237,1526,15961,370,4142,2140,7106,14728,842,3261,1088,20929,1258,2272,7474,4310,514,73885,2694,27797,1475,405,3350,10395,492,3841,1531,10677,1436,105411,3005,2645,25003,62806,898,10956,38204,24186,1229,1098,686,1557,739668,984902,2627,168,3275,1318,4202,89003,21552,260,277725,51280,2670,258,3380,1845,374337,175146,415,98945,14535,405,21291,909,11908,3780,33709,5145,3975,29064,1885,3017922,767,461,130,948,17650,5973,73703,433,595,8258,7678,8072,1503,83386,2194,475,1053,169,26702,1672,22401,14871,35688,13742,918,234258,22388,1114,71419,246798,8047,4990,11661,45346,981378,1349,2681337,307,3665,525,513,17781,1254,2879402,9880292,7243245,36696,28407,41862,20934,465,4736,739,16362,8728,1525,41346,11566,4687,702,535422,114564,455,20610,34731,7445,665,6933,223175,50924,38669,22993,4234,1890,232887,1631,201564,7836,18397,76421,11350,120604,60118,1897,4304,14202,2585,587,366,5972,4518,2783,3807,6539,1138,3268,2532,2405,6480,24395,7365,412,1412,1033,2645,2551731,8840,420220,1398,1803,2982,153746,1119,870,5805,990,7618,793,53270,4144,24895,19645,81349,34280,264,1402,5744,1181,27589,1588051,19151,16076,40169,2253,964023,1924,7670,342,1540,107726
"WANDRO_62",4800,771848,45748,22228,70687,18725,386,12381,6581,4475,1918,2721,2942,6803,911,1140,1259,1328,43440,21079,1593,637,19824,2444,3189,1493,159089,292,2284,86077,242,2730,2476,123,152,5799,20622,427,13250,1390,331,25989,3420,64,6938,9009,261,349,372,871,263,373483,526408,21938,6616,1701,783,570,1526414,123246,151,20689,114697,778,1713,4778,16444,64848,8922,289,38474,2846,790,17262,535,9374,1551,12670,2446,570,277454,761,1363372,126,538,55,145,53724,4589,2221,205,507,59918,17418,6098,277804,45800,275,186,3358,548,3406,625,11482,2528,12818,3624,8303,45131,1510,933,3715172,1656665,47860,16911,87294,674916,58554,575,3423975,8711,2473,362,387,29677,347,1143264,358736,2796077,6433,8149,184729,1608,705,2296,125,39622,10338,241,44569,6878,7933,464,36935,101094,222,8594,808303,5863,665,9347,52843,7313,928755,2563,4197,455,10602,275,996987,179337,311,6113,13041,15199,5388199,1964,26723,10454,7222,143,628,20218,10017,547,2946,2547,865,4837,3648,14204,136612,9226,960,1000,366,2135,773,869208,2719,22397,8838,12569,3249,6486879,2609,612,21862,53321,2906,1043,8691,2399,2654,315,7289,21557,72,2060,5970,450,2225,2204899,29533,13493,5658,2233,203849,214,3753,201,713,111841
"WANDRO_63",795,1245966,134329,1022,2429,6329,302,60056,63144,6606,14376,9329,279,9515,3899,3959,7326,9548,11354,3237,3548,595,1582,2123,16052,273,853,611,664,1355,1256,2739,11112,36,2201,15609,122,586,1154,1954,1022,6388,841,668,8071,1190,212,236,397,218,2510,544729,802890,144475,30298,4969,327,1992,288795,5552,1422,3070,1176038,1185,3565,5023,19536,461313,113752,340,243526,5371,231,3174,2571,54348,6382,23327,6031,487,55385,4531,2899568,405,4174476,86721,180,64967,11949,69007,121,1614,13178,13962,1833,36815,14415,875,2552,13508,76,2159,3847,14681,1144,27225,5852,17642,74375,10610,1484,865002,157578,16998,21543,51357,117617,309950,615,5266178,35184,19262,532,409,36811,96,4450668,2420705,6597287,24180,48578,425521,7181,243,5423,1610,79761,70198,404,186707,66049,5941,117,250271,110299,398,123183,33824,639,360,3343,33924,36007,246987,644,792,207,52459,875,89219,43251,6099,198693,147748,106810,303172,1262,20421,34113,10435,183,2895,13109,2667,4456,712,4479,3989,74921,4452,3216,1548,1136,6217,189,922,434,974,1850737,2526,104922,242,22221,1861,14044,995,137,1312,38329,4381,1560,24178,3091,7130,1474,4041,1147,261,12099,50183,408,1309,163317,750,2080,1508,213399,575830,718,132,285,1241,169105
"WANDRO_64",1308,1045689,93334,361,1664,28135,1421,142622,45450,14921,7222,12945,1114,7979,3196,4912,2439,1249,75738,2055,5415,2087,5007,8968,10241,819,4614,718,4695,34216,187,3102,9110,209,322,26660,860,352,2136,740,674,737,514,133,15307,44440,624,713,2839,617,831,279428,2329822,2264,288,2881,6005,2222,115857,17375,243,190285,381865,1605,895,2623,43993,170164,116872,1903,108406,11940,772,20138,1551,18302,5089,33506,13619,2156,129844,1357,3108004,219,7677,337,533,160043,9501,10224,450,6974,2957,34285,88042,38230,173578,315,20711,4663,2306,3606,6303,75323,139382,9762,6092,25438,263715,2677,649,127386,52070,5435,15494,14786,27633,324757,1386,2792487,16121,3242,605,1150,45448,408,10866389,2019792,5548218,29042,20713,16333,7284,526,13655,1460,115188,7306,762,50890,31952,153854,1069,115623,323546,978,9639,21768,15561,1160,26134,265170,7001,130242,1354,10971,4277,38088,315,11984,67813,2881,17232,8773,9130,1125646,3950,464988,11829,16065,777,3560,13547,5833,5506,5710,10226,2134,688,6241,4531,12633,6500,7606,737,1244,268,1099,3188189,5728,91373,701,67862,10125,226136,5946,824,7458,124864,10125,3102,35163,7040,14654,536,892,1495,521,5784,4054,878,49381,38167,799,2480,11239,2301,595466,2016,4046,541,1527,275359
"WANDRO_65",3007,84575,153044,4825,901,10845,687,112545,99204,17724,372,1203,721,4278,25350,922,1496,659,2583,9692,40791,531,5157,12400,17455,203,160591,158,3757,2633,101,807,11452,109,68,1501,2307,202,48263,541,761,4082,163,47,3756,9420,167,168,605,970,161,601336,2526091,713,7675,365,5361,549,45433,6776,895,135260,35348,734,208,2344,14364,291527,20890,563,93499,2248,501,72122,17587,8118,1423,8052,61600,612,8314,1383,1245661,286,2157,91,177,49050,4092,4106,68,262,1008,7055,22016,3771,14702,353,7781,411,105,747,5094,7695,7355,4133,1529,4780,275286,10289,334,1311016,32247,29310,10615,5196,12206,2354690,580,1943583,4914,2029,250,220,189160,119,1787234,5460203,7744844,15003,18390,4848,2889,418,4419,889,20095,4373,504,7299,6873,5119,195,95913,104448,268,1296,45131,10219,911,3708,25437,3876,697517,7249,2704,6367,46937,353,68368,4827,325,7336,14904,12030,1638573,1048,63682,7406,8964,108,270,10700,10704,11666,2814,9061,637,93285,9122,12400,54953,2938,816,204,400,175,3637,1517426,1036,189643,436,4444,3084,7139768,4857,116,4408,39199,3671,723,12643,1615,2331,73,4062,21921,209,1051,3356,299,4155,143749,37117,15853,2556,784,5260,694,583,205,2578,40255
"WANDRO_66",4256,5851,184353,3178,27685,13409,1363,43795,12732,18259,2829,20966,671,11556,1716,2371,4024,5320,143841,2082,7917,2431,5111,6480,3563,1062,2371,1691,3219,3623,1205,3137,6223,242,420,3251,13050,467,58710,7453,3080,23423,2841,1913,7303,7510,2460,251,620,2536,3121,11162,91728,56683,725,1615,1856,1885,371274,54687,1246,7513,28476,1144,1802,12176,9350,38831,7536384,556,22931,11298,2155,5263,2199,18862,1007,87559,1538,2571,13301,1360,2639921,521,45140,1294,3458,188958,13285,43407,737,543,4192,18916,1494,41571,2536,54544,2873,2844,1605,9306,19600,24656,2822,141505,8044,1576,9042,4259,683,1314540,128300,25130,58431,289859,646441,72631,1669,98021,35119,23773,1376,950,25661,410,58405,68636,1385715,12570,5902,2247280,5959,756,4599,38573,1195,5409,582,1845960,7628,10450,645,25880,18001,1856,7736282,294264,3512,798,9331,452893,300137,542775,54188,3750,375,6388,63608,569831,24713,2148,118940,1058898,34356,1638762,569,3887,18335,362,540,728,3401,5206,1112,12007,248320,671,1112,84037,18205,23404,7288,3887,563,7475,1322,1255,172143,7748,19282,9169,6776,1077,307638,2263,5193,2473,20865,12443,3248,7176,499,14953,468479,13456,1672,2806,10183,4443,931,2800,2504865,76969,26163,785,314236,1569789,1176,327,639,772,2752
