"sample_id","(+)-12-methyl myristic acid","(+/-)-Tryptophan","(12 or 13)-methylmyristate (a15:0 or i15:0)","11Z-Eicosenoic acid","13.36_acetic acid","16.89_propanoic acid","2-(1H-indol-3-yl)acetic acid","2-Aminobenzoic acid","2-Aminobutyric Acid","2-Methylbutanoic Acid","2-Methylsuccinic Acid","2-Oxobutanoic Acid","21.49_3-methyl-1H-indole**","26.93_hexanoic acid","3-methyladipate/pimelate","3-methyladipic acid","3-Phenylpropionate","30.08_Heptanoic acid","31.35_4-methylphenol","39.01_1H-indole","5-Aminopentanoate","5-Oxo-L-Proline","7Z, 10Z, 13Z, 16Z, 19Z-docosapentaenoic acid","AA","acetoacetate","Ala","Anteisomargaric Acid","Asp","azelaic acid","behenate (22:0)*","beta-Ala","caprate","Caprylic Acid","Cinnamic acid","citrate","Cys","Decanedioic acid","DHA","Dl-Proline","dodecanedioate","dodecanoate","Eicosatrienoic Acid","ethylmalonate","FA 18:1","FFA C11:0","FFA C14:0","FFA C18:0","FFA C9:0","Glu","Glutarate","Glutarate semialdehyde","isoheptadecanoic acid NIST","Isomyristic Acid","Isopalmitic Acid/Anteisopalmitic Acid","Isotridecanoic Acid","Isovaleric Acid","L-tyrosine","malonate","Margaric Acid","N-Acetyaspartic acid","niacin","Octanedioic acid","Palmitic Acid","Pentadecylic Acid","Phenylacetic Acid","putrescine","sarcosine","stearidonate (18:4n3)","succinate","Tridecanoic acid","undecanedioate (C11-DC)","Valeric Acid"
"Gran_55_UT",308102.103,14441.162,94825.257,174705.907,321388.173,3428.6,4997.782,9938.011,79250.571,271102.185,76150.378,4095.836,74769.363,22569.127,49608.437,57931.607,74472.06,481.568,519107.601,37376.161,378849.11,9226.37,1718.325,4190.133,1428.181,19144.337,15760.78,260003.148,292154.532,2510.183,131271.018,38566.478,10179.55,7595.471,5164.189,4963.191,9014.601,986.458,163108.959,5786.777,54066.236,1886.342,370.52,280795.88,38460.097,175803.885,424293.371,11508.489,343433.582,11873.608,10484.925,19958.844,60949.001,37696.53,11821.048,602999.031,59510.077,58998.674,8924.313,12619.219,22333.541,49189.296,2520180.898,118890.093,167865.321,5662.28,13861.022,2011.203,228327.771,32885.196,4683.111,152431.458
"Inf_27_UT",289137.702,92533.264,50525.627,9845.482,1242036.073,20472.441,50826.5,4148.824,3686146.999,358680.072,23906.617,29671.619,975.234,5901.918,6005.907,940.551,2534.879,948,118873.015,228785.057,1260736,73639.915,5379.503,13114.283,1451.103,48565.075,1072.919,1190236.673,6439.255,950.382,143927.951,219756.008,30959.334,21173.497,122909.28,46168.109,4607.605,1246.191,1230226.239,9967.565,256057.811,67106.015,2571.73,120740.352,2519.591,287177.331,198781.888,10131.157,538324.163,35398.71,2371.913,1417.897,11423.455,2896.548,4976.095,750493.689,228956,186609.699,4565.263,249449.995,126279.481,5099.128,2939395.066,12156.748,140118.196,133550.386,25488.157,8965.119,2669574.523,32541.527,1480.622,25375.931
"Moth_27_UT",204753.921,65905.111,62865.367,62365.392,2077439.6,39792.49,9503.239,14365.559,143753.797,598503.217,131144.38,127837.262,3111.206,30058.645,11919.897,11298.151,1141471.556,2506.208,586378.767,622348.033,501555.092,23162.438,5085.345,25727.408,2964.061,31865.255,4632.082,675836.735,51315.893,41619.372,446342.379,49260.373,40912.466,10515.13,49986.443,38369.459,3246.918,10995.122,315163.051,8636.138,8344.273,25172.808,1708.184,177157.235,2391.25,88289.825,579875.095,0,763934.753,109024.841,3947.778,7874.518,17028.602,8445.842,7717.737,1407679.253,135715.887,1330581.137,9988.55,140321.578,284732.547,12035.587,2248299.55,52822.964,326590.505,234152.246,57217.872,2959.812,1389941.442,16412.388,1649.771,968734.18
"Inf_50_UT",64125.577,21570.381,9032.071,21476.141,2903527.415,19813.08,26745.336,1571.614,300184.208,8236.358,4988.691,62195.754,649.383,1140.874,2167.388,513.584,2324.161,51755,0,3414.158,2668,57419.146,2930.083,44040.75,2952.899,40060.814,1939.201,505278.898,3077.201,2634.494,25839.423,53774.817,10010.878,385782.804,1305970.45,7498.898,535.669,8527.089,1150543.236,4202.876,201389.616,8462.974,637.772,148609.411,1282.643,326656.416,54950.866,3154.36,349525.348,3728.884,2079.12,2017.106,4955.793,2489.273,2311.747,36942.049,26593,66022.388,2251.478,193834.811,62457.485,8840.172,1728395.752,12932.09,8584.028,91081.871,25696.742,1745.696,667663.148,50145.006,478.799,0
"Moth_25_UT",264678.619,64433.047,57634.666,13216.769,1166632.084,12216.059,8828.472,6510.669,66384.562,926468.647,13688.668,19538.41,503267.091,180983.663,47850.829,174584.444,83246.77,2314.052,1474979.589,331030.911,299112.483,30378.577,0,3665.926,2377.335,35879.361,13767.047,794933.656,313600.508,6173.758,76998.622,35372.386,52977.094,10528.359,32154.911,3943.496,8372.042,273.146,350750.651,6664.455,28254.343,3059.161,4783.83,218770.115,6976.328,126080.251,854621.566,6562.885,402705.145,369805.482,6863.739,25163.721,44095.879,51804.814,7412.604,1647459.603,258510.584,155763.956,12328.046,154634.663,45754.867,50812.328,2303143.682,100041.377,330078.274,21183.706,12413.388,638.23,405551.587,20981.083,5147.833,458652.157
"Inf_24_UT",184454.315,114402.477,33229.37,1667.458,2454410.187,5335.807,6800.128,673.549,308866.23,14606.006,1784.015,13301.56,272.509,3745.246,1898.683,3859.011,0,1608,0,3713.878,17829,6481.051,1957.231,38558.482,2673.293,51645.519,2898.583,34112.81,2687.035,1912.319,47838.853,6180.577,2826.072,18829.727,28460.647,25043.45,769.357,10444.212,813215.382,9142.64,7243.059,6084.822,3452.021,108763.088,880.954,42717.836,217487.301,6027.916,42353.022,4627.49,755.148,3475.646,10965.069,5159.928,3527.122,33670.745,89325,19833.446,5833.567,1696499.173,50296.964,3449.232,1256778.807,8405.48,5868.339,28524.5,47727.833,1419.82,5532412.924,2581.721,403.806,5460.343
"Inf_44_UT",90927.426,65764.039,9791.027,7103.317,5068670.12,39179.419,23601.063,2398.779,561313.417,150690.892,39463.267,100586.363,545.018,4794.943,8115.197,4771.03,19838.819,38212,20023.606,20428.541,2513724,37321.291,2802.137,10574.428,2959.236,36186.353,1327.24,358791.236,13411.102,2108.751,505585.547,127843.161,14741.545,212641.34,242101.362,15609.058,1860.969,2998.955,406629.172,4419.704,160229.499,9638.517,1550.055,143480.12,2969.1,182565.102,135149.61,3879.769,204110.512,10112.043,4896.629,1556.086,5929.863,1880.586,2389.98,101112.07,103760,943565.88,4035.13,121408.95,87019.773,32331.503,2443170.328,12333.011,74862.481,325378.984,34868.125,1829.923,452918.082,35961.363,1327.753,71333.818
"Gran_51_UT",371778.794,50181.539,97982.873,116662.047,1059887.863,22178.722,30084.244,24279.369,143112.902,627026.243,53961.781,39465.056,1919.439,16522.918,7839.579,1757.414,7505.605,1729.159,1396567.909,746606.301,377441.475,21804.455,11861.098,12872.877,2690.993,30652.347,12156.594,627182.941,25111.862,7527.129,246445.753,23433.086,4293.769,16002.453,50850.345,45236.115,1858.479,1536.578,266844.588,7680.523,17907.577,28007.668,2949.98,203002.737,4898.881,281640.803,424894.133,7184.198,431158.454,136048.988,2853.519,17261.978,25357.708,14298.898,12385.567,1384691.016,103662.348,57200.339,13800.78,33112.546,55905.556,8971.993,2712149.2,72685.543,365861.863,2221757.683,28492.727,14146.309,297962.53,21840.754,1471.141,417912.939
"Moth_24_UT",381092.828,49805.525,89711.475,42754.139,1935068.468,22661.633,9898.097,10043.158,112554.622,960010.067,19473.336,34208.139,15809.656,286042.978,46600.022,90954.57,505296.794,3197.153,797969.865,141380.156,209975.453,50793.655,570.426,3776.755,2884.938,22204.921,7350.191,364422.621,272469.732,15912.751,282127.99,67786.601,69885.422,7643.458,22091.554,3408.833,11662.799,927.613,309450.228,8432.935,17120.643,3234.544,2517.517,245816.395,8027.82,128714.564,772483.345,1197.867,463987.047,15944.842,7843.573,21407.898,36231.338,22663.644,14401.598,1650304.899,139082.524,128055.743,15006.503,185752.161,150794.344,61177.817,2030534.308,123668.856,351413.217,7160.593,11744.779,2977.86,751247.227,21668.598,8418.472,713672.303
"Moth_21_UT",529042.652,27040.599,56950.697,34305.24,789286.016,15717.219,44167.686,7494.246,133979.92,910137.564,170097.361,10715.713,393799.96,140170.418,54070.122,161039.459,273138.108,1554.967,811506.718,158873.561,369446.096,31273.162,182.536,4898.889,2714.52,27273.085,42681.377,600715.769,311395.747,8999.657,193805.598,9196.268,18820.047,13894.491,16917.933,5143.857,12144.04,1339.022,306353.884,14655.079,11836.257,7522.196,3164.252,202555.066,16536.323,107235.116,633564.755,3190.611,410643.231,20307.18,7743.53,76696.546,122307.482,79077.408,14839.738,1593437.843,92615.813,131239.329,35275.209,38563.924,117070.804,65018.498,2127642.143,166104.996,375749.657,20531.887,14346.394,1595.848,312472.322,82852.328,7711.101,483025.028
"Inf_25_UT",6875.396,103147.394,2039.756,4175.57,1816526.902,26404.3,30420.868,2095.091,1777239.425,38614.27,8878.109,73963.609,897.54,3230.917,6265.736,1672.204,5046.809,6999,2120.147,7830.332,1295047,206663.081,2487.458,52701.987,2008.732,70766.405,2958.757,1141145.07,6804.346,1467.46,115796.775,33187.613,17939.551,180958.067,34948.411,102194.731,1310.361,4301.568,548684.054,11048.444,17484.135,51319.133,2621.266,95644.197,3324.032,59063.405,339010.235,6633.983,619270.471,28826.429,3258.176,4481.296,1556.099,2964.427,960.84,31155.162,233885,50727.949,7810.475,357518.315,178676.7,4317.599,1308898.751,8728.809,9520.218,214664.959,121425.381,3688.924,4251345.34,55011.382,934.523,9620.296
"Inf_35_UT",8609.749,21013.213,1797.684,2146.645,1203983.517,2047.364,12756.8,651.097,83309.545,771.63,3172.947,1866.407,412.822,4647.658,5012.588,215.012,16585.203,5110,0,3403.098,214234,7980.104,1747.445,18564.734,914.068,29708.502,2768.016,96639.937,71756.566,2458.284,13895.011,13650.87,16150.925,61097.153,77167.51,15278.508,1374.385,6053.105,292364.112,6369.525,8449.892,12899.21,1060.89,131330.719,822.507,53814.06,306809.378,2811.545,30484.517,4292.972,857.674,5331.337,2122.044,4406.581,836.328,1182.916,38720,79777.598,8850.674,35201.817,37865.724,8344.395,1667732.899,8437.921,2061.307,54722.973,50185.506,2280.134,919647.249,13785.513,721.082,0
"Moth_06_UT",157883.479,44387.078,53197.501,35588.336,639142.101,10491.899,5834.559,8644.802,58511.055,553268.02,13839.212,19189.526,88135.227,28460.803,46365.496,62991.089,322187.325,2049.667,536754.86,95144.126,283222.805,27758.423,335.41,3091.722,2662.177,16669.861,9497.851,477445.516,224599.967,13791.306,95986.411,128068.592,38867.349,3046.138,30018.018,5903.288,6865.971,424.593,255014.093,4486.514,79436.232,1257.856,6111.098,310338.534,1203.136,112286.137,944918.46,3144.6,257985.32,319393.449,11570.668,19654.885,28210.956,18068.855,7099.088,1050096.056,279887.873,80333.301,9766.73,89246.87,37258.734,53345.22,1886082.808,57620.246,241249.038,5205.134,17110.196,1089.968,306003.203,8052.818,3349.742,399620.086
"Gran_53_UT",140434.525,30152.667,42846.817,17884.883,1274121.518,20701.415,12072.718,8865.658,135932.918,599657.857,181063.381,25438.43,108317.528,564406.865,26425.524,103546.77,526977.446,823.714,523748.765,111362.721,82380.67,46529.812,1364.926,1964.523,1626.623,28983.291,5362.081,327521.327,105346.704,2620.759,106281.478,57347.488,225383.882,14170.39,28557.609,6532.374,5113.752,0,350288.997,7153.825,16302.876,4134.489,3437.507,152674.227,10843.246,111543.005,569763.596,11407.497,362017.514,189765.246,3619.071,11144.001,13658.036,9816.676,6049.414,1151173.139,168187.797,76712.491,9336.143,49263.522,73440.997,30816.33,1862540.623,63680.882,255260.258,14049.019,9237.945,4596.277,477665.549,19986.766,3322.519,763685.844
"Gran_11_UT",3406.722,145585.088,2101.343,2077.945,151012.256,571.601,8395.328,2228.657,16511.794,13224.346,52061.484,2989.684,198.27,1693.766,1354.356,653.696,1370.45,1061.694,242.469,5431.4,9018.408,17441.875,300.495,25238.439,3541.888,19130.339,1234.544,382975.991,12708.115,4176.799,10072.196,2837.697,3177.519,2594.273,121839.477,23143.89,659.271,4507.436,442808.944,10889.043,1304.512,6113.017,544.257,84808.873,80.226,4551.543,117378.799,10741.869,198480.295,26462.598,1828.937,1911.677,1314.534,2314.971,567.506,149826.653,246586.273,199139.346,3344.26,90067.412,45354.747,4288.804,898780.77,3217.639,3623.84,5334.032,33963.454,1352.47,255823.368,2119.304,481.067,0
"Moth_56_UT",167120.405,169340.649,22732.999,6406.655,2163694.332,23399.938,10113.062,2561.875,574606.199,475388.221,117825.31,40902.46,62925.543,10431.642,689.929,1619.983,407327.454,52023.921,193777.613,170394.058,79086.741,28581.11,0,2990.448,1816.172,90784.294,9103.901,684871.287,35377.075,4401.137,119027.186,48968.032,6629.382,800801.905,26274.153,9461.329,3016.039,765.686,799265.898,20253.1,13487.828,2816.6,1707.271,207893.698,445.632,117106.583,598383.272,0,569487.557,176170.192,1541.84,15662.567,18242.25,17191.517,4139.971,936505.764,221231.243,141593.58,9357.152,58042.752,117581.534,12215.109,1797308.56,36815.274,237544.396,116191.755,8467.936,1198.8,1615976.058,5744.964,3334.53,267857.413
"Moth_04_UT",225717.841,90795.599,60248.356,20369.792,1157747.335,27577.878,37605.107,9347.792,1239456.216,955780.673,99895.274,32319.736,44150.153,29911.76,24393.227,9025.354,567248.274,2109.63,322691.294,129864.504,160827.355,39434.354,281.79,3223.092,4964.041,41157.729,5862.644,962986.735,109119.455,19803.839,518218.509,109745.576,17287.359,29581.605,35325.841,7618.226,10446.057,1267.355,572118.903,6462.78,14151.977,2347.971,2256.265,288579.006,76896.26,82134.209,801380.895,957.501,703892.101,288661.805,4834.434,8922.483,23826.43,28159.167,14104.289,1714415.411,489618.636,181190.851,11747.326,70602.752,150041.043,34874.043,1792642.771,71555.271,305330.959,12222.687,22269.293,774.408,606450.361,35326.736,6195.959,507182.14
"Gran_17_UT",285103.767,44809.547,55182.911,14185.663,2850111.589,22202.874,43582.788,8928.62,315955.145,390975.68,46548.961,94430.584,13166.991,748579.707,9430.218,55500.13,285624.492,2494.38,214143.657,495898.038,565946.162,64205.396,2383.858,9713.296,2236.982,28041.307,6621.738,643344.596,80060.637,19250.436,398388.63,13888.736,76880.365,9972.815,27534.438,24121.771,4292.108,1396.7,278583.934,11441.386,5410.452,9102.616,1962.517,271115.145,5156.113,75243.092,608064.134,8767.935,428126.355,144265.108,6272.288,6425.754,23324.104,20693.217,5139.413,569668.419,177808.891,132586.188,7619.356,182308.538,220100.97,13747.106,1769854.319,80526.691,169923.863,134104.037,55792.999,3601.284,3022818.56,18055.439,3665.096,798183.646
"Gran_06_UT",158507.324,16368.647,49808.852,22744.722,706427.285,10957.027,18181.009,6221.251,35221.638,274494.99,29530.501,9758.721,21547.187,189789.261,12426.492,38453.606,191276.218,560.895,139079.435,114315.656,231147.282,23132.564,970.261,2511.108,2002.46,15992.314,9655.362,323303.394,105601.16,5990.468,166472.933,117503.889,116120.346,8006.65,25914.872,3136.288,4307.759,1336.155,181273.583,2038.737,24751.481,5896.925,4491.451,309341.993,10829.239,127279.768,585130.216,8373.149,320908.71,26706.658,8404.299,13798.206,34385.319,45564.952,8557.391,520986,83464.042,111565.245,8402.33,88681.447,76336.79,18046.783,1884567.181,71555.527,131039.055,16194.725,10705.425,1670.699,431814.508,20825.68,3374.756,452961.669
"Gran_19_UT",307153.708,174823.946,79331.546,58710.916,450365.313,12690.951,31407.592,10958.397,2618831.96,631587.64,141325.571,20551.9,63568.074,13341.347,117928.502,2054.195,290179.223,731.567,476363.733,272204.635,57128.068,31031.763,875.034,7664.929,1554.462,94190.137,9970.778,419257.681,82105.093,12814.245,385008.757,22580.486,11087.722,216023.749,16112.671,10963.497,8075.58,543.857,1136903.582,17895.905,12533.39,5206.026,7394.451,195882.828,5268.175,135641.616,562761.438,7882.879,833309.888,249902.162,2726.626,22569.371,63263.139,26508.02,12741.005,1061087.387,407406.047,69272.772,10233.238,42068.858,80715.899,28125.82,2249006.33,108476.607,258721.025,36775.881,8214.813,3512.18,1082377.607,29451.129,10657.57,342390.821
"Gran_31_UT",385491.542,16503.472,81901.439,31142.251,420829.198,13839.184,30042.858,13583.815,36947.06,663317.068,21302.161,17047.036,167652.073,20869.718,17476.922,32282.291,819814.143,1078.521,661332.977,384226.01,194663.643,11734.29,845.407,3389.89,2764.156,17411.054,9321.864,256156.748,112279.649,5881.033,153970.076,11440.118,4803.126,4523.954,33883.208,3240.207,4549.361,1693.159,164978.078,6782.966,6621.281,5388.416,2342.787,256985.459,4737.155,96758.817,726004.222,11473.601,511714.125,12874.596,4286.046,24316.493,46102.188,30042.973,9453.453,1057463.163,78768.456,95063.305,14831.844,54852.227,116923.673,20917.188,2151255.93,125332.268,325647.307,11355.657,16657.445,2384.591,266680.989,37857.45,2327.585,604266.965
"Gran_21_UT",298672.43,28514.803,85664.095,77927.918,726040.481,9236.186,8082.966,12946.199,294128.409,308937.602,36805.923,9306.018,49303.99,38053.779,25438.162,57105.273,237508.757,495.991,336662.314,51979.68,101056.355,58739.03,1795.565,4204.991,1930.299,30831.028,14078.224,529099.289,132612.634,28971.98,113454.851,40867.206,9893.443,14519.448,25614.851,3164.346,6672.918,614.84,356188.677,7663.756,20657.63,3994.723,4530.453,237960.34,34560.858,203711.759,370939.109,9967.903,391874.232,14763.075,5192.125,17050.698,28676.825,36024.09,13051.64,733750.817,86382.592,161445.895,7718.593,34571.279,80770.324,27502.119,2625820.016,126644.544,186355.963,12807.723,6090.558,3706.299,652455.535,44178.841,4913.926,231023.288
"Gran_30_UT",119934.978,70235.38,41363.756,28803.068,1065674.607,24313.168,12991.08,6601.022,2442982.256,721692.896,97366.111,38610.861,15435.762,1040445.412,18854.403,63229.064,293490.051,1472.75,402209.646,307852.077,504659.694,30398.213,2064.318,5659.014,2697.007,45082.649,11620.185,840931.189,97790.342,2320.95,278009.313,41895.487,108559.107,26425.888,57048.649,17743.198,10427.045,1203.583,559918.793,4425.646,17028.165,2311.587,4908.951,146161.534,3122.447,130655.947,488314.056,10892.438,531866.351,207688.302,5410.255,17949.653,24534.378,34411.564,4711.295,1345367.141,294738.698,71392.239,10988.426,133431.699,144933.9,31960.934,2088804.968,94121.365,290516.193,23720.245,20074.725,8185.893,1020791.335,14728.787,4746.281,872646.219
"Gran_01_UT",126202.676,27749.801,61681.489,28212.788,1068698.27,19968.8,41243.526,10490.678,878214.591,613276.736,50863.688,30198.982,10102.309,545743.463,14154.879,37304.304,163513.823,1316.5,422436.443,296545.836,137000.974,81449.227,2244.192,9045.72,2581.75,35932.891,5722.7,515998.435,76628.419,7567.027,285429.796,16215.271,161119.31,24916.26,44739.586,6238.282,6960.493,3001.13,424871.788,5258.106,8305.562,3573.443,2070.659,212513.809,5052.965,79712.392,792091.955,9688.798,469220.373,249808.293,4072.111,10203.399,17208.245,15755.439,4308.067,1001814.957,130506.528,76124.978,14891.386,82223.764,192674.738,25103.196,2032552.074,64747.846,245975.175,23578.58,32110.119,3233.2,654657.115,28917.274,5477.6,596919.461
"Moth_01_UT",155173.68,46345.88,50715.956,20717.874,814621.93,12515,20215.083,12656.88,101398.744,536254.808,132423.551,9455.856,140329.988,727263.099,8890.908,1933.408,145968.803,1584.948,670189.554,205232.635,110086.5,53882.533,1869.285,4612.265,1645.754,25612.667,5705.912,347336.359,27170.149,14844.159,243348.543,7031.339,337711.152,12841.903,37787.914,4356.688,3870.389,5352.03,290672.461,8544.467,5547.645,709.178,2195.063,277198.85,874.098,77317.365,644483.801,0,379618.702,129646.991,4429.358,8710.377,17739.107,34741.973,6786.131,1014972.972,136521.525,81945.988,10698.042,48007.548,135668.954,14375.9,2021255.297,50748.993,211084.119,54648.343,13655.719,2305.175,308935.56,8479.199,2638.569,648153.23
"Gran_04_UT",130061.391,19078.113,56655.786,33260.08,670129.679,7907.818,5865.89,7077.735,39739.433,486005.092,288944.837,8150.704,63335.815,120750.191,59432.796,194160.256,169850.515,410.255,485603.894,70816.408,123067.773,53314.901,390.432,1605.793,2205.913,19532.987,6888.938,302937.696,259730.977,18141.259,301675.244,12594.452,22784.505,13490.022,20164.32,3557.161,9266.963,1251.602,180143.013,5569.785,13401.722,1592.933,3928.579,210322.075,9029.884,121650.721,1124764.222,8859.746,310725.153,12776.46,8088.64,19796.321,31932.526,19208.785,7983.912,897019.815,104641.945,103578.024,16304.51,77175.738,56282.217,50920.04,2708062.972,125720.434,207815.135,5934.38,7207.075,1391.718,902548.999,21335.902,6692.415,264257.197
"Gran_24_UT",415322.073,88233.901,100703.516,219840.385,637183.902,11484.349,44503.121,9565.236,195171.796,359819.075,27685.607,12747.381,35831.097,159623.109,6561.638,49129.99,118196.168,475.959,530225.135,124535.818,72094.242,42311.774,1187.168,1435.98,1008.246,45885.476,20702.976,647612.876,48159.696,19573.043,272382.398,25643.492,27749.108,26390.391,443567.629,6517.825,1211.924,0,647599.937,3686.888,19728.857,1975.554,1594.656,258041.143,7727.166,209829.066,742075.584,5225.873,448132.692,55885.492,2395.236,57389.931,58814.362,33530.408,13958.654,812308.629,119305.127,68357.811,14180.855,38273.954,40951.449,11623.955,2571896.92,129169.593,217001.569,8505.945,21563.756,1181.688,1032134.141,39079.837,584.326,375002.685
"Inf_03_UT",75174.583,62876.258,8070.727,580.287,1111952.676,11952.112,5319.159,541.202,1044856.492,7026.062,12746.033,14977.072,294.542,381.071,3026.758,344.427,0,387,0,1268.558,262838,23015.153,349.259,10835.884,1187.338,45784.402,2248.02,541025.758,2841.497,801.614,29328.226,5091.095,8018.523,112430.039,16860.29,8503.768,993.442,2391.804,670243.042,2072.093,12613.518,3514.864,654.284,78321.803,5590.707,68577.235,281673.663,1203.945,312517.283,4411.037,922.739,3313.07,5609.194,3758.947,1346.499,17303.78,98496,73146.612,10693.465,122398.144,54434.161,3742.053,1378885.107,25140.744,1858.659,35164.912,33548.6,1647.432,52465.643,133767.656,576.866,0
"Moth_28_UT",286623.826,96364.723,66728.131,11185.175,1447479.723,38166.77,17645.253,10351.956,114803.109,783770.013,205518.423,106839.632,10739.637,286091.94,21664.531,2347.909,316810.464,3184.888,933505.47,967796.276,191140.637,11473.371,3642.738,8042.681,2641.483,31353.891,3795.469,801406.619,77575.96,13955.083,322589.415,5567.851,14040.747,10912.847,30307.066,22774.334,4882.555,1162.559,357986.441,8639.194,11722.632,13972.379,3137.761,156396.818,6595.073,49239.166,590624.228,0,697630.937,129006.552,3629.994,7673.498,17355.549,4280.179,9146.719,1348943.514,543534.398,135431.557,8213.159,53458.745,121808.619,28772.473,1728486.177,44391.338,274943.237,29338.731,18221.233,2044.305,787571.894,13362.092,3800.026,1502438.799
"Inf_51_UT",505717.854,36914.16,43267.429,29125.121,1267614.581,35064.385,25227.637,4008.206,234521.975,366345.636,210574.135,35209.754,897.54,4702.598,7805.339,2270.366,29193.88,1821,25806.844,99841.161,425320,26877.398,665.09,4020.053,2451.508,21576.001,8671.907,473951.558,34357.736,3129.907,677530.288,35563.731,8940,24323.316,26000.17,2666.772,2643.131,539.689,159194.156,3035.591,135281.756,3434.847,1342.625,181354.462,1419.727,264206.336,139299.639,511.296,211229.613,34119.673,3200.998,11542.908,86552.474,14550.619,19408.535,700170.407,97108,461513.183,7223.316,83682.44,108248.288,8322.181,2304491.866,38799.514,163474.394,431380.222,5080.401,2373.385,5287697.991,21873.68,1572.921,43609.422
"Gran_56_UT",347241.907,19775.204,159084.787,34062.741,585027.173,10966.084,10966.151,17396.517,85155.12,410969.748,32486.765,12874.384,63490.654,99002.084,28010.131,112715.969,117917.766,854.964,609360.37,29303.134,175723.75,17351.77,2300.27,3111.821,3274.292,24035.406,31527.588,494970.403,158112.052,11013.114,117205.528,78030.221,41645.879,3701.596,21621.565,3147.719,8400.325,420.68,244434.517,4770.861,24220.61,2377.009,2068.886,139075.359,11264.751,252336.859,826507.755,15733.624,405717.798,345764.866,5939.849,63417.504,40188.399,91890.199,15073.753,1077548.108,64184.613,109996.44,23333.41,22386.972,43036.039,28687.249,2661771.364,142134.728,242324.156,3850.869,15178.676,3238.503,508734.554,30298.635,3262.993,316931.115
"Inf_28_UT",1584.483,17423.037,220.246,11091.921,4086005.029,13190.802,11645.745,2030.1,41259.403,12151.588,11367.337,58118.238,351.363,267.685,8550.934,4765.935,660.32,9666,0,4098.759,706865,5852.736,1164.195,5908.344,1878.83,20662.72,1596.321,228583.173,3764.256,14.444,64561.431,16850.517,825233.991,60543.643,70636.411,4842.297,308.383,569.127,158043.869,1586.268,7566.668,1982.774,601.653,20004.324,4541.852,33198.167,14440.978,3885.619,166576.959,13377.413,2439.935,647.982,433.255,557.499,1141.549,24001.942,19932,548431.145,1592.509,71613.149,126922.439,2480.903,342280.065,4966.727,13565.784,69658.131,71650.697,839.258,308754.224,74377.863,757.617,4964.34
"Gran_36_UT",547033.533,20795.872,58624.713,14049.061,1310495.154,28583.068,25436.267,5639.602,99826.4,433133.303,235019.622,46504.486,75630.42,44481.814,18501.487,5686.377,244636.597,1753.197,392032.117,338582.63,336432.727,34245.506,1969.09,14993.416,1944.33,21888.77,17430.278,363976.629,36256.052,6229.859,204495.494,11027.218,5939.967,12426.084,18354.164,8043.362,4598.268,2766.259,237807.904,2878.1,14689.109,5920.715,4925.793,185409.339,7375.7,128329.163,647519.986,3308.863,426027.739,155099.328,4325.897,44004.128,135235.736,41953.556,17490.133,837511.173,111712.85,71772.332,24173.941,75475.858,130085.188,14717.746,2162521.04,123485.031,199646.396,73093.079,23497.136,1952.861,691085.694,83600.258,1563.467,846597.776
"Inf_05_UT",122591.252,86102.785,13161.188,4473.331,909331.086,4739.754,6901.133,1617.699,194696.374,6446.811,3253.806,12437.624,359.48,2146.152,2210.961,0,1770.243,8532,1647.983,2303.755,6720,41284.132,1015.501,17394.408,1747.343,42659.905,1481.649,200726.179,2851.527,4074.511,32263.156,26066.446,12829.637,74753.289,1749095.237,59648.428,951.826,6380.598,537681.491,4488.176,15538.362,6102.472,2343.659,67935.68,1942.561,68215.212,139152.705,4085.691,217698.111,3524.457,1217.503,1744.21,10788.148,3870.224,1578.996,27563.461,84721,26973.809,3555.688,261941.942,33999.246,3550.205,1073251.395,12876.94,5717.408,30877.249,35342.429,1236.326,3133498.262,31876.956,915.294,3059.043
"Gran_26_UT",377621.145,52970.901,31908.223,12416.817,1287230.557,29658.845,37913.971,7345.574,90290.823,280048.456,100111.846,41063.856,20076.216,794072.514,7672.672,4342.131,376555.077,1642.621,186141.175,296389.681,148778.099,81724.235,1452.746,4522.329,1186.643,31207.327,9272.643,821565.503,64788.389,1174.155,198832.636,17692.183,146797.714,35247.994,19550.6,12170.001,2700.663,1568.938,242612.828,11438.427,13855.027,8344.312,1953.653,223606.421,3677.662,95401.266,302070.924,3526.454,380698.047,89366.951,1858.3,11124.702,72231.634,24888.263,6582.073,442114.885,120457.164,113111.94,7894.241,147883.64,168850.97,27465.547,2295074.088,73352.518,107027.09,135978.506,19844.854,1592.202,513131.273,22946.058,3224.119,1018227.988
"Inf_04_UT",2393.779,80705.651,1063.53,1488.802,1414469.681,1657.958,1543.933,1460.537,344617.309,2824.377,7289.589,4464.76,488.197,2354.221,3330.967,2656.573,1720.171,1397,3213.363,2883.288,375985,30833.643,21.901,4270.442,1805.166,36535.549,1255.712,1271447.361,3471.38,2949.363,39320.031,8661.433,5779.605,310311.682,593992.988,77964.941,1199.386,3810.941,781755.729,4770.215,4708.813,4440.943,1529.416,55746.144,601.471,9096.335,184054.894,3409.423,158638.348,33761.106,1289.469,2079.814,856.458,1035.992,537.718,12231.982,146287,13774.375,3428.963,1312165.832,61087.516,6870.192,939267.121,1943.22,3244.474,85705.895,1189333.367,1535.13,2698238.011,4597.893,997.016,2786.241
