"sample_id","(+/-)-Tryptophan","(N(1) + N(8))-acetylspermidine","1-Aminocyclopropane-1-carboxylate","1-Methyl-xanthine","1-methylnicotinamide","1-methylurate","1,5-Anhydro-D-glucitol","1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE","1,6-ANHYDRO-B-GLUCOSE","1,7-dimethylurate","1,7-Dimethylxanthine","12-Hydroxydodecanoic acid","1H-Indole-3-propanoic acid","2-(1H-indol-3-yl)acetic acid","2-AMINO-2-METHYLPROPANOIC ACID","2-Aminobenzoic acid","2-METHOXYCINNAMALDEHYDE","2-METHYLHIPPURIC ACID","2,6-DIMETHOXYBENZOIC ACID","3-aminosalicylic acid","3-Carboxypropyl trimethylammonium","3-HYDROXYINDOLE","3-HYDROXYPROPIONIC ACID","3-Methyl-L-histidine","3-METHYLCATECHOL","3-methylxanthine","4-acetamidobutanoate","4-acetamidophenol","4-aminophenol","4-HYDROXY-PHENYLGLYCINE","4-Hydroxybenzenesulfonic acid","4-methylcatechol","4-pyridoxate","4-QUINOLINECARBOXYLIC ACID","5-Aminopentanoate","5-HIAA","5-Hydroxy-L-tryptophan","5-Hydroxyindole","5-HYDROXYMETHYL-2-FURANCARBOXYLIC ACID","5-Oxo-L-Proline","5,6-DIHYDRO THYMINE","5'-Deoxy-5'-methylthioadenosine","7-methylxanthine","ACETYL-CARNITINE","adenosine","Ala","ALLO-ISOLEUCINE","allo-threonine","alpha-glycerophosphocholine","Alpha-Lactose","Alpha-n-phenylacetyl-l-glutamine","AMINO(4-HYDROXYCYCLOHEXYL)ACETIC ACID","Arg","Asp-Phe","azelaic acid","betaine","biotin","BUPROPION","butyrylglycine","C10 carnitine","C3 carnitine","C8 carnitine","carnitine","catechol","choline","choline phosphate","Cinnamaldehyde","citrulline","creatine","creatinine","cystine","diltiazem","DL-Lysine","DL-METHIONINE","DL-Ornithine","Dl-Proline","doxylamine","elaidic acid","Galactitol","Gln","Glu","guanosine","hippurate","His","homocitrulline","homocystine","hypoxanthine","indole-3-lactate","INDOLEPYRUVIC ACID","inosine","isovalerylglycine","kynurenine","L-(-)-Phenylalanine.1","L-malic acid","L-serine","L-tyrosine","lisinopril","metformin","N-6-Trimethyllysine","N-Acetyl-DL-tryptophan","N-Acetyl-L-tyrosine","N-acetylneuraminate","nifedipine","Octanedioic acid","Octyl gallate","omeprazole","PANTOTHENIC ACID","PHENYLACETIC ACID","propionylglycine","propyl 4-hydroxybenzoate","putrescine","pyridoxamine","serotonin","taurine","theophylline","TMAO","trigonelline","TRYPTOPHAN ETHYL ESTER","uracil","uridine","VALPROIC ACID","xanthurenate"
"4016_1",21104028,20938,75238,6666,27220,11065,14741,20736,68572,19286,1500835,37024,96105,93851,192391,86300,13412,4127,278211,69879,410268,17314,36918,47612,92921,27411,70460,4598,7651,4601,36736,24440,34860,6938,8046499,5244,35705,54734,129100,978464,47709,20542,39550,553366,0,580187,38807264,245454,602927,4355,769677,5413,400754,27348,772446,18208,0,0,36751,12856,520076,573829,2263548,45817,4784564,13308,13144,82005,337067,1539922,42057,727116,450383,2961865,154163,5331484,256,117674,1613,641646,107189,27784,1003547,52787,3745,133,471520,33614,59858,144651,22735,324027,18307940,1877,36464,7443788,0,0,135688,12258,1253,3647,5689,143120,12636,170,193375,141196,49170,1595397,9162,153101,59832,34797,276173,4309962,244185,23735,654070,58465,8968,8081
"4015_4",19465224,17257,60114,12998,13423,8808,12466,25448,76112,26106,908244,12018,52466,71686,191217,59313,3960,777,52661,29286,527234,6286,34383,52444,39535,28111,44080,36466,16487,2753,39567,14021,11923,5626,6358272,11267,28825,34542,19257,680499,41183,12396,36690,1605644,8,488309,26523052,173547,299259,4749,792608,12611,308095,1547,87350,26530,0,176,9554,2468030,399905,1311754,2352158,17914,6529974,6964,10748,85439,407976,1246228,25702,37932,350920,2161736,152180,5393156,409,180686,1982,650623,49638,32769,466435,52322,3834,537,307606,38271,51837,53940,14794,269093,10213837,3158,36754,6203432,0,0,59972,6558,1104,2085,5441,20343,9958,457,75426,47959,45200,319194,7995,110286,66433,50654,209153,2010869,282480,9730,583197,33186,8057,4432
"4015_3",19592390,18850,62533,4844,11234,7947,13644,17785,60186,28767,668609,18487,91553,91279,242280,121628,1777,462,122076,33857,567893,18374,33246,62009,69749,19634,43920,7439,14057,2816,39379,14844,7052,7535,6793074,10129,33367,36544,102204,739806,39440,13081,27473,2013944,9,472338,31892426,235477,417636,4898,949614,13055,318840,3328,222960,24063,373,261,13951,1625606,271980,950114,2984902,34051,4885144,9592,19325,75650,443178,1642268,32165,138526,386284,2084069,151449,4826954,634,222768,820,643287,59235,103800,87452,56763,2970,333,314425,41067,49956,219092,14921,317083,12520766,8501,37092,5581788,0,0,87762,7419,1332,4224,10058,34752,3619,0,110923,95508,39974,428908,8878,128517,61331,43954,165743,1354151,219200,5502,630546,35841,10628,1384
"4001_3",37404276,39941,118065,69336,3317,23239,34060,30898,119564,26885,4001519,8740,227294,55214,214895,95977,46937,5464,12056,42997,415086,38836,55531,23792,1659,88928,64140,4423996,14053,5625,82952,1723,6923,17249,7393285,10147,36021,33014,45361,957773,51524,13769,136323,449806,0,694124,32747436,465096,922549,8448,931379,20216,261828,646127,2658,21216,1135,1981,3794,3993456,268564,1635626,3297654,11103,5230876,15943,7002,134242,358162,925188,30011,328,247746,3333176,140727,7133502,15,27875,6580,1036469,112204,10862,615177,44053,7906,3569,648950,43616,49054,65927,19161,462047,15198650,1716,71855,9729719,4,0,33241,12157,2029,36540,828,19478,22019,484,46133,3050,40272,976844,10691,77301,57665,38390,820250,3537495,353237,22852,784023,40970,27066,7642
"4015_2",18222780,20217,70797,22045,8220,16144,14049,24769,71029,30635,1197291,48719,34840,127493,185558,123628,16973,125,59529,43610,486146,16221,33899,69361,38713,34531,42069,5998,23891,2477,17551,19331,10520,6293,6630116,12031,30850,62134,52001,662773,37639,17564,57217,1783477,593,443892,34431704,252497,366017,4330,1895469,10987,314109,3071,114309,22390,725,658,12844,1860962,338569,1007937,2431104,33977,4413492,9798,13443,85818,554709,1518636,27313,67450,305117,2216352,160675,5794188,380,175934,412,639359,75909,88706,74640,54124,4338,601,456181,38571,49408,290033,24126,282064,11170362,7858,34572,5180044,0,0,132458,5558,360,4169,3329,25964,11780,378,68865,61161,45947,499541,7865,102398,77026,35677,238347,2636970,261439,13972,528581,34221,11074,966
"4013_4",19259140,32259,71364,70663,6169,19970,27320,42832,123591,16659,1452494,127481,1066971,42785,167192,97943,51153,4277,211027,35854,578601,26740,52366,43436,22139,145368,51253,6994,13041,16733,65059,9654,14988,6810,5068362,10404,39804,22539,94693,738521,47905,12205,293038,329645,0,571103,30098690,345195,1151801,10202,351189,6053,345178,529735,188133,11018,601,391,26226,1660052,241785,708646,4110994,45945,4873480,22640,7320,145973,492439,1081793,29288,157856,269932,1895042,127849,5924221,649,52021,15601,955368,101722,18616,1749446,45167,9599,955,724646,46059,40903,129914,13719,507437,10309442,1703,79754,6545715,290,538,39201,15796,1090,37656,37850,46302,49534,367,71758,51161,40626,355321,8159,92184,50786,34166,170249,2286975,263341,14286,641558,42488,33568,15805
"4013_3",27535456,23113,81920,40672,9163,19140,10339,35738,138394,20625,1251985,30191,5197620,673191,191698,69439,22976,1765,582128,84206,783539,31168,65198,182385,36179,103050,57834,9103,8291,23495,578165,41366,7910,9555,6123666,21214,54535,83348,40004,1010757,74621,23862,211932,178156,206,518668,30068556,368824,2050492,10588,323496,9153,478478,33887,556782,21608,1249,242,21189,23831,204466,1088549,5339776,67341,4451692,46294,24745,134948,757065,1844974,16349,119618,756696,2640753,219554,5924452,554,150771,732,867358,69853,29795,1240531,97145,9528,1774,631109,255409,60837,156878,21815,594447,13467140,2684,46827,6420346,196,0,107454,18488,2798,3658,15877,176134,23842,4751,65897,58103,64762,1347096,7977,170266,71352,46555,266041,1566875,555051,61836,173375,41480,13214,7023
"4013_2",24274922,24670,81197,71962,5543,19808,11956,36487,139290,30425,1724560,36837,9261459,610180,203183,66305,10778,2638,1058618,84069,676349,22171,66400,88907,42095,150694,56872,6312,2585,23133,508572,51138,6293,9293,6632536,15470,51977,56341,88859,1056681,68720,23135,345668,41292,6,507829,29215582,251396,2690870,10630,279308,7992,474343,27037,932381,20404,1421,454,25220,14408,66178,599739,4455458,66170,4281352,62191,21030,117505,704814,1720202,22899,243939,708403,2452283,226245,5920836,113,125356,1438,925583,77612,80536,1823830,93953,9774,1736,632253,207413,46642,415643,22330,480416,13553397,7069,52935,6485629,245,0,57843,22280,1569,2127,17846,288185,22842,4644,109509,70027,65723,1481684,8588,161780,72326,45073,301538,3142696,637915,59725,0,36924,12053,10395
"4013_1",27546670,24732,76151,76649,7288,25586,11814,30803,138255,51011,1679398,31462,4958648,651956,201269,132311,11039,902,1041405,85926,706404,38775,71021,77982,44300,155517,72514,6562,7434,23345,43526,54281,30009,8969,6803976,18260,10355,93762,69734,1092132,80690,25743,284067,67472,7,514590,28897042,222489,1862414,9999,612678,6072,486136,29586,938136,19584,259,0,22179,18778,121245,866715,3737417,76724,4085460,38327,24913,122359,674235,1372956,24063,234297,746202,1638347,222327,5139076,407,271425,1209,802874,77422,74184,868486,89719,6516,419,652668,215284,50712,287007,22621,582554,15511797,4909,51798,7225935,0,0,46454,20166,3538,4087,19251,291541,24969,2193,116625,75829,53585,863231,8447,174458,71866,54404,317127,8268900,851477,53035,125840,50639,13278,6191
"4012_4",36135064,20358,78178,24254,4648,31016,11194,19050,62577,26921,3018746,8997,198954,40060,146691,76314,13624,596,188411,57565,378561,25133,37532,27827,75801,73215,35976,24420,6608,1311,84456,28457,5246,8089,7661820,8712,29981,46983,91577,782076,39239,17490,56485,997459,0,576519,38634544,186777,397660,4340,323621,17436,313105,25745,378047,26308,451,221,21203,19331,576293,556522,2957948,33700,5872006,9923,17673,91237,462412,1395839,30576,331023,382382,2860514,185158,6900710,482,79176,4433,623250,155441,147695,224981,62390,2154,4,602902,62054,52720,422471,16082,383805,18222224,13346,36239,7987898,0,0,76370,13222,3168,3068,9865,66603,71604,338,113020,99017,46167,1315538,7375,128232,51560,41795,483955,1159934,326376,13632,957593,63444,9030,3599
"4012_3",29316202,19425,71277,37865,7050,30634,12067,16682,68417,54047,2826628,46843,78059,44933,122980,95702,2991,1364,213629,46821,390549,14562,37358,33555,86836,89051,37335,5283,5788,7762,146862,14174,5647,8442,6856210,8788,30706,48588,142909,776134,41625,12868,89741,1173618,0,479231,34136084,171534,422882,5433,458075,15249,341775,23735,580119,21193,0,225,23732,18478,554204,593496,3104767,44837,4810266,10463,18528,78844,384060,1444720,31702,549877,300080,2137892,176327,5872144,239,177922,868,633495,132811,36110,189033,50192,1659,503,891242,57976,56506,238711,17132,360243,14365323,2149,36840,6563370,0,0,71843,11251,3959,3762,11109,101386,48300,0,128387,141797,39705,1290909,7080,106189,47594,36652,481342,1633891,266467,23190,795836,48877,8755,1835
"4012_2",30827416,18951,71223,16488,5489,15875,15272,34258,67779,23718,1250320,30860,120835,33133,105961,77891,14264,2264,122734,40924,441990,21760,34842,36026,57706,46219,30523,9081,3395,8187,49622,24557,4062,7412,6732912,8705,29901,38059,109503,845512,41144,12346,46511,1129102,0,575082,33421366,187162,470279,3589,152108,18418,305944,26920,281226,28172,801,506,16679,31384,455086,581088,3443980,26556,4550966,10280,13757,88880,372370,1640794,28826,241048,320297,2183547,175975,7805273,253,355597,5751,648536,123995,13094,183404,57696,2918,548,576676,56395,58447,55794,15753,332951,14800331,955,38435,6561209,0,0,73839,9301,2076,2452,6541,53459,45491,262,92295,80432,30366,1152330,7093,103101,31233,48946,222232,960638,301398,19770,999578,43930,9181,2211
"4012_1",32772978,18605,79504,22647,4174,19741,12396,20716,63051,19494,1283410,26734,40359,38317,135909,39138,14413,227,172348,52485,427240,18644,39503,31669,60921,55724,31984,10092,4454,4427,70700,15630,3140,7860,6323525,8636,30339,48447,85851,793102,41035,14612,44679,893720,0,603822,34086340,260438,534612,3932,413713,13529,319277,31479,419588,17095,0,0,20431,10583,495919,436926,3530563,32806,4792236,11947,15191,93763,489748,1466846,33600,443516,337395,2713396,177453,5883836,365,122501,1286,594505,163926,83100,208500,62721,3247,455,709324,55419,59231,276739,15678,338740,16366470,7386,35244,6781138,0,0,80624,10052,1847,5796,7359,84831,17055,4096,98779,94764,32094,949697,6908,127934,51492,47287,320254,1522200,262422,13405,459566,50340,7383,4380
"4010_4",38008312,21693,90053,41026,9556,18905,17820,32296,144526,105335,3750375,37747,728082,1523675,194857,162710,24413,12760,2087177,135329,496011,60033,72815,75358,129996,74268,76492,8150,10306,6956,101713,72674,99862,11840,7968341,20821,66917,104857,147188,992080,69528,14460,130168,131585,0,600506,34869564,228482,1911640,11271,861431,14313,540862,21399,2351276,35582,3269,14,43155,9886,230346,759033,3888499,55191,6299082,42165,36563,121193,515959,1834519,21882,702536,720231,1937216,221997,6520795,692,146109,3344,635476,221340,0,3459385,92124,5047,3151,1553128,247487,55435,15849,32363,593000,18219054,1847,41333,9816593,261,0,47277,20443,2367,3980,37972,719598,20525,3326,364834,159639,59677,2252428,8977,165626,252160,26043,696838,2172207,532116,44831,198164,53115,15685,14380
"4076_1",27891370,26387,65357,392,4339,1722,13336,13305,57710,11200,35,9968,202691,31372,205295,117875,8468,242,100811,47983,414414,18225,31577,19635,53984,802,46121,15263,3193,4687,40739,22731,4513,9201,6807066,10789,39129,25235,79940,923894,45747,13835,4975,671548,0,541598,33424056,170848,345494,3534,233198,3236,345397,3932,161050,40241,418,9,36401,3175666,249304,1718548,1770627,40211,6200600,8551,20992,95861,136198,1426950,27999,110372,308501,2844872,181086,4170583,801,193956,1114,763355,44644,102269,219960,58272,3815,512,331939,46219,52197,338095,13978,440212,14131608,8725,35151,7957939,0,0,53561,12954,1679,1973,7283,29237,10089,0,69155,73454,44751,650989,9054,105600,92284,28814,26182,648493,245207,2003,701903,58613,10524,3018
"4075_4",21416184,25548,90454,6206,9542,6034,15640,37605,140878,108699,111286,48611,180280,712209,133349,123754,21426,5231,1379724,84741,509649,49512,69033,55953,72015,31622,77997,6307,452,1850,225788,81083,36443,6158,5750252,10854,34242,83220,93320,1245665,124315,19766,89325,37369,232,674440,28249256,278728,1750024,9912,815186,15513,511430,83932,1903433,37610,511,697,60107,23882,143431,1295154,3757690,40475,5048231,38589,28528,95922,922799,1441012,20892,535725,970603,1255581,266675,4435076,302,237938,983,791946,113082,8945,1583926,86890,3657,1333,902886,81545,52698,19458,22032,325833,17273594,1686,45980,8126639,259,0,70098,12423,11689,4570,22030,559141,2265,2998,158411,116855,58533,3318083,9525,233006,61628,98487,42461,1931816,284750,12216,835055,44637,12541,8127
"4075_3",21311124,26231,81456,238,8705,5020,17134,40571,143124,32201,272229,37784,708633,284049,230188,113687,21822,1390,769951,78280,675175,14724,68265,81295,46870,4517,69163,5132,3592,2132,468650,68769,30020,5336,6801136,17089,31253,53621,83981,1057236,123373,17072,19041,154937,0,515436,25802794,332827,1716559,10574,383203,50937,442223,33984,870461,38565,676,176,28218,92721,148184,4721336,6803518,37478,4706462,38554,21005,96374,978344,1269281,18098,236701,856086,1405186,171397,4358346,159,149047,1243,810350,69992,52915,807613,87114,4289,1558,549080,76661,55321,103993,21412,279660,15934454,6704,46242,6833469,281,0,62131,11484,1576,2598,13565,282582,4992,4810,88816,82347,52914,2080483,9391,212926,55521,42174,56777,1384401,546565,13143,328369,39157,19765,5829
"4075_2",28013070,32472,82971,21196,8936,7050,37057,43051,132665,17571,495945,14507,63294,36540,310573,70903,59232,126,211394,44578,779520,24554,62945,25710,31004,77079,63092,3615,5531,6382,38527,28289,21110,6962,6744872,12258,31745,38800,80675,804489,93335,13280,160905,437091,0,599084,36248704,338813,1395172,10412,711418,46151,286694,556071,255404,20598,800,2128,39561,19202066,281060,8784104,6505944,35730,5208004,22403,7027,130980,917245,1016502,52671,211656,330879,2669828,97057,6491113,716,39819,719,915910,89859,85409,124090,35442,5595,591,698558,26737,37399,402029,18752,451827,15513753,8133,76859,9476718,414,0,34044,7919,10839,40069,34742,62827,11594,504,70051,68567,50382,1325760,6369,120800,27783,27386,89410,1262317,201182,3090,793903,52194,34964,1529
"4075_1",22086124,24333,71399,0,10007,3069,15984,33016,128872,114919,227127,49692,214389,254115,180709,60804,18829,1150,1406259,91471,771999,40022,72494,37540,66612,3074,64718,6325,872,827,511471,74668,8560,5749,5619340,14233,32101,87273,124179,1027727,95639,19307,15085,64020,0,518049,26492288,264205,2106329,9783,1117475,44301,523525,36208,1855097,41230,522,0,54070,132275,130604,4459579,6195298,64228,4425247,42456,21479,105124,826392,1354313,19274,519467,920292,2733689,173643,4390727,147,205723,592,853538,60511,130125,145635,96356,3142,1421,566536,59475,50444,566785,18372,281507,17444064,12652,50004,7974274,282,0,30441,10999,827,1428,16255,559512,19755,3426,124572,125879,46136,3051843,8969,216875,51577,30784,49770,1134401,352308,19205,3515,36810,16933,999
"4074_4",25027360,27531,109547,1324,4773,8506,16961,35626,129195,17682,298957,47939,136591,50922,262047,74714,39080,1800,164781,92826,375343,26958,50028,77527,26137,12265,38196,7189,6846,4588,78306,24469,5026,8818,8192724,29124,51407,65894,134841,1314478,62290,17543,16830,733955,0,502675,38246004,265625,421000,10541,860120,7997,226124,1770466,250397,29784,875,778,49207,2250069,364157,1026960,1612081,34157,9118278,11052,8998,172896,596387,1084410,25286,317175,377212,1980172,311215,10062765,415,24681,526,860486,388895,17862,814696,48406,5465,1280,2081271,46290,66011,81823,15411,492138,17205362,461,54978,6469286,0,0,69021,7337,777,55093,47939,93343,23135,171,78775,70039,44397,552492,9223,113896,29704,276110,71435,2106523,301257,11508,2011760,65631,24643,7569
"4074_3",21812398,21731,79816,0,2505,4069,17491,38632,132899,24254,37875,47152,134559,33621,204219,34958,39617,411,400747,65099,372606,30437,58943,33766,21101,5972,37373,2705,7102,5361,105829,11734,5492,7514,5640649,11758,41242,43497,117943,846792,70789,15616,15255,51704,326,458167,32990470,219301,1223032,9200,1022649,9708,308825,460771,210977,29346,0,886,39569,1715190,96329,712670,2113604,26238,5240138,23656,18004,154418,511865,1122067,27766,347580,373935,1851918,169336,10194257,245,26055,2235,831161,147014,43281,315117,39971,6436,113,1181628,39155,42645,326296,14658,464516,12690875,3762,44039,5831426,105,318,65307,9030,634,34604,33554,92590,8625,643,59430,72884,40648,1836779,6715,113340,29061,38636,35934,1460949,300406,9766,791481,35587,20031,3552
"4074_2",23916902,25134,83041,2162,5862,1480,14996,42497,132599,6453,77641,51481,158422,35607,227856,64068,41598,937,115601,59145,454034,15023,52859,39424,14582,5667,44953,2636,12194,1979,168289,9985,7055,8784,6611858,9788,36313,48859,90851,824198,60152,16769,13787,717883,0,463044,35635188,212378,640848,8413,690044,15426,378112,191704,88826,35279,1143,442,25315,1898102,283727,755748,2449646,23173,5292034,11022,7854,193270,646956,1340526,26448,101098,400696,1948008,214214,11637458,638,20904,2326,942176,153253,83811,985088,39333,10397,634,718738,46441,59783,425741,11953,479367,11810702,5403,44612,5804764,0,0,72319,7753,1199,15624,31885,49025,15635,0,46184,51868,41988,971701,9593,118225,37762,28476,44135,1150592,371661,17701,613169,30498,19444,8389
"4074_1",28865930,30075,101114,31587,3947,8747,14978,43369,125096,12090,421383,44837,41502,25507,167213,33467,40073,2648,173631,53102,491556,22089,50684,47178,17961,36273,49363,2700,5924,3313,42521,23839,4103,9482,7448372,13074,39345,24973,100520,820864,53685,17738,96880,302566,2327,573527,34813952,362950,855743,9148,232605,14379,335438,231905,126091,33592,1762,351,35773,2035743,216267,828200,2266829,32112,6447783,16561,9287,201564,468265,1353781,31130,151308,383777,2166145,183195,15316097,224,34433,1239,927548,167397,167606,656067,48006,9525,839,799988,44726,63570,737192,15792,494760,14608245,9124,44370,7268382,0,0,67699,8787,1123,32260,39316,60019,17458,113,43878,57585,40999,704877,5862,125156,40046,63618,108981,951933,434687,9670,323894,26007,87039,6193
"4073_4",22476900,27104,79183,299,5290,6091,11338,26863,133379,117835,278,52057,2307743,306232,159290,153158,21183,2524,1349296,95587,559396,33765,70182,38248,70557,1620,69820,6184,1678,6386,262425,71143,7989,8091,5227774,23239,50082,70612,120748,1467799,90635,17892,9003,60079,183,596569,28166998,214560,1638008,9868,1154507,22211,434980,38214,2016778,22308,3161,1361,58880,19689,94970,1142256,4519588,73561,4242162,37244,21742,131783,439843,2119542,22633,586105,761224,1074434,245424,5604932,198,176027,1622,945301,112558,12016,1575851,92753,5955,1105,895202,146238,46771,39487,24452,337545,14882900,2020,57976,6138051,4,0,36791,20551,1019,4699,25393,590133,3487,3962,117374,112085,65712,1665097,9796,168699,287355,77091,26189,1465548,372934,6017,1030414,66879,14845,9902
"4006_2",25371408,20645,72013,235352,9366,25963,14925,21800,159652,89513,2204861,66894,4291445,408298,118440,139241,23747,1335,1330055,75901,513855,17886,67329,37401,62693,227745,58441,6708,7950,5822,376339,56300,17636,8822,5354628,15611,51556,44330,90161,999699,61446,19326,569113,78590,311,549026,25808034,209278,2044167,11132,202890,7365,510582,29183,1713830,22305,823,86,17979,14219,87584,719639,4861446,38890,4091624,48598,22158,125814,704634,1806886,18807,488118,771091,1710575,239092,5792236,924,229126,999,825370,84447,52385,591006,85127,4514,2512,724743,126763,52357,165275,18642,405265,13874778,5491,39344,7949972,129,0,49486,16915,2663,3461,18782,553373,20788,5728,166873,97618,50129,261689,10608,170472,172871,40394,647360,1174837,445080,84523,47774,40572,15176,5209
"4073_3",21122446,29552,85683,1471,5934,7163,11880,39009,131777,143368,32004,89189,1358694,252846,160605,100362,3863,2464,1598096,87010,515674,46640,62839,34163,107839,14816,78674,6691,192,2332,374431,74968,8952,7522,5081248,21353,29288,74774,140832,1500360,72021,16904,33328,188818,2964,536759,25676778,218494,1484628,8663,1499442,22360,357021,24403,2718668,17580,1072,757,65778,13929,154742,1169779,4203973,94104,4464315,37471,32438,136688,373074,1722886,22386,855629,724305,958859,310873,5184931,380,266059,2595,947030,169786,9993,1136042,100482,11142,2108,1210690,116818,55232,44618,22815,308821,13529294,2105,50467,6106590,281,0,37209,18638,1120,7230,53786,851728,4550,3459,130051,148930,53311,1029435,10215,161587,224454,84912,27760,2886080,375986,6599,1461628,65213,12015,5992
"4073_2",20055710,27872,83317,413,3942,6033,9584,29845,126485,34153,0,22476,1633324,184920,152177,106106,10939,403,1143386,89089,445897,18528,62952,28768,64232,1926,74480,5384,2690,5515,415090,61758,11558,9232,5409714,21851,54432,77461,78493,1571522,77449,20122,15779,81644,282,551740,25457298,215187,1816555,9432,824124,18165,333967,42617,1857492,20171,2372,0,45400,12358,85560,727622,3386797,32750,4927872,42635,25863,111939,394782,1763974,16379,573576,736552,862224,281439,5102188,126,87843,1909,931157,137387,7143,1146695,93617,8297,2037,710260,99049,51238,13706,21836,533613,14413756,1913,48422,5363612,181,0,54836,15083,2171,7093,32338,603130,1323,4707,83460,105288,57567,1675358,10279,162978,186395,98849,25773,2384360,336035,5130,1388032,52357,13197,6783
"4073_1",24602552,25277,81260,10471,4316,5180,11526,36328,130865,88746,75263,27633,1450051,533931,151702,139192,18209,7335,1260694,92243,441370,38881,68339,44464,63924,20763,73965,10340,0,5912,333333,67902,13091,8461,5669804,24493,47307,114929,89490,1598254,84145,17652,59777,41766,933,611121,28099226,204149,1940935,9182,2247084,16768,409109,56385,1896696,29453,3754,375,49752,17126,94346,868836,3368451,76289,5046540,40171,23749,152095,398348,1848344,22992,538087,728212,887396,306671,5278498,145,202711,3344,955192,140489,3526,3746048,94413,9664,642,763246,145763,44071,11602,27315,367035,14863810,1595,59416,6336620,122,0,34444,17080,2815,6269,27372,571089,0,4411,118781,119392,52126,1577422,9646,156243,210377,89772,25755,1781120,385644,6981,1293460,60892,12652,15317
"4072_4",24875408,26525,74755,1076,22319,3270,10327,29431,65149,14349,302508,9601,514148,103418,125376,95891,2741,2706,160557,50537,450973,22213,33447,29772,54678,7602,55715,5190,832,4773,81242,24001,37546,10840,5458740,11433,48258,34933,67715,1126883,52773,14822,14960,930812,192,475413,30423508,201709,628504,4616,707445,6375,401474,28606,241983,27684,0,188,28697,64884,310184,1284425,3206534,29833,5000804,15644,17101,126938,237789,1669892,28678,208990,419720,2529680,195209,5808798,308,138485,2699,870891,58956,179637,1041481,54432,16708,0,651416,41273,54751,465061,13642,498661,13968474,16111,27506,6200088,0,0,58917,21680,6745,2610,8586,46252,16029,0,113493,76416,41094,1849480,16517,141001,256354,41543,138270,1627078,256873,4014,881155,65709,13008,7708
"4072_3",18348932,22595,64432,51,28407,4505,11046,33715,64797,28180,164181,9691,187985,75346,154352,64838,61486,1960,179813,50921,474209,39356,34026,31233,80772,4183,55817,10286,559,3389,6581,29047,30125,9700,5298981,9564,41775,30151,104125,1082101,48210,13778,7446,1727042,0,429921,28296148,206400,556364,4011,1936654,5337,406655,23567,427752,25035,0,421,33782,3966988,335886,2261331,3587119,46003,5164576,13955,17604,111222,222961,1743878,26415,364188,398280,2069545,195502,4582348,515,246289,353,724792,67247,90133,250282,53034,7531,1415,566188,30751,47793,249010,16211,345975,12811416,8156,31186,5329378,159,0,61001,15236,49411,3236,8052,65274,7626,150,123456,112810,46523,1333834,15328,128281,214393,42317,66339,1036162,249816,4093,679392,68683,8847,3252
"4072_2",25102340,26226,65553,3663,27060,6624,8447,21710,61756,48924,596595,22147,94927,79681,173858,76739,4927,1436,241155,56796,449055,44802,37498,24646,74906,17242,57905,11273,3047,2479,56830,16784,31030,11071,5689127,9757,52869,30779,98196,933926,53658,13939,34893,1167456,354,450138,29204922,212146,651202,5071,1788232,4516,390472,19177,316690,34536,0,748,36900,30391,285384,1505976,3395738,39959,4692224,14741,21676,85193,197395,1630494,31276,303201,429501,2610196,157646,4379880,468,131686,1569,729495,35367,170139,223072,58136,6198,1372,628311,35561,46371,668406,13017,428261,13253921,14512,30461,6287266,122,0,55421,9227,33592,2476,12809,64554,2894,0,163412,120571,35209,1116905,14070,145558,311410,22208,148420,1072089,211656,2476,516804,59901,11861,2307
"4072_1",25808530,27680,95367,1141,6577,6561,7829,20307,74907,27570,415983,6933,303558,56572,155784,70189,12058,182,203233,33816,509188,15475,46318,19567,71028,15566,28709,2710,600,5078,47910,9988,4518,5487,6935922,7576,27518,28841,96102,651651,37816,10458,14954,1235401,494,541142,28512864,342040,538561,4560,113710,7499,487105,30304,355944,33830,559,287,17066,14298,341799,584732,4381858,29777,3932854,12555,16236,87817,684974,1022814,27101,346784,466040,2819441,197973,6062483,451,225915,303,776278,85188,157157,428718,58520,2246,790,833266,29288,57049,639494,12228,229402,14156750,12398,57102,7452646,0,0,52451,6969,24761,2630,12192,60423,5966,300,92069,97178,28646,277324,19159,147521,97794,39751,73958,454832,276347,1122,837621,59269,8038,4111
"4071_4",24626698,21350,95736,21874,4979,5049,8822,17777,73247,20183,538314,13253,297758,72855,170252,44663,3166,39325,57815,31569,284095,19684,37413,15089,75095,21611,52408,6925,5917,4137,30798,14954,9442,6826,6937866,8510,25937,32258,67347,667409,31944,14612,49618,840061,6876,625510,32409450,264069,316870,4874,279277,6583,322881,850,221874,24746,1353,596,42070,1701349,752413,765090,3191416,29836,4331077,9129,14363,89107,417332,1138190,36946,98583,407080,2317464,162546,6178946,491,162665,658,737157,190473,108341,7181294,58116,4471,320,305959,65103,31331,418237,15029,331417,9195555,9719,33793,7151429,0,0,50017,15137,1010,7418,6223,24764,30207,193,166248,75990,38129,551851,9053,135066,80497,24483,146497,1886545,328761,1836,713372,45736,10647,35246
