"","sample_id","GALACTITOL","MALIC ACID","HOMOCYSTINE","N-ACETYLTRYPTOPHAN","GLUTAMIC ACID","2-AMINO-2-METHYLPROPANOIC ACID","ELAIDIC ACID","ALLO-ISOLEUCINE","5-AMINOPENTANOIC ACID","BETA-LACTOSE","PANTOTHENIC ACID","ALLOTHREONINE","ALANINE","PYROGLUTAMIC ACID","ORNITHINE","PROLINE","TRIMETHYLAMINE N-OXIDE","PUTRESCINE","3-HYDROXYPROPIONIC ACID","1-AMINOCYCLOPROPANE-1-CARBOXYLIC ACID","CHOLINE","SERINE","4-AMINOPHENOL","CATECHOL","URACIL","CREATININE","BETAINE.1","4-METHYLCATECHOL","3-METHYLCATECHOL","TAURINE","5,6-DIHYDRO THYMINE","METFORMIN","PROPIONYLGLYCINE","CREATINE","ASPARAGINE","CINNAMALDEHYDE","5-HYDROXYINDOLE","1,5,6,7-TETRAHYDRO-4H-INDOL-4-ONE","HYPOXANTHINE","PHENYLACETIC ACID","TRIGONELLINE","2-AMINOBENZOIC ACID","1-METHYLNICOTINAMIDE","5-HYDROXYMETHYL-2-FURANCARBOXYLIC ACID","VALPROIC ACID","N-BUTYRYLGLYCINE","4-ACETAMIDOBUTANOIC ACID","DEOXYCARNITINE","GLUTAMINE","LYSINE","METHIONINE","4-ACETAMIDOPHENOL","3-AMINOSALICYLIC ACID","HISTIDINE","ISOVALERYLGLYCINE","CARNITINE","1,6-ANHYDRO-B-GLUCOSE","2-METHOXYCINNAMALDEHYDE","1,5-ANHYDRO-GLUCITOL","PHENYLALANINE","1-METHYLXANTHINE.1","3-METHYLXANTHINE","7-METHYLXANTHINE","4-HYDROXY-PHENYLGLYCINE","PYRIDOXAMINE","3-METHYLHISTIDINE","4-QUINOLINECARBOXYLIC ACID","AMINO(4-HYDROXYCYCLOHEXYL)ACETIC ACID","PHENOLSULFONIC ACID","SUBERIC ACID","ARGININE","INDOLEACETIC ACID","CITRULLINE","SEROTONIN","HIPPURIC ACID","THEOPHYLLINE","PARAXANTHINE","PROPYLPARABEN","TYROSINE","1-METHYLURIC ACID","2,6-DIMETHOXYBENZOIC ACID","4-PYRIDOXIC ACID","PHOSPHOCHOLINE","AZELAIC ACID","NEPSILON,NEPSILON,NEPSILON-TRIMETHYLLYSINE","INDOLEPROPIONIC ACID","HOMOCITRULLINE","5-HYDROXYINDOLE-3-ACETIC ACID","2-METHYLHIPPURIC ACID","1,7-DIMETHYLURIC ACID","INDOLEPYRUVIC ACID","ACETYL-CARNITINE","TRYPTOPHAN","XANTHURENIC ACID","INDOLELACTIC ACID","KYNURENINE","OMEGA-HYDROXYDODECANOIC ACID","PROPIONYLCARNITINE","5-HYDROXY-TRYPTOPHAN","N-ACETYL-TYROSINE","TRYPTOPHAN ETHYL ESTER","BUPROPION","CYSTINE","URIDINE","BIOTIN","SN-GLYCERO-3-PHOSPHOCHOLINE","PHENYLACETYL-GLUTAMINE","ADENOSINE","INOSINE","DOXYLAMINE","ASP-PHE","OCTYL GALLATE","GUANOSINE","OCTANOYLCARNITINE","5'-METHYLTHIOADENOSINE","N-ACETYLNEURAMINATE","DECANOYLCARNITINE","OMEPRAZOLE","NIFEDIPINE","LISINOPRIL","DILTIAZEM","3-HYDROXYINDOLE"
"161","4016_2",1145,2194,539,9324,105957,117323,113757,32533010,6732242,4445,286708,174243,620306,848285,182625,5803951,5921876,10088,34464,69499,4277994,40186,6394,42490,858793,1460937,16928,23265,78355,65958,48368,0,54651,575270,21372,11594,59385,35873,449406,127600,271026,44319,22453,98673,7892,18096,59692,507168,617773,377617,2809344,4952,51152,62452,18896,2727042,62269,15888,15055,17387894,9452,40218,58042,1518,126387,68515,10575,9969,50000,117058,407646,86037,69620,63067,446168,384002,2419773,1250018,6873012,17743,200604,37291,12043,577932,102383,98301,2760,7881,3374,46442,59508,904371,28778622,4596,43962,355192,12650,702494,31619,1134,23599,491,25226,50070,565,516198,540954,0,53947,94,28330,22150,26169,491450,20051,3808,6307,541,6198,155,586714,30280
"162","4016_1",1613,1877,133,12258,107189,192391,117674,38807264,8046499,4355,193375,245454,580187,978464,154163,5331484,4309962,9162,36918,75238,4784564,36464,7651,45817,654070,1539922,18208,24440,92921,34797,47709,0,49170,337067,20938,13144,54734,20736,471520,141196,244185,86300,27220,129100,8968,36751,70460,410268,641646,450383,2961865,4598,69879,52787,22735,2263548,68572,13412,14741,18307940,6666,27411,39550,4601,153101,47612,6938,5413,36736,143120,400754,93851,82005,59832,1003547,276173,1500835,1595397,7443788,11065,278211,34860,13308,772446,135688,96105,3745,5244,4127,19286,59858,553366,21104028,8081,33614,324027,37024,520076,35705,1253,23735,0,42057,58465,0,602927,769677,0,144651,256,27348,12636,27784,573829,20542,3647,12856,170,5689,0,727116,17314
"163","4015_4",1982,3158,537,6558,49638,191217,180686,26523052,6358272,4749,75426,173547,488309,680499,152180,5393156,2010869,7995,34383,60114,6529974,36754,16487,17914,583197,1246228,26530,14021,39535,50654,41183,0,45200,407976,17257,10748,34542,25448,307606,47959,282480,59313,13423,19257,8057,9554,44080,527234,650623,350920,2161736,36466,29286,52322,14794,2352158,76112,3960,12466,10213837,12998,28111,36690,2753,110286,52444,5626,12611,39567,20343,308095,71686,85439,66433,466435,209153,908244,319194,6203432,8808,52661,11923,6964,87350,59972,52466,3834,11267,777,26106,51837,1605644,19465224,4432,38271,269093,12018,399905,28825,1104,9730,176,25702,33186,0,299259,792608,8,53940,409,1547,9958,32769,1311754,12396,2085,2468030,457,5441,0,37932,6286
"164","4015_3",820,8501,333,7419,59235,242280,222768,31892426,6793074,4898,110923,235477,472338,739806,151449,4826954,1354151,8878,33246,62533,4885144,37092,14057,34051,630546,1642268,24063,14844,69749,43954,39440,0,39974,443178,18850,19325,36544,17785,314425,95508,219200,121628,11234,102204,10628,13951,43920,567893,643287,386284,2084069,7439,33857,56763,14921,2984902,60186,1777,13644,12520766,4844,19634,27473,2816,128517,62009,7535,13055,39379,34752,318840,91279,75650,61331,87452,165743,668609,428908,5581788,7947,122076,7052,9592,222960,87762,91553,2970,10129,462,28767,49956,2013944,19592390,1384,41067,317083,18487,271980,33367,1332,5502,261,32165,35841,373,417636,949614,9,219092,634,3328,3619,103800,950114,13081,4224,1625606,0,10058,0,138526,18374
"165","4001_3",6580,1716,3569,12157,112204,214895,27875,32747436,7393285,8448,46133,465096,694124,957773,140727,7133502,3537495,10691,55531,118065,5230876,71855,14053,11103,784023,925188,21216,1723,1659,38390,51524,0,40272,358162,39941,7002,33014,30898,648950,3050,353237,95977,3317,45361,27066,3794,64140,415086,1036469,247746,3333176,4423996,42997,44053,19161,3297654,119564,46937,34060,15198650,69336,88928,136323,5625,77301,23792,17249,20216,82952,19478,261828,55214,134242,57665,615177,820250,4001519,976844,9729719,23239,12056,6923,15943,2658,33241,227294,7906,10147,5464,26885,49054,449806,37404276,7642,43616,462047,8740,268564,36021,2029,22852,1981,30011,40970,1135,922549,931379,0,65927,15,646127,22019,10862,1635626,13769,36540,3993456,484,828,4,328,38836
"166","4015_2",412,7858,601,5558,75909,185558,175934,34431704,6630116,4330,68865,252497,443892,662773,160675,5794188,2636970,7865,33899,70797,4413492,34572,23891,33977,528581,1518636,22390,19331,38713,35677,37639,0,45947,554709,20217,13443,62134,24769,456181,61161,261439,123628,8220,52001,11074,12844,42069,486146,639359,305117,2216352,5998,43610,54124,24126,2431104,71029,16973,14049,11170362,22045,34531,57217,2477,102398,69361,6293,10987,17551,25964,314109,127493,85818,77026,74640,238347,1197291,499541,5180044,16144,59529,10520,9798,114309,132458,34840,4338,12031,125,30635,49408,1783477,18222780,966,38571,282064,48719,338569,30850,360,13972,658,27313,34221,725,366017,1895469,593,290033,380,3071,11780,88706,1007937,17564,4169,1860962,378,3329,0,67450,16221
"167","4013_4",15601,1703,955,15796,101722,167192,52021,30098690,5068362,10202,71758,345195,571103,738521,127849,5924221,2286975,8159,52366,71364,4873480,79754,13041,45945,641558,1081793,11018,9654,22139,34166,47905,538,40626,492439,32259,7320,22539,42832,724646,51161,263341,97943,6169,94693,33568,26226,51253,578601,955368,269932,1895042,6994,35854,45167,13719,4110994,123591,51153,27320,10309442,70663,145368,293038,16733,92184,43436,6810,6053,65059,46302,345178,42785,145973,50786,1749446,170249,1452494,355321,6545715,19970,211027,14988,22640,188133,39201,1066971,9599,10404,4277,16659,40903,329645,19259140,15805,46059,507437,127481,241785,39804,1090,14286,391,29288,42488,601,1151801,351189,0,129914,649,529735,49534,18616,708646,12205,37656,1660052,367,37850,290,157856,26740
"168","4013_3",732,2684,1774,18488,69853,191698,150771,30068556,6123666,10588,65897,368824,518668,1010757,219554,5924452,1566875,7977,65198,81920,4451692,46827,8291,67341,173375,1844974,21608,41366,36179,46555,74621,0,64762,757065,23113,24745,83348,35738,631109,58103,555051,69439,9163,40004,13214,21189,57834,783539,867358,756696,2640753,9103,84206,97145,21815,5339776,138394,22976,10339,13467140,40672,103050,211932,23495,170266,182385,9555,9153,578165,176134,478478,673191,134948,71352,1240531,266041,1251985,1347096,6420346,19140,582128,7910,46294,556782,107454,5197620,9528,21214,1765,20625,60837,178156,27535456,7023,255409,594447,30191,204466,54535,2798,61836,242,16349,41480,1249,2050492,323496,206,156878,554,33887,23842,29795,1088549,23862,3658,23831,4751,15877,196,119618,31168
"169","4013_2",1438,7069,1736,22280,77612,203183,125356,29215582,6632536,10630,109509,251396,507829,1056681,226245,5920836,3142696,8588,66400,81197,4281352,52935,2585,66170,0,1720202,20404,51138,42095,45073,68720,0,65723,704814,24670,21030,56341,36487,632253,70027,637915,66305,5543,88859,12053,25220,56872,676349,925583,708403,2452283,6312,84069,93953,22330,4455458,139290,10778,11956,13553397,71962,150694,345668,23133,161780,88907,9293,7992,508572,288185,474343,610180,117505,72326,1823830,301538,1724560,1481684,6485629,19808,1058618,6293,62191,932381,57843,9261459,9774,15470,2638,30425,46642,41292,24274922,10395,207413,480416,36837,66178,51977,1569,59725,454,22899,36924,1421,2690870,279308,6,415643,113,27037,22842,80536,599739,23135,2127,14408,4644,17846,245,243939,22171
"170","4013_1",1209,4909,419,20166,77422,201269,271425,28897042,6803976,9999,116625,222489,514590,1092132,222327,5139076,8268900,8447,71021,76151,4085460,51798,7434,76724,125840,1372956,19584,54281,44300,54404,80690,0,53585,674235,24732,24913,93762,30803,652668,75829,851477,132311,7288,69734,13278,22179,72514,706404,802874,746202,1638347,6562,85926,89719,22621,3737417,138255,11039,11814,15511797,76649,155517,284067,23345,174458,77982,8969,6072,43526,291541,486136,651956,122359,71866,868486,317127,1679398,863231,7225935,25586,1041405,30009,38327,938136,46454,4958648,6516,18260,902,51011,50712,67472,27546670,6191,215284,582554,31462,121245,10355,3538,53035,0,24063,50639,259,1862414,612678,7,287007,407,29586,24969,74184,866715,25743,4087,18778,2193,19251,0,234297,38775
"171","4012_4",4433,13346,4,13222,155441,146691,79176,38634544,7661820,4340,113020,186777,576519,782076,185158,6900710,1159934,7375,37532,78178,5872006,36239,6608,33700,957593,1395839,26308,28457,75801,41795,39239,0,46167,462412,20358,17673,46983,19050,602902,99017,326376,76314,4648,91577,9030,21203,35976,378561,623250,382382,2860514,24420,57565,62390,16082,2957948,62577,13624,11194,18222224,24254,73215,56485,1311,128232,27827,8089,17436,84456,66603,313105,40060,91237,51560,224981,483955,3018746,1315538,7987898,31016,188411,5246,9923,378047,76370,198954,2154,8712,596,26921,52720,997459,36135064,3599,62054,383805,8997,576293,29981,3168,13632,221,30576,63444,451,397660,323621,0,422471,482,25745,71604,147695,556522,17490,3068,19331,338,9865,0,331023,25133
"172","4012_3",868,2149,503,11251,132811,122980,177922,34136084,6856210,5433,128387,171534,479231,776134,176327,5872144,1633891,7080,37358,71277,4810266,36840,5788,44837,795836,1444720,21193,14174,86836,36652,41625,0,39705,384060,19425,18528,48588,16682,891242,141797,266467,95702,7050,142909,8755,23732,37335,390549,633495,300080,2137892,5283,46821,50192,17132,3104767,68417,2991,12067,14365323,37865,89051,89741,7762,106189,33555,8442,15249,146862,101386,341775,44933,78844,47594,189033,481342,2826628,1290909,6563370,30634,213629,5647,10463,580119,71843,78059,1659,8788,1364,54047,56506,1173618,29316202,1835,57976,360243,46843,554204,30706,3959,23190,225,31702,48877,0,422882,458075,0,238711,239,23735,48300,36110,593496,12868,3762,18478,0,11109,0,549877,14562
"173","4012_2",5751,955,548,9301,123995,105961,355597,33421366,6732912,3589,92295,187162,575082,845512,175975,7805273,960638,7093,34842,71223,4550966,38435,3395,26556,999578,1640794,28172,24557,57706,48946,41144,0,30366,372370,18951,13757,38059,34258,576676,80432,301398,77891,5489,109503,9181,16679,30523,441990,648536,320297,2183547,9081,40924,57696,15753,3443980,67779,14264,15272,14800331,16488,46219,46511,8187,103101,36026,7412,18418,49622,53459,305944,33133,88880,31233,183404,222232,1250320,1152330,6561209,15875,122734,4062,10280,281226,73839,120835,2918,8705,2264,23718,58447,1129102,30827416,2211,56395,332951,30860,455086,29901,2076,19770,506,28826,43930,801,470279,152108,0,55794,253,26920,45491,13094,581088,12346,2452,31384,262,6541,0,241048,21760
"174","4012_1",1286,7386,455,10052,163926,135909,122501,34086340,6323525,3932,98779,260438,603822,793102,177453,5883836,1522200,6908,39503,79504,4792236,35244,4454,32806,459566,1466846,17095,15630,60921,47287,41035,0,32094,489748,18605,15191,48447,20716,709324,94764,262422,39138,4174,85851,7383,20431,31984,427240,594505,337395,2713396,10092,52485,62721,15678,3530563,63051,14413,12396,16366470,22647,55724,44679,4427,127934,31669,7860,13529,70700,84831,319277,38317,93763,51492,208500,320254,1283410,949697,6781138,19741,172348,3140,11947,419588,80624,40359,3247,8636,227,19494,59231,893720,32772978,4380,55419,338740,26734,495919,30339,1847,13405,0,33600,50340,0,534612,413713,0,276739,365,31479,17055,83100,436926,14612,5796,10583,4096,7359,0,443516,18644
"175","4010_4",3344,1847,3151,20443,221340,194857,146109,34869564,7968341,11271,364834,228482,600506,992080,221997,6520795,2172207,8977,72815,90053,6299082,41333,10306,55191,198164,1834519,35582,72674,129996,26043,69528,0,59677,515959,21693,36563,104857,32296,1553128,159639,532116,162710,9556,147188,15685,43155,76492,496011,635476,720231,1937216,8150,135329,92124,32363,3888499,144526,24413,17820,18219054,41026,74268,130168,6956,165626,75358,11840,14313,101713,719598,540862,1523675,121193,252160,3459385,696838,3750375,2252428,9816593,18905,2087177,99862,42165,2351276,47277,728082,5047,20821,12760,105335,55435,131585,38008312,14380,247487,593000,37747,230346,66917,2367,44831,14,21882,53115,3269,1911640,861431,0,15849,692,21399,20525,0,759033,14460,3980,9886,3326,37972,261,702536,60033
"176","4076_1",1114,8725,512,12954,44644,205295,193956,33424056,6807066,3534,69155,170848,541598,923894,181086,4170583,648493,9054,31577,65357,6200600,35151,3193,40211,701903,1426950,40241,22731,53984,28814,45747,0,44751,136198,26387,20992,25235,13305,331939,73454,245207,117875,4339,79940,10524,36401,46121,414414,763355,308501,2844872,15263,47983,58272,13978,1770627,57710,8468,13336,14131608,392,802,4975,4687,105600,19635,9201,3236,40739,29237,345397,31372,95861,92284,219960,26182,35,650989,7957939,1722,100811,4513,8551,161050,53561,202691,3815,10789,242,11200,52197,671548,27891370,3018,46219,440212,9968,249304,39129,1679,2003,9,27999,58613,418,345494,233198,0,338095,801,3932,10089,102269,1718548,13835,1973,3175666,0,7283,0,110372,18225
"177","4075_4",983,1686,1333,12423,113082,133349,237938,28249256,5750252,9912,158411,278728,674440,1245665,266675,4435076,1931816,9525,69033,90454,5048231,45980,452,40475,835055,1441012,37610,81083,72015,98487,124315,0,58533,922799,25548,28528,83220,37605,902886,116855,284750,123754,9542,93320,12541,60107,77997,509649,791946,970603,1255581,6307,84741,86890,22032,3757690,140878,21426,15640,17273594,6206,31622,89325,1850,233006,55953,6158,15513,225788,559141,511430,712209,95922,61628,1583926,42461,111286,3318083,8126639,6034,1379724,36443,38589,1903433,70098,180280,3657,10854,5231,108699,52698,37369,21416184,8127,81545,325833,48611,143431,34242,11689,12216,697,20892,44637,511,1750024,815186,232,19458,302,83932,2265,8945,1295154,19766,4570,23882,2998,22030,259,535725,49512
"178","4075_3",1243,6704,1558,11484,69992,230188,149047,25802794,6801136,10574,88816,332827,515436,1057236,171397,4358346,1384401,9391,68265,81456,4706462,46242,3592,37478,328369,1269281,38565,68769,46870,42174,123373,0,52914,978344,26231,21005,53621,40571,549080,82347,546565,113687,8705,83981,19765,28218,69163,675175,810350,856086,1405186,5132,78280,87114,21412,6803518,143124,21822,17134,15934454,238,4517,19041,2132,212926,81295,5336,50937,468650,282582,442223,284049,96374,55521,807613,56777,272229,2080483,6833469,5020,769951,30020,38554,870461,62131,708633,4289,17089,1390,32201,55321,154937,21311124,5829,76661,279660,37784,148184,31253,1576,13143,176,18098,39157,676,1716559,383203,0,103993,159,33984,4992,52915,4721336,17072,2598,92721,4810,13565,281,236701,14724
"179","4075_2",719,8133,591,7919,89859,310573,39819,36248704,6744872,10412,70051,338813,599084,804489,97057,6491113,1262317,6369,62945,82971,5208004,76859,5531,35730,793903,1016502,20598,28289,31004,27386,93335,0,50382,917245,32472,7027,38800,43051,698558,68567,201182,70903,8936,80675,34964,39561,63092,779520,915910,330879,2669828,3615,44578,35442,18752,6505944,132665,59232,37057,15513753,21196,77079,160905,6382,120800,25710,6962,46151,38527,62827,286694,36540,130980,27783,124090,89410,495945,1325760,9476718,7050,211394,21110,22403,255404,34044,63294,5595,12258,126,17571,37399,437091,28013070,1529,26737,451827,14507,281060,31745,10839,3090,2128,52671,52194,800,1395172,711418,0,402029,716,556071,11594,85409,8784104,13280,40069,19202066,504,34742,414,211656,24554
"180","4075_1",592,12652,1421,10999,60511,180709,205723,26492288,5619340,9783,124572,264205,518049,1027727,173643,4390727,1134401,8969,72494,71399,4425247,50004,872,64228,3515,1354313,41230,74668,66612,30784,95639,0,46136,826392,24333,21479,87273,33016,566536,125879,352308,60804,10007,124179,16933,54070,64718,771999,853538,920292,2733689,6325,91471,96356,18372,6195298,128872,18829,15984,17444064,0,3074,15085,827,216875,37540,5749,44301,511471,559512,523525,254115,105124,51577,145635,49770,227127,3051843,7974274,3069,1406259,8560,42456,1855097,30441,214389,3142,14233,1150,114919,50444,64020,22086124,999,59475,281507,49692,130604,32101,827,19205,0,19274,36810,522,2106329,1117475,0,566785,147,36208,19755,130125,4459579,19307,1428,132275,3426,16255,282,519467,40022
"181","4074_4",526,461,1280,7337,388895,262047,24681,38246004,8192724,10541,78775,265625,502675,1314478,311215,10062765,2106523,9223,50028,109547,9118278,54978,6846,34157,2011760,1084410,29784,24469,26137,276110,62290,0,44397,596387,27531,8998,65894,35626,2081271,70039,301257,74714,4773,134841,24643,49207,38196,375343,860486,377212,1980172,7189,92826,48406,15411,1612081,129195,39080,16961,17205362,1324,12265,16830,4588,113896,77527,8818,7997,78306,93343,226124,50922,172896,29704,814696,71435,298957,552492,6469286,8506,164781,5026,11052,250397,69021,136591,5465,29124,1800,17682,66011,733955,25027360,7569,46290,492138,47939,364157,51407,777,11508,778,25286,65631,875,421000,860120,0,81823,415,1770466,23135,17862,1026960,17543,55093,2250069,171,47939,0,317175,26958
"182","4074_3",2235,3762,113,9030,147014,204219,26055,32990470,5640649,9200,59430,219301,458167,846792,169336,10194257,1460949,6715,58943,79816,5240138,44039,7102,26238,791481,1122067,29346,11734,21101,38636,70789,318,40648,511865,21731,18004,43497,38632,1181628,72884,300406,34958,2505,117943,20031,39569,37373,372606,831161,373935,1851918,2705,65099,39971,14658,2113604,132899,39617,17491,12690875,0,5972,15255,5361,113340,33766,7514,9708,105829,92590,308825,33621,154418,29061,315117,35934,37875,1836779,5831426,4069,400747,5492,23656,210977,65307,134559,6436,11758,411,24254,42645,51704,21812398,3552,39155,464516,47152,96329,41242,634,9766,886,27766,35587,0,1223032,1022649,326,326296,245,460771,8625,43281,712670,15616,34604,1715190,643,33554,105,347580,30437
"183","4074_2",2326,5403,634,7753,153253,227856,20904,35635188,6611858,8413,46184,212378,463044,824198,214214,11637458,1150592,9593,52859,83041,5292034,44612,12194,23173,613169,1340526,35279,9985,14582,28476,60152,0,41988,646956,25134,7854,48859,42497,718738,51868,371661,64068,5862,90851,19444,25315,44953,454034,942176,400696,1948008,2636,59145,39333,11953,2449646,132599,41598,14996,11810702,2162,5667,13787,1979,118225,39424,8784,15426,168289,49025,378112,35607,193270,37762,985088,44135,77641,971701,5804764,1480,115601,7055,11022,88826,72319,158422,10397,9788,937,6453,59783,717883,23916902,8389,46441,479367,51481,283727,36313,1199,17701,442,26448,30498,1143,640848,690044,0,425741,638,191704,15635,83811,755748,16769,15624,1898102,0,31885,0,101098,15023
"184","4074_1",1239,9124,839,8787,167397,167213,34433,34813952,7448372,9148,43878,362950,573527,820864,183195,15316097,951933,5862,50684,101114,6447783,44370,5924,32112,323894,1353781,33592,23839,17961,63618,53685,0,40999,468265,30075,9287,24973,43369,799988,57585,434687,33467,3947,100520,87039,35773,49363,491556,927548,383777,2166145,2700,53102,48006,15792,2266829,125096,40073,14978,14608245,31587,36273,96880,3313,125156,47178,9482,14379,42521,60019,335438,25507,201564,40046,656067,108981,421383,704877,7268382,8747,173631,4103,16561,126091,67699,41502,9525,13074,2648,12090,63570,302566,28865930,6193,44726,494760,44837,216267,39345,1123,9670,351,31130,26007,1762,855743,232605,2327,737192,224,231905,17458,167606,828200,17738,32260,2035743,113,39316,0,151308,22089
"185","4073_4",1622,2020,1105,20551,112558,159290,176027,28166998,5227774,9868,117374,214560,596569,1467799,245424,5604932,1465548,9796,70182,79183,4242162,57976,1678,73561,1030414,2119542,22308,71143,70557,77091,90635,0,65712,439843,27104,21742,70612,26863,895202,112085,372934,153158,5290,120748,14845,58880,69820,559396,945301,761224,1074434,6184,95587,92753,24452,4519588,133379,21183,11338,14882900,299,1620,9003,6386,168699,38248,8091,22211,262425,590133,434980,306232,131783,287355,1575851,26189,278,1665097,6138051,6091,1349296,7989,37244,2016778,36791,2307743,5955,23239,2524,117835,46771,60079,22476900,9902,146238,337545,52057,94970,50082,1019,6017,1361,22633,66879,3161,1638008,1154507,183,39487,198,38214,3487,12016,1142256,17892,4699,19689,3962,25393,4,586105,33765
"186","4006_2",999,5491,2512,16915,84447,118440,229126,25808034,5354628,11132,166873,209278,549026,999699,239092,5792236,1174837,10608,67329,72013,4091624,39344,7950,38890,47774,1806886,22305,56300,62693,40394,61446,0,50129,704634,20645,22158,44330,21800,724743,97618,445080,139241,9366,90161,15176,17979,58441,513855,825370,771091,1710575,6708,75901,85127,18642,4861446,159652,23747,14925,13874778,235352,227745,569113,5822,170472,37401,8822,7365,376339,553373,510582,408298,125814,172871,591006,647360,2204861,261689,7949972,25963,1330055,17636,48598,1713830,49486,4291445,4514,15611,1335,89513,52357,78590,25371408,5209,126763,405265,66894,87584,51556,2663,84523,86,18807,40572,823,2044167,202890,311,165275,924,29183,20788,52385,719639,19326,3461,14219,5728,18782,129,488118,17886
"187","4073_3",2595,2105,2108,18638,169786,160605,266059,25676778,5081248,8663,130051,218494,536759,1500360,310873,5184931,2886080,10215,62839,85683,4464315,50467,192,94104,1461628,1722886,17580,74968,107839,84912,72021,0,53311,373074,29552,32438,74774,39009,1210690,148930,375986,100362,5934,140832,12015,65778,78674,515674,947030,724305,958859,6691,87010,100482,22815,4203973,131777,3863,11880,13529294,1471,14816,33328,2332,161587,34163,7522,22360,374431,851728,357021,252846,136688,224454,1136042,27760,32004,1029435,6106590,7163,1598096,8952,37471,2718668,37209,1358694,11142,21353,2464,143368,55232,188818,21122446,5992,116818,308821,89189,154742,29288,1120,6599,757,22386,65213,1072,1484628,1499442,2964,44618,380,24403,4550,9993,1169779,16904,7230,13929,3459,53786,281,855629,46640
"188","4073_2",1909,1913,2037,15083,137387,152177,87843,25457298,5409714,9432,83460,215187,551740,1571522,281439,5102188,2384360,10279,62952,83317,4927872,48422,2690,32750,1388032,1763974,20171,61758,64232,98849,77449,0,57567,394782,27872,25863,77461,29845,710260,105288,336035,106106,3942,78493,13197,45400,74480,445897,931157,736552,862224,5384,89089,93617,21836,3386797,126485,10939,9584,14413756,413,1926,15779,5515,162978,28768,9232,18165,415090,603130,333967,184920,111939,186395,1146695,25773,0,1675358,5363612,6033,1143386,11558,42635,1857492,54836,1633324,8297,21851,403,34153,51238,81644,20055710,6783,99049,533613,22476,85560,54432,2171,5130,0,16379,52357,2372,1816555,824124,282,13706,126,42617,1323,7143,727622,20122,7093,12358,4707,32338,181,573576,18528
"189","4073_1",3344,1595,642,17080,140489,151702,202711,28099226,5669804,9182,118781,204149,611121,1598254,306671,5278498,1781120,9646,68339,81260,5046540,59416,0,76289,1293460,1848344,29453,67902,63924,89772,84145,0,52126,398348,25277,23749,114929,36328,763246,119392,385644,139192,4316,89490,12652,49752,73965,441370,955192,728212,887396,10340,92243,94413,27315,3368451,130865,18209,11526,14863810,10471,20763,59777,5912,156243,44464,8461,16768,333333,571089,409109,533931,152095,210377,3746048,25755,75263,1577422,6336620,5180,1260694,13091,40171,1896696,34444,1450051,9664,24493,7335,88746,44071,41766,24602552,15317,145763,367035,27633,94346,47307,2815,6981,375,22992,60892,3754,1940935,2247084,933,11602,145,56385,0,3526,868836,17652,6269,17126,4411,27372,122,538087,38881
"190","4072_4",2699,16111,0,21680,58956,125376,138485,30423508,5458740,4616,113493,201709,475413,1126883,195209,5808798,1627078,16517,33447,74755,5000804,27506,832,29833,881155,1669892,27684,24001,54678,41543,52773,0,41094,237789,26525,17101,34933,29431,651416,76416,256873,95891,22319,67715,13008,28697,55715,450973,870891,419720,2529680,5190,50537,54432,13642,3206534,65149,2741,10327,13968474,1076,7602,14960,4773,141001,29772,10840,6375,81242,46252,401474,103418,126938,256354,1041481,138270,302508,1849480,6200088,3270,160557,37546,15644,241983,58917,514148,16708,11433,2706,14349,54751,930812,24875408,7708,41273,498661,9601,310184,48258,6745,4014,188,28678,65709,0,628504,707445,192,465061,308,28606,16029,179637,1284425,14822,2610,64884,0,8586,0,208990,22213
"191","4072_3",353,8156,1415,15236,67247,154352,246289,28296148,5298981,4011,123456,206400,429921,1082101,195502,4582348,1036162,15328,34026,64432,5164576,31186,559,46003,679392,1743878,25035,29047,80772,42317,48210,0,46523,222961,22595,17604,30151,33715,566188,112810,249816,64838,28407,104125,8847,33782,55817,474209,724792,398280,2069545,10286,50921,53034,16211,3587119,64797,61486,11046,12811416,51,4183,7446,3389,128281,31233,9700,5337,6581,65274,406655,75346,111222,214393,250282,66339,164181,1333834,5329378,4505,179813,30125,13955,427752,61001,187985,7531,9564,1960,28180,47793,1727042,18348932,3252,30751,345975,9691,335886,41775,49411,4093,421,26415,68683,0,556364,1936654,0,249010,515,23567,7626,90133,2261331,13778,3236,3966988,150,8052,159,364188,39356
"192","4072_2",1569,14512,1372,9227,35367,173858,131686,29204922,5689127,5071,163412,212146,450138,933926,157646,4379880,1072089,14070,37498,65553,4692224,30461,3047,39959,516804,1630494,34536,16784,74906,22208,53658,0,35209,197395,26226,21676,30779,21710,628311,120571,211656,76739,27060,98196,11861,36900,57905,449055,729495,429501,2610196,11273,56796,58136,13017,3395738,61756,4927,8447,13253921,3663,17242,34893,2479,145558,24646,11071,4516,56830,64554,390472,79681,85193,311410,223072,148420,596595,1116905,6287266,6624,241155,31030,14741,316690,55421,94927,6198,9757,1436,48924,46371,1167456,25102340,2307,35561,428261,22147,285384,52869,33592,2476,748,31276,59901,0,651202,1788232,354,668406,468,19177,2894,170139,1505976,13939,2476,30391,0,12809,122,303201,44802
