"","Acidaminococcus_fermentans","Acidaminococcus_intestini","Actinomyces_odontolyticus","Adlercreutzia_equolifaciens","Alistipes_finegoldii","Alistipes_indistinctus","Alistipes_massiliensis","Alistipes_onderdonkii","Alistipes_putredinis","Alistipes_senegalensis","Alistipes_shahii","Allisonella_histaminiformans","Alloprevotella_rava","Anaerostipes_butyraticus","Anaerostipes_caccae","Anaerostipes_hadrus","Anaerotruncus_colihominis","Anaerovorax_odorimutans","Bacteroides_barnesiae","Bacteroides_caccae","Bacteroides_cellulosilyticus","Bacteroides_clarus","Bacteroides_coagulans","Bacteroides_coprocola","Bacteroides_dorei","Bacteroides_eggerthii","Bacteroides_faecichinchillae","Bacteroides_faecis","Bacteroides_finegoldii","Bacteroides_fragilis","Bacteroides_intestinalis","Bacteroides_massiliensis","Bacteroides_nordii","Bacteroides_ovatus","Bacteroides_pectinophilus","Bacteroides_plebeius","Bacteroides_salanitronis","Bacteroides_stercoris","Bacteroides_thetaiotaomicron","Bacteroides_uniformis","Bacteroides_vulgatus","Bacteroides_xylanisolvens","Bifidobacterium_adolescentis","Bifidobacterium_bifidum","Bifidobacterium_breve","Bifidobacterium_dentium","Bifidobacterium_longum","Bifidobacterium_pseudocatenulatum","Bifidobacterium_stercoris","Bilophila_wadsworthia","Blautia_coccoides","Blautia_glucerasea","Blautia_hansenii","Blautia_luti","Blautia_producta","Blautia_stercoris","Brachyspira_aalborgi","Butyricicoccus_pullicaecorum","Butyricimonas_virosa","Butyrivibrio_crossotus","Carnobacterium_divergens","Carnobacterium_maltaromaticum","Catabacter_hongkongensis","Catenibacterium_mitsuokai","Christensenella_minuta","Cloacibacillus_evryensis","Cloacibacillus_porcorum","Clostridium_algidixylanolyticum","Clostridium_aminophilum","Clostridium_bartlettii","Clostridium_bolteae","Clostridium_cellulosi","Clostridium_chauvoei","Clostridium_citroniae","Clostridium_clostridioforme","Clostridium_disporicum","Clostridium_fusiformis","Clostridium_glycyrrhizinilyticum","Clostridium_hathewayi","Clostridium_innocuum","Clostridium_lactatifermentans","Clostridium_lavalense","Clostridium_leptum","Clostridium_methylpentosum","Clostridium_neonatale","Clostridium_nexile","Clostridium_paraputrificum","Clostridium_propionicum","Clostridium_ramosum","Clostridium_scindens","Clostridium_spiroforme","Clostridium_stercorarium","Clostridium_symbiosum","Clostridium_xylanolyticum","Clostridium_xylanovorans","Collinsella_aerofaciens","Collinsella_tanakaei","Coprobacillus_cateniformis","Coprobacter_fastidiosus","Coprococcus_catus","Coprococcus_comes","Coprococcus_eutactus","Coriobacterium_glomerans","Dialister_invisus","Dialister_propionicifaciens","Dialister_succinatiphilus","Dorea_formicigenerans","Dorea_longicatena","Eggerthella_lenta","Eggerthella_sinensis","Enterococcus_avium","Enterococcus_faecium","Enterorhabdus_caecimuris","Escherichia/Shigella_coli","Eubacterium_biforme","Eubacterium_coprostanoligenes","Eubacterium_cylindroides","Eubacterium_desmolans","Eubacterium_eligens","Eubacterium_hallii","Eubacterium_limosum","Eubacterium_oxidoreducens","Eubacterium_ramulus","Eubacterium_rectale","Eubacterium_siraeum","Eubacterium_tenue","Eubacterium_ventriosum","Eubacterium_xylanophilum","Faecalibacterium_prausnitzii","Flavonifractor_plautii","Fusicatenibacter_saccharivorans","Fusobacterium_mortiferum","Fusobacterium_varium","Gordonibacter_pamelaeae","Haemophilus_parainfluenzae","Holdemania_filiformis","Hydrogenoanaerobacterium_saccharovorans","Intestinimonas_butyriciproducens","Lachnospira_pectinoschiza","Lactobacillus_delbrueckii","Lactobacillus_gasseri","Lactobacillus_mucosae","Lactobacillus_reuteri","Lactobacillus_rogosae","Lactobacillus_sakei","Lactobacillus_salivarius","Lactococcus_lactis","Lactonifactor_longoviformis","Megamonas_hypermegale","Megasphaera_elsdenii","Megasphaera_micronuciformis","Mitsuokella_jalaludinii","Odoribacter_laneus","Odoribacter_splanchnicus","Olsenella_uli","Olsenella_umbonata","Oscillibacter_valericigenes","Oxalobacter_formigenes","Parabacteroides_distasonis","Parabacteroides_goldsteinii","Parabacteroides_merdae","Paraprevotella_clara","Paraprevotella_xylaniphila","Parasutterella_excrementihominis","Parvimonas_micra","Pediococcus_acidilactici","Phascolarctobacterium_faecium","Phascolarctobacterium_succinatutens","Prevotella_copri","Prevotella_stercorea","Pseudobutyrivibrio_ruminis","Pseudoflavonifractor_capillosus","Rikenella_microfusus","Roseburia_faecis","Roseburia_hominis","Roseburia_intestinalis","Roseburia_inulinivorans","Rothia_mucilaginosa","Ruminococcus_albus","Ruminococcus_bromii","Ruminococcus_callidus","Ruminococcus_champanellensis","Ruminococcus_flavefaciens","Ruminococcus_gnavus","Ruminococcus_lactaris","Ruminococcus_obeum","Ruminococcus_torques","Selenomonas_bovis","Slackia_isoflavoniconvertens","Sneathia_sanguinegens","Solobacterium_moorei","Streptococcus_anginosus","Streptococcus_australis","Streptococcus_gordonii","Streptococcus_mitis","Streptococcus_mutans","Streptococcus_oralis","Streptococcus_parasanguinis","Streptococcus_pasteurianus","Streptococcus_pleomorphus","Streptococcus_salivarius","Streptococcus_thermophilus","Subdoligranulum_variabile","Sutterella_stercoricanis","Sutterella_wadsworthensis","Terrahaemophilus_aromaticivorans","Turicibacter_sanguinis","Varibaculum_cambriense","Veillonella_parvula","Veillonella_ratti","Victivallis_vadensis","Xylanibacter_oryzae"
"SC024-T2",0,0,0,0,0,114,0,0,489,0,0,11,0,0,0,130,0,0,0,0,0,0,0,0,0,137,0,0,0,19,0,393,0,73,0,852,0,0,0,1685,1332,176,0,0,0,0,90,0,0,0,0,0,0,297,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,46,0,0,9,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,177,0,0,17,0,0,0,34,0,1541,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,132,266,0,0,0,0,0,124,0,0,0,0,0,0,0,770,0,0,207,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0
"SC024-T3",0,0,0,0,0,113,0,0,391,0,0,0,0,0,0,22,0,15,0,0,0,0,0,0,0,41,0,0,0,191,0,196,0,21,0,194,0,0,0,1428,1293,55,0,0,0,0,181,0,0,0,0,0,0,87,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,30,0,0,6,0,0,0,0,0,28,0,0,11,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,188,14,0,0,0,14,0,0,0,0,0,0,336,27,0,9,0,0,0,63,0,987,160,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,50,68,0,0,0,0,0,26,0,0,0,0,0,0,0,456,0,0,1149,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
"SC024-T4",0,0,0,0,0,117,0,0,377,0,0,0,0,0,0,42,0,7,0,0,0,0,0,0,107,40,0,0,0,34,0,243,0,76,0,306,0,0,0,1823,1301,249,0,0,0,0,220,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,141,0,0,0,0,0,0,0,151,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,386,6,0,0,0,0,0,0,0,0,47,0,213,0,0,0,0,0,0,39,0,1426,102,215,0,0,11,0,0,0,6,0,0,0,0,0,173,0,0,0,0,0,304,0,0,0,106,0,0,327,0,0,0,0,0,0,0,0,0,0,73,142,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,507,43,0,0,0,0,0,0,0,0,0,0,20,0,0,72,0,0,0,0,0,0,0,0,0,0,0
"SC024-T5",0,0,0,17,0,107,0,0,495,0,55,0,0,0,0,19,0,0,0,0,0,0,0,0,0,63,0,0,0,55,0,762,0,25,0,557,0,0,0,849,1438,0,0,0,0,0,276,0,0,68,0,0,0,198,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,402,0,0,0,0,0,0,0,271,0,0,120,0,0,29,0,0,0,6,0,0,0,0,0,0,57,69,0,0,0,0,0,0,513,0,0,0,0,0,0,0,0,0,0,0,337,0,0,23,0,0,0,49,0,915,154,399,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,133,0,0,290,0,0,0,0,0,0,0,0,0,0,65,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,15,0,1003,293,0,0,0,0,0,0,0,0,0,0,11,0,0,61,0,0,0,0,0,12,0,0,0,0,0
"SC024-T6",0,0,0,6,0,116,0,0,249,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,0,0,0,129,0,0,0,461,414,295,0,0,0,0,83,0,0,91,0,0,0,579,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,221,0,0,114,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,227,0,2274,132,167,0,0,0,0,4,0,0,0,0,0,0,0,141,0,0,0,0,0,246,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,431,93,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,579,164,0,0,0,0,0,0,0,0,0,0,8,0,0,104,0,0,0,0,0,0,0,0,0,0,0
"SC025-T1",137,0,0,0,0,88,0,0,17,0,0,0,0,0,0,119,0,0,0,0,59,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,173,0,0,50,0,0,0,22,144,64,0,0,0,0,446,0,0,0,0,0,0,0,0,37,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,19,0,187,0,0,66,40,104,0,0,0,2058,103,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,140,0,253,0,0,0,0,148,0,55,43,0,0,0,0,0,0,0,284,0,421,0,0,0,359,62,0,332,0,0,0,50,0,0,0,0,227,254,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,0,0,0,0,0,0
"SC025-T2",162,0,0,0,0,95,0,0,0,0,0,0,0,0,0,108,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,100,0,0,157,0,0,0,0,78,122,0,0,0,0,392,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,62,0,254,73,0,257,0,37,0,1602,71,0,0,0,0,0,11,0,9,44,0,0,0,0,0,0,0,0,0,0,234,0,756,0,0,0,0,348,0,0,41,0,0,0,0,0,0,9,336,0,573,0,7,0,549,0,0,0,0,4,0,45,0,0,0,0,180,22,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0
"SC025-T3",512,0,0,0,0,177,0,61,0,0,0,0,0,0,0,0,0,66,0,0,422,0,0,0,0,0,0,0,27,711,0,0,0,129,0,0,0,0,0,441,0,0,0,0,0,0,0,0,0,70,0,0,0,1474,0,0,0,13,0,0,0,0,82,1596,0,0,0,0,0,0,27,0,0,0,183,0,0,0,0,0,0,0,0,10,0,0,0,12,0,63,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,400,0,0,488,0,0,69,0,16,0,23,0,1022,227,156,0,0,28,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,916,0,0,0,0,18,0,665,0,0,93,0,0,0,0,0,0,0,83,0,229,0,0,0,58,246,0,44,0,0,0,54,0,0,0,0,1620,306,0,0,4,0,0,0,0,0,0,0,0,0,0,23,0,0,0,156,0,0,0,0,0,0,0
"SC025-T4",178,0,0,0,0,166,0,98,0,0,0,0,0,0,0,0,18,57,0,0,311,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,217,0,0,53,0,0,0,0,96,76,30,0,0,0,795,0,0,0,0,0,0,0,0,35,1313,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,21,0,28,0,0,0,0,0,0,0,46,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,241,0,0,57,0,76,0,3,0,1676,110,53,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,184,0,169,0,0,31,0,374,0,0,57,0,12,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,307,0,0,0,0,624,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0
"SC025-T5",70,0,0,0,0,80,0,0,0,0,0,0,0,0,0,245,0,60,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,510,0,0,0,73,220,454,0,0,0,0,679,0,0,0,19,0,0,0,0,0,1705,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,23,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,469,0,0,226,0,0,51,0,71,0,0,0,1531,80,70,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,33,0,17,0,0,0,131,0,0,58,0,0,0,29,0,0,0,0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,18,0,0,0,0,0,0,0
"SC025-T6",0,0,0,0,0,78,0,26,0,0,0,11,0,0,0,99,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,204,0,0,0,28,174,170,43,0,0,0,563,0,0,0,0,0,0,0,0,0,815,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,20,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,188,8,0,76,0,66,65,0,640,0,112,0,1718,78,123,0,0,0,0,0,35,0,55,0,0,0,0,77,0,0,0,0,0,112,0,202,0,0,36,0,216,0,0,53,0,0,0,0,0,0,0,305,202,1153,0,0,0,209,16,0,310,0,0,76,110,0,0,0,0,554,31,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,379,0,0,0,0,0,0,0
"SC028-T1",0,0,0,0,0,0,0,0,311,0,0,18,0,0,0,604,0,0,0,130,0,0,0,0,345,0,0,0,0,0,94,0,0,0,0,0,106,0,0,219,0,0,767,31,0,0,893,440,0,0,0,0,0,321,0,34,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,25,0,42,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,143,0,0,0,161,0,0,0,0,0,0,0,0,0,0,29,323,0,0,0,0,0,0,38,0,3127,32,66,0,0,0,0,0,0,0,287,0,0,0,0,105,0,45,0,0,0,0,0,0,0,6,0,0,132,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,110,0,0,0,0,0,0,159,117,0,0,0,0,0,0,0,0,0,10,57,0,0,0,0,180,0,318,0,59,0,0,0,0,0
"SC028-T2",0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,762,0,0,0,66,0,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0,68,0,0,248,0,242,536,0,0,0,726,674,0,0,0,0,0,377,22,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,41,0,0,29,0,0,0,0,17,0,0,0,0,0,0,0,0,141,0,0,0,61,0,0,0,165,0,0,0,0,0,0,0,0,0,58,151,244,0,0,42,0,0,0,126,0,3434,48,202,0,0,0,0,0,0,0,335,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,128,0,0,0,0,0,67,0,0,0,0,0,0,0,0,48,50,0,110,0,0,0,0,44,0,324,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,161,20,65,0,0,0,0,0
"SC028-T3",0,0,0,0,0,0,0,17,177,0,0,0,0,0,0,503,0,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,27,330,0,218,725,13,0,0,388,246,0,0,0,0,0,164,0,0,0,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,258,0,0,101,0,0,0,0,13,0,0,0,0,0,12,0,0,141,0,0,0,31,0,0,0,133,0,0,0,0,0,0,0,0,19,47,0,277,0,0,0,87,0,0,14,0,2789,30,123,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,153,0,0,0,97,0,0,0,0,0,0,0,0,0,0,4,0,173,0,0,130,0,49,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,63,0,115,0,44,0,0,0,0,0
"SC028-T4",0,0,0,0,0,35,0,0,235,0,0,0,0,0,0,558,0,0,0,98,0,0,0,0,296,0,0,0,0,0,562,0,0,0,0,0,0,0,0,502,0,0,387,117,0,34,692,567,0,29,0,0,0,287,0,0,0,0,35,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,232,0,0,107,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,118,0,0,0,0,0,0,0,0,22,0,0,425,0,0,0,38,6,0,0,0,3031,29,402,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,37,0,0,19,85,0,0,0,0,0,49,0,0,0,0,7,0,0,0,0,0,0,125,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,27,0,0,148,0,91,0,128,0,84,0,0,0,0,0
"SC028-T5",0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,467,0,0,0,0,0,0,0,0,567,0,0,0,0,0,60,0,0,0,0,0,99,0,0,314,0,251,43,127,0,0,361,113,0,0,0,0,0,408,0,56,0,0,29,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,59,0,0,0,0,77,0,26,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,175,0,0,0,145,0,0,0,162,0,0,0,0,0,0,0,0,0,0,287,96,0,0,43,28,0,0,58,0,4091,21,159,0,0,0,0,0,0,0,117,0,0,0,0,228,0,0,0,0,0,0,0,0,0,50,0,0,85,0,0,0,106,0,0,0,0,0,47,0,0,0,0,0,0,183,0,39,293,0,115,0,0,0,0,65,0,244,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0
"SC028-T6",0,0,0,0,0,0,0,0,195,0,0,25,0,0,0,439,0,0,0,0,0,0,0,0,578,0,0,0,0,0,95,0,0,0,0,0,0,0,0,308,0,0,904,216,33,0,985,207,0,0,0,0,0,309,0,0,0,67,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,41,0,102,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,156,0,0,0,74,0,0,0,81,0,0,0,0,0,0,0,0,0,77,106,149,0,0,0,97,0,0,74,0,3427,0,417,0,0,5,0,0,0,0,87,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,24,0,0,0,0,0,53,0,0,0,0,3,0,706,87,0,647,0,59,0,0,0,0,61,0,200,205,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,237,0,57,0,0,0,0,0
"SC030-T1",0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,161,0,29,0,0,0,0,0,0,291,0,0,0,0,91,0,0,0,192,0,0,0,2487,0,529,0,0,0,113,0,0,558,1406,0,39,0,72,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,52,0,0,0,0,0,30,52,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,21,0,157,0,20,0,0,0,0,0,0,0,0,436,0,0,0,0,8,0,0,0,2097,8,560,0,16,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,185,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,115,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,0,24,0,0,0,0,0
"SC030-T2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,25,109,0,0,0,0,0,0,274,0,0,0,0,114,0,0,0,189,0,0,0,4364,0,1996,0,0,0,85,0,0,272,570,0,49,0,0,0,123,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,26,0,0,0,0,0,0,82,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,111,0,0,0,0,0,0,0,4,76,637,485,0,0,0,0,0,0,0,0,3085,32,626,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,40,0,60,0,0,0,0,0,0,0,0,16,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506,0,19,0,0,0,0,0
"SC030-T3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,22,76,0,141,0,0,0,0,232,0,0,0,0,49,0,0,0,0,0,0,0,4058,0,1737,0,0,0,282,0,0,777,2743,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,14,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,109,0,11,0,0,0,0,0,0,0,0,644,0,0,0,0,0,0,0,0,1814,30,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,44,0,27,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,0,0,0,0,0,0,0
"SC030-T4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,23,41,0,0,0,0,0,0,244,0,0,0,0,117,0,0,0,203,0,0,0,2175,0,848,0,0,0,210,0,0,481,1763,0,31,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,82,0,0,0,0,0,59,73,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,3,80,359,645,0,0,0,0,0,0,0,0,2231,27,393,0,0,0,0,0,0,0,154,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,3,0,179,0,0,0,0,0,0,13,0,0,54,0,0,0,0,0,0,0,0,43,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,537,0,26,0,0,0,0,0
"SC030-T5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,831,52,220,0,0,0,0,0,0,330,0,0,0,0,34,0,0,0,118,0,0,0,3784,0,822,0,0,0,159,0,0,509,2559,0,25,0,4,0,102,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,131,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,155,0,0,0,0,85,0,0,0,0,179,895,0,0,0,0,0,0,0,0,763,25,97,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,27,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,588,0,0,0,0,0,0,0
"SC030-T6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,28,124,0,50,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,3565,0,911,0,0,0,207,0,0,488,2081,0,31,0,0,0,89,27,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,47,253,0,0,0,0,0,0,0,273,0,0,0,0,9,45,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,95,0,14,0,0,0,0,0,0,0,407,397,0,0,0,0,0,0,0,0,2131,48,397,0,25,0,0,0,0,0,32,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,79,0,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,499,0,0,0,0,0,0,0
"SC033-T1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1593,0,0,0,879,0,0,0,0,0,0,0,0,283,0,2209,0,1488,0,698,0,0,477,0,0,0,0,0,0,64,0,52,0,681,0,0,0,96,36,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,22,26,0,0,26,0,0,0,0,0,0,0,0,217,41,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680,49,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,67,178,0,0,0,0,0,0,152,0,0,0,27,0,0,133,175,0,0,0,0,0,0,0,0,0,283,146,0,0,0,0,0,0,0,0,0,0,93,0,0,79,104,0,0,228,0,0,0,0,0,0,0
"SC033-T2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,0,0,38,0,0,972,0,0,0,552,0,0,0,0,0,0,0,0,0,0,150,0,2832,0,2902,0,0,974,0,0,0,0,0,0,37,0,60,0,81,36,0,0,32,40,0,0,0,0,0,0,0,0,0,30,0,49,0,0,0,0,0,0,0,0,40,0,0,60,6,0,0,0,0,683,137,24,0,61,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1240,102,0,0,0,0,0,0,0,0,0,0,0,0,0,273,0,0,0,0,0,0,0,0,0,64,0,0,146,0,115,115,84,0,0,0,0,0,0,62,0,0,0,73,0,130,60,0,66,0,0,0,0,0,0,49,0,100,598,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,102,0,0,0,0,0,0,0
"SC033-T3",0,0,0,0,0,0,0,0,18,0,0,0,0,20,75,0,0,0,0,0,217,0,0,0,416,0,0,0,0,0,0,0,0,133,0,1317,0,1005,0,1059,0,0,478,0,0,0,0,0,0,0,0,88,0,1177,90,0,0,160,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,0,27,0,18,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,25,0,0,495,0,0,0,0,0,0,0,0,0,1820,32,0,0,0,0,0,0,0,0,60,0,0,0,0,381,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,65,121,0,0,0,0,0,0,213,0,0,0,31,0,277,52,727,121,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,185,0,0,0,0,0,0,0
