"","10Z-Heptadecenoic acid","12-hydroxystearic acid","2-Hydroxy-2-methylbutyric acid","2-Hydroxy-3-methylbutyric acid","2-Hydroxybutyric acid","2-Hydroxycaproic acid","2-Phenylpropionate","2-Methylbutyroylcarnitine","3-(3-Hydroxyphenyl)-3-hydroxypropanoic acid","3-Hydroxybutyric acid","3-Hydroxyisovaleric acid","Indole-3-propionic acid","3-Methy2-oxovaleric acid","3-Methyladipic acid","3-Hydroxylisovalerylcarnitine","4-Hydroxyphenylpyruvic acid","5-Aminolevulinic acid","5Z-Dodecenoic acid","5-Hydroxy-tryptophan","Dihomo-gamma-linolenic acid","Acetic acid","Acetoacetic acid","Acetylglycine","Adenosine monophosphate","Adipic acid","Adipoylcarnitine","Adrenic acid","alpha-Hydroxyisobutyric acid","Alpha-ketoisovaleric acid","Alpha-Linolenic acid","Phenylacetylglutamine","Aminoadipic acid","Arachidonic acid","Azelaic acid","Benzamide","Benzenebutanoic acid","Benzoic acid","Beta-Alanine","Butyric acid","Caproic acid","Carnitine","Chenodeoxycholic acid","Cholic acid","Cinnamic acid","cis-Aconitic acid","Citramalic acid","Citric acid","Citrulline","Creatine","D-2-Hydroxyglutaric acid","Fructose","Gluconolactone","Glucose","D-Maltose and Alpha-Lactose","Xylose","Xylulose","Capric acid","Decanoylcarnitine","Deoxycholic acid","Dimethylglycine","Docosahexaenoic acid DHA","Docosapentaenoic acid (22n-6)","Docosapentaenoic acid (22n-3)","Dodecanoic acid","Eicosapentaenoic acid EPA","Erythronic acid","Fructose 1,6-bisphosphate","Fumaric acid","Galactonic acid","Gamma-Aminobutyric acid","Gamma-Linolenic acid","Sulfolithocholylglycine","Glucaric acid","Glutaconic acid","Glutaric acid","Glutarylcarnitine","Glyceric acid","Glycine","Chenodeoxycholic acid glycine conjugate","Glycocholic acid","Deoxycholic acid glycine conjugate","Glycohyocholic acid","Glycolic acid","Glycoursodeoxycholic acid","Glycylproline","Guanidoacetic acid","Heptadecanoic acid","Hexanoylcarnitine","Hippuric acid","Homovanillic acid","Hydrocinnamic acid","Hydroxyphenyllactic acid","Hydroxypropionic acid","Hyodeoxycholic acid","Indoleacetic acid","Isocaproic acid","Isocitric acid","Isovaleric acid","Isovalerylcarnitine","Ketoleucine","Alanine","3-Aminoisobutanoic acid","Arginine","Asparagine","Aspartic acid","Cystine","Glutamic acid","Glutamine","Histidine","Homocitrulline","Homoserine","Lactic acid","Leucine","Lysine","Malic acid","Methionine","Phenylalanine","Pipecolic acid","Proline","Serine","threonine","Tryptophan","Tyrosine","Valine","Acetylcarnitine","Dodecanoylcarnitine","Linoelaidic acid","Linoleic acid","Linoleyl carnitine","Maleic acid","Malonic acid","Malonylcarnitine","Mandelic acid","Methionine sulfoxide","Methylcysteine","Methylglutaric acid","Methylmalonic acid","Methylmalonylcarnitine","Methylsuccinic acid","9E-tetradecenoic acid","Myristic acid","Myristoleic acid","Tetradecanoylcarnitine","N-Acetyaspartic acid","N-Acetylglutamine","N-Acetylneuraminic acid","N-Acetylserine","N-Methylnicotinamide","10Z-Nonadecenoic acid","Pelargonic acid","Norvaline","Caprylic acid","Octanoylcarnitine","Oleic acid","Oleylcarnitine","Ornithine","Ortho-Hydroxyphenylacetic acid","Oxalic acid","Oxoadipic acid","Oxoglutaric acid","p-Hydroxyphenylacetic acid","Palmitelaidic acid","Palmitic acid","Palmitoleic acid","Palmitoylcarnitine","Pentadecanoic acid","Phenylacetic acid","Phenyllactic acid","Phenylpyruvic acid","Phosphoribosyl pyrophosphate","Phthalic acid","Picolinic acid","Pimelic acid","Propionic acid","Propionylcarnitine","Protocatechuic acid","Pyroglutamic acid","Pyruvic acid","Rhamnose","Ricinoleic acid","Sarcosine","Sebacic acid","Selenomethionine","Shikimic acid","Stearic acid","Stearylcarnitine","Suberic acid","Succinic acid","Tartaric acid","Taurochenodeoxycholic acid","Taurocholic acid","Taurohyodeoxycholic acid","Tauroursodeoxycholic acid","Threonic acid","trans-Aconitic acid","Trehalose","Tridecanoic acid","Undecanoic acid","Undecylenic acid"
"MB0841",3.470041326,0.869785491,1.036875493,14.69460422,103.7676856,0.333990416,1.324251171,0.086815216,0.131100776,98.14614233,1.16250552,1.218123422,58.06921741,0.561710213,0.074190178,0.538983802,0.771906814,7.089096643,2.937866195,2.011280933,31.32523276,2.520168634,11.08588261,55.23053731,0.622078738,0.254684823,16.25118213,15.28306526,15.33736748,39.5551076,0.769941849,6.947285483,24.65785975,0.821620324,0.515315648,0.151092711,2.196504724,7.354923592,1.797073175,0.182421017,49.57658542,3.548724936,0.636908713,0.124026712,65.60913963,0.217176324,40.05640505,64.57283338,66.30214221,0.57444247,4.456761722,4.037009312,6798.354995,0.730026852,2.305125925,2.195715117,38.77202807,0.721894747,3.212918777,5.431648469,34.93441873,4.036189955,10.36753298,15.64618203,3.398306499,2.071679924,1.210072823,1.555803741,0.446202416,0.294095862,9.855701383,0.195639171,0.125255321,9.18612647,1.687631631,0.141378053,20.87716323,393.1965036,2.045528996,1.57651298,0.680242282,0.00475819,13.17360595,0.168915692,0.201916335,5.342643799,2.597573698,0.210984329,2.488281909,1.208199192,1.684705493,2.146897506,49.5900123,0.188684933,3.452270726,0.31547655,1.157739386,2.203809526,0.294111204,84.27572905,620.252895,9.881209942,147.2719688,49.62649089,53.50878977,19.883229,28.38588046,1428.728233,103.900794,0.792199484,0.805472546,1653.309654,254.7815166,464.0844592,5.290908416,43.04458299,50.81831059,7.056074108,280.2205159,236.8509739,110.1553122,122.837855,118.1828922,229.4636719,18.14626209,0.202087913,5.129933949,516.7265017,0.461108696,0.180049919,0.041907949,0.135865712,0.149425242,0.067479665,3.89340809,0.478645857,7.703918776,0.165258928,0.469201406,1.023409086,65.88217686,1.514918867,0.036300945,1.044460451,0.445670718,1.187866757,3.002504882,7.428812028,3.092668383,0.582559096,0.492382439,99.1674857,0.515685612,291.446243,0.869549515,186.3447403,0.157459555,11.60924786,0.347986476,16.75311254,0.629296271,0.976701451,140.5331392,94.19727309,0.466774884,3.840314022,6.252025209,0.319792584,0.222751973,4.913018553,0.520788359,0.043229651,0.423033655,1.530001022,2.03108199,0.138061562,29.53899851,160.4363609,3.780334561,0.238122587,3.694416665,0,0.865305427,0.32256055,116.2371769,1.024942062,25.70862593,6.808601307,0.173777439,0.269145844,0.129515081,0.079242922,0.040958904,1.981593623,87.67591722,0.518819123,0.441720009,0.001046681,11.42231031
"MB0660",6.185118566,0.740711901,0.274481401,16.83367462,84.20005427,0.289625978,0.5665985,0.060469112,0.110463311,132.2564182,0.696517202,0.365576524,62.86251325,0.75815647,0.053170744,0.928227869,1.490457524,13.85783918,0,1.798895952,11.03263178,3.53740176,8.368028965,48.35233858,0.378676694,0.167295362,15.18527483,13.64999722,18.91767322,51.96485863,0.702284107,3.026389707,26.69224457,0,0.589556389,0.123418324,1.655223764,8.450216646,1.120373822,0.249448394,50.87687964,0.158614149,0.082439399,0.169760908,78.40781931,0.247611373,43.17656117,42.96976947,33.44827266,0.741253199,6.879232838,5.141882619,7432.731584,4.610391717,8.014369861,5.792943544,52.21088728,0.91979563,0,4.962989879,35.21863521,4.208160582,9.154435083,24.47478263,1.925940648,3.278477271,1.174947622,2.067982095,0.426058538,0.301933215,6.460569976,0.024502153,0,14.080393,0.381434043,0.185132662,34.02986752,398.5432947,1.698331012,1.708894683,0.034256062,0.110505303,4.294234578,0.099608411,0.258041664,5.592502937,1.954663476,0.337276151,1.478494034,1.212855142,0.645504513,1.233414651,49.53677356,0.082517955,2.558291338,0.395226078,1.318058575,1.590743333,0.220154286,96.15318617,769.3886304,6.396029755,175.6024166,53.48920043,86.10148174,14.64970455,45.52682482,1288.163921,100.364247,0.454540701,1.160053637,2339.770904,221.6013655,505.8852366,9.223002319,53.45227201,67.14858858,5.568594326,303.0893707,293.9165371,154.3614062,110.6514013,132.0040309,208.4062728,25.96632038,0.220215603,4.261261327,665.5740703,0.428210051,0.342591015,0.053159127,0.245101684,0.157987191,0.064793762,7.578246094,0.655630208,12.27677592,0.179913118,0.155506358,1.401707039,80.57002215,2.661177602,0.046268049,0.827110477,0.51931001,1.673873752,3.831225585,6.971652018,4.148587991,0.902810847,0.548839492,113.7341273,0.715023063,383.6894406,1.067689388,149.2167294,0.105512685,27.99776934,0.208376791,32.68717598,0.804037407,2.341983568,130.2320943,140.4923032,0.408721578,4.52203931,11.62791059,0.537210001,0.484565768,5.978617688,0.459871521,0.031083392,0.106126265,1.279189433,1.16992592,0.102477404,49.80103238,389.3123777,2.512545413,0.468814932,0,0,0.751194594,0.375055987,83.82337433,0.684423846,14.07832026,10.2441782,0.07089696,0.581558048,0.366273292,0.099826276,0.054485487,3.846435521,96.33519496,0.527306483,1.128042799,0.001307406,21.85933423
"MB0538",4.601499525,0.824712446,1.042346835,17.66763694,76.63854108,0.271942314,1.108764964,0.119412173,0.168091746,98.10826354,0.832058647,2.991764273,42.53107364,0.657688891,0.073218085,0.907445702,1.375911543,5.111090435,0.167246465,0.95300028,41.08864004,13.76056919,8.708701277,58.5714989,0,0.059304411,7.332030823,13.08637179,15.26972929,22.1000797,2.205067453,1.705054084,17.78269391,1.965217089,0.652003421,0,1.639503896,5.323317056,1.123701964,0.212419828,51.92305397,0.180740764,0.113860088,0.212408418,58.3012123,0.091716166,30.84021839,73.15938712,40.51882062,0.681368691,2.6931929,3.829327368,6237.018257,0.642619005,1.920946827,2.931408048,42.64854056,0.714251938,0.963763865,9.481774028,35.72775917,2.970344456,6.220066376,10.23636462,1.445133563,2.956869225,1.184211731,0.787748576,0.440016719,0.477698519,1.37257908,1.475315387,0.277497816,13.63561731,2.671176432,0.327225871,20.56069758,318.9595226,3.590794567,2.697762803,0.757832901,0.006747496,7.698808903,0.167510362,0.210103219,4.854621618,1.6458622,0.219756105,8.112647714,1.032542092,1.214306876,1.060659951,46.36630367,0.101283968,1.824090682,0.223355603,0.889867556,0.897996333,0.20395019,68.74986346,407.0934552,8.693469905,229.5286148,48.74605154,42.15099526,24.06020261,21.31151048,1314.009035,100.0578245,0.818201014,1.03057157,1166.323661,202.7478802,439.1084968,4.164054791,38.54997946,48.12136978,4.718906913,220.1309602,221.3314559,109.8159646,95.97773973,96.44335939,215.816632,16.68092753,0.149824873,4.340799775,391.7922506,0.397148101,0.194496831,0.0225733,0.130116107,0.241909494,0.037471957,8.136056397,0.502712248,5.733126948,0.176290841,0.657265244,0.732429599,39.25629131,1.286015706,0.026592802,0.66517599,0.444625195,1.193591817,3.393171052,10.39697344,2.070106254,0.518580849,0.562776077,83.60248457,0.480313866,255.0047278,0.604748383,96.70891624,0.167256766,27.50483538,0.308076542,14.6076044,1.000141636,1.077840824,116.5026236,72.82107633,0.294937209,2.813948469,14.66080482,0.299634131,0.751044072,5.687450554,0.352302212,0.039200678,0.388677682,1.213496101,2.529183123,0.129597539,20.79045101,136.9845808,4.541442857,0.302985259,4.371279466,0,0.773595255,0.803260894,101.4778826,0.571851846,25.22757464,4.761543311,0.081551655,0.194784505,0.167412383,0.079248782,0.04087546,2.768315451,69.65820523,0.511827111,0.594126863,0.001315986,27.33664919
"MB0675",3.135169467,0.994217826,0.502511161,14.76887034,85.280624,0.267763363,0.849151877,0.124564564,0.110463311,247.832755,0.589083849,0.118493719,53.03453657,0.395370295,0.039540279,0.860952638,0.823626541,6.979766955,0,1.510730368,41.25555911,9.232387179,10.85351794,74.54796288,0.736968535,0.188115984,9.411779946,12.19954166,17.46579299,41.58282853,1.596532253,1.136470036,17.83097347,2.405630596,0.52666457,0.294917083,2.270417418,4.017503954,3.380340576,0.185190664,53.39680048,0.764612755,0.22802213,0.462423156,59.75363978,0.198265049,32.81152684,69.48016751,50.98318521,0.612403969,13.90113426,5.757880045,9981.687979,1.58209029,4.073383006,1.807825478,42.29806226,0.643255722,2.291123124,4.941024544,16.66971957,1.707188664,5.171243216,20.11405076,1.263226804,4.063538859,1.201309136,1.778973632,0.42383013,0.271038122,5.028988298,0.358239601,0.143390813,20.82146181,0.538632447,0.126023719,25.67215754,341.8643358,6.546450378,3.70508486,2.176821461,0.064421898,7.833846697,0.425422728,0.360175634,5.038388788,1.779020202,0.250272647,1.451331892,1.024040648,0.936043674,0.55640764,45.63527698,0.112015352,2.9147393,0.405536599,1.196527699,1.530451053,0.222890004,79.224962,510.1563416,8.160961686,237.7719843,51.3407476,71.47431095,15.16326858,43.24338112,1338.591092,106.2523725,0.122904474,1.507012783,1489.313211,236.8962651,434.2850969,5.39700446,43.0913517,74.215616,5.059850834,267.6834901,285.1739984,134.7539116,103.9252411,127.752006,235.569584,19.42667603,0.192000503,6.072024515,501.4629838,0.350500006,0.21146228,0.052468209,0.145993013,0.378389711,0.123675659,3.850402248,0.536300493,5.773663982,0.130140453,0.15645696,0.618711264,56.315805,1.420340351,0.029349942,0.709498663,0.59981577,1.224517075,2.834300396,12.26484822,2.857020737,0.656342561,0.545744647,95.18973629,0.401256084,295.9369095,0.46288413,131.9085812,0.111360626,24.60638948,0.04963064,26.19531789,0.349243291,1.728429082,127.4600368,75.26354886,0.343634163,2.472666131,22.59934284,0.35744374,0.557062987,5.543119635,0.378816925,0.03072589,0.243470179,2.691299638,1.6917193,0.094546021,42.73847933,281.3055435,2.780593564,0.340628369,1.971016195,0,0.831030148,0.359817371,96.86296728,0.533444007,28.42032008,4.387991367,0.227128315,0.757285961,0.388313231,0.082036301,0.058720012,3.596737567,72.11851384,0.500815427,0.839327055,0.001410817,15.15437001
"MB0634",3.518371219,0.755424711,0.439650584,17.71378116,53.47169228,0.250349228,17.67480626,0.130558287,0.168196104,156.6389186,0.870339394,38.78091402,33.91815858,0.864242967,0.049770523,0.820796046,1.784676883,2.581176197,0,1.548003364,86.68236517,15.19966891,7.913648105,38.12568799,0.030032354,0.103664016,9.614229799,10.03732484,15.93038655,54.79666776,1.506304015,1.145562152,24.74614652,11.48540827,0.477158854,0.751629954,2.373476521,7.512133722,1.91845806,0.12930047,44.91570251,0.62191705,0.301753919,1.144768094,52.48512343,0.125508552,27.12252984,47.63734329,42.69029136,0.683969945,5.495890862,5.491891652,7079.572187,0.577115894,7.188750167,4.118430055,38.74039683,0.591019406,0.229051057,5.589359326,33.05620198,2.927945303,7.526454043,12.21102719,2.236258147,2.013989032,1.210657714,1.03427336,0.416485404,0.29790032,1.884453307,0.141778629,0.434643426,19.51596338,0.320124965,0.083435116,23.39206422,300.7871489,1.185213548,0.860425562,0.064718095,0.002279597,7.045691123,0.030822699,0.205317393,2.773038575,1.873154887,0.25825983,18.55229384,1.014548412,19.11539241,0.777712471,41.80828549,0.110491901,2.690520077,0.237333206,0.990214622,1.099110959,0.218818634,58.19959551,383.2203614,4.862236081,155.1566655,56.49285426,81.44171958,23.10186567,37.59468972,1085.925833,97.22228058,0.243579333,1.295671531,1518.057859,211.3243482,392.7246971,5.393396953,31.60038254,67.32214392,5.127243788,237.2868527,216.8548644,96.02512553,73.37073507,99.15372614,212.378583,20.50433206,0.119243283,6.573701563,562.8753947,0.373121597,0.181919142,0.063210765,0.092327434,0.499477807,0.05442224,9.160276462,0.513195819,7.295025174,0.161169246,0.13158201,0.663344477,59.32925144,0.705828836,0.024110912,0.876345292,0.49456335,1.806661241,3.069937516,6.407268288,3.138296494,0.663741811,0.52977212,78.81357727,0.451226937,279.3419841,0.486320259,141.7925029,0.223118137,23.41175828,0.176024594,30.2406679,0.485897723,0.391713545,110.5269257,64.03622531,0.348310972,3.903482551,9.318971672,0.252090801,0.335652862,4.029160255,0.333857677,0.033556682,0.328887807,0.482279499,2.062164254,0.065428522,32.70927855,226.467575,5.255022436,0.148537202,2.557548136,0,0.796292788,0.302700646,89.66349489,0.567844137,57.10617839,6.032912598,0.216654473,0.17782644,0.091683876,0.080839218,0.04661734,2.183678252,59.95575637,0.514022336,0.648974373,0.001353425,13.32932744
"MB0650",6.684298895,0.873245353,0.307205222,18.29075101,90.64779736,0.258615757,0,0.076825835,0.123612363,172.8844165,0.619535769,0.505573132,35.30716914,0.562754713,0.059279909,0.767403286,1.414790579,8.154823106,1.85571974,2.216740633,8.457889064,10.71856343,7.776719871,48.28339588,0.257585538,0.155761142,19.83442837,13.76699465,14.00375022,47.84580291,1.415023875,1.848519371,24.25828123,0.278594328,0.578247409,0.638954676,1.565852335,7.47712096,0.67382771,0.183837781,46.80005467,0.590315473,0.09621879,0.039329054,54.99957519,0.13616778,30.47448254,39.60893842,44.23225528,0.442122365,5.328389355,3.354816897,6234.297882,1.004055078,1.696571478,2.683462251,67.94759042,0.618781018,0.003224159,4.037309442,38.00267846,4.122371223,12.29256368,37.47598777,2.27319001,4.637432942,1.212418218,1.095222028,0.420618787,0.242490211,11.82801024,0.026602335,0.129528446,11.93629567,1.758511061,0.087423819,19.1094141,367.4777828,1.042551887,0.63487744,0.00485194,0.000521072,4.591823922,0.30696952,0.231715248,3.279263561,1.658242312,0.263928357,0.869125751,1.066110444,0,0.405452202,22.98004049,0.082517955,7.546326912,0.232651409,0.940021628,0.817660328,0.182135007,68.28796188,463.0926742,6.348767756,212.0387191,55.16967361,72.63972143,20.4839681,30.22458997,1315.425631,105.80951,0.631613693,0.377861989,1544.369622,234.0237737,433.2116031,5.316805844,40.67836772,76.48061205,2.357638142,286.7699186,232.8658097,128.5157628,107.0752221,98.16659134,220.4895328,20.71200417,0.181441576,5.428561041,542.8580265,0.33340925,0.061078204,0.028541982,0.109587797,0.77215554,0.056061129,6.519799704,0.62565657,6.374556678,0.101454107,0.509154242,1.631839527,94.15787835,2.539454765,0.040835493,0.66392436,0.487066984,1.829902101,2.851022682,7.264551553,4.33012208,0.497866926,0.537333926,75.42712269,0.394855372,341.0173715,0.645804437,85.71070812,0.152262616,22.43813461,0.565523451,13.48859446,1.010933839,1.592266372,113.1051987,103.0972696,0.368814027,4.647819254,7.262602592,0.502596565,0.435237539,5.678858336,0.26627256,0.032038801,0.187731868,0.560814116,1.388756926,0.092610243,28.06905987,138.0918121,2.68292344,0.313831528,2.852121684,0,0.761659981,0.348506528,65.8068656,0.690386458,36.11926196,5.054758574,0.073366645,0.078112185,0.045681144,0.080177196,0.033423849,4.928015549,65.62161586,0.518974489,1.070903829,0.001432462,23.01475534
"MB0499",1.873902994,0.655160974,0.32592459,12.72637382,74.69890894,0.283931567,3.199758238,0.08090123,0.144060783,107.9409928,0.474507562,1.950791179,35.99855903,0.8253837,0.035982281,0.280119579,1.032659657,6.621759922,3.550765475,0.794180438,18.52460572,7.058762292,8.046211813,37.59245576,0.190726751,0.06543178,7.87293083,10.76603577,12.00889435,19.13968495,1.924343859,0.251244501,22.67822096,24.13931555,0.459664511,0.31875459,1.091877811,5.633845665,0.764099309,0.253871321,33.35426806,0.515869315,0.125799671,0.351361535,78.58858527,0.038565672,36.77431306,52.02057296,25.28586581,0.597910406,4.27029934,0,4927.855287,0.294352068,1.383897992,2.342080769,60.33483179,0.822421636,0.738044796,5.494698208,33.87516286,3.10866658,8.332433406,18.14222733,3.182571368,3.920685502,1.184200063,1.236041557,27.43633702,0.345537436,1.09319361,0.321151195,0.134416225,14.23623322,0.922027879,0.162883643,21.44292511,322.7583817,2.303631379,1.610436918,0.263051229,0.071696749,7.672444349,0.046485735,0.173679227,3.355392852,1.409029243,0.178962615,3.955360755,0.99306522,3.384582152,0.557688265,51.22353008,0.088254762,3.762965295,0.232145277,1.348775387,0.524944822,0.097884259,62.07050639,345.0908411,7.611372461,141.5203434,46.36870985,46.78149485,19.79903273,25.30093905,1026.584396,94.35172281,0.316325446,0.466322099,1269.18207,181.8765873,356.5448675,5.830071563,40.02535064,50.76846833,3.969252755,200.7955434,227.6546158,114.6153178,86.03694763,104.3381552,164.1153024,17.01156189,0.203937569,3.180711714,253.8249366,0.287373281,0.209166448,0.054267591,0.063187754,0.39934993,0.065988457,3.822317133,0.582646963,6.834075224,0.086100139,0.302558246,1.147748695,33.26989011,1.001492403,0.023158681,0.565664906,0.430793291,0.819928289,2.534605619,24.99067358,2.069724771,0.473344792,0.550290431,80.52187877,0.604133644,183.1366934,0.307188142,98.8008196,0.11234643,26.00201293,0.061082228,12.46057809,0.55224341,0.583858189,85.51451237,41.03178944,0.205224095,1.968117964,38.50656856,0.343420056,0.244440787,4.457328054,0.263338339,0.031519855,0.234185863,1.437642595,1.85986213,0.085595212,21.29853048,46.29447025,2.526036781,0.144336806,2.959910596,0,0.85683861,0.382032809,76.08107688,0.410710666,70.12976637,5.578684803,0.107031865,0.357385625,0.309018583,0.079591484,0.038288935,4.321454479,93.36052449,0.500256877,0.902696215,0.001916884,17.30183577
"MB0934",9.843976821,1.179016643,0.494471379,11.65130739,101.157702,0.263179416,0.384323418,0.115989915,0.206998561,920.4855441,0.673506919,0.084214599,45.13125193,2.223938955,0.071354073,0.541635003,0.684802361,17.64713903,0.443513015,2.637001378,147.5832751,24.06475674,18.35028042,42.9686681,0.439946465,0.275913342,17.95492479,9.956829388,13.88604184,76.27093998,2.541585831,2.234993066,37.95246841,0,0.558731404,0.3258594,1.773534981,6.301385112,0.66444319,0.135059486,41.71434015,0.539348736,0.089555257,0.204228825,83.96574421,0.039788543,42.4076664,66.61197329,53.17478866,0.57539904,3.114697939,4.012883698,6828.154687,0.0821461,1.702907765,2.227189236,75.56183428,0.847842212,0.006163159,4.300615325,51.63958552,6.858475162,21.80334589,39.00502329,4.682963187,5.307695944,1.245972198,1.521577916,0.414243479,0.252322348,13.91227077,0.144932118,0.284510947,8.879639296,0.922813596,0.164462874,27.05793832,436.6189094,0.361845156,0.623992449,0.003748028,0.025491113,13.82277973,0.14242073,0.210076919,3.375483624,2.708628597,0.279675063,1.603316444,0.853461631,0.398982386,0.697741827,25.706652,0.082517955,1.557648431,0.202131208,1.381473468,1.075178259,0.15339028,62.85188421,335.9761303,13.29628988,172.3798964,57.1582003,45.19530882,23.55526394,21.65434515,1279.370714,115.8292171,0.611537599,0.712218138,1013.152106,186.8042015,396.2805522,7.045651802,36.35095788,44.53994681,7.277214725,266.2101307,259.6205868,138.66022,76.41711348,96.98286208,190.9522452,28.4407732,0.294949805,7.212961029,815.5676357,0.397567181,0.280867973,0.054408304,0.13168848,0.107701633,0.114567473,4.41801412,0.531087074,8.631688036,0.158172068,0.277493579,1.897061659,114.5183089,4.064627022,0.054697813,0.852020655,0.431552774,1.026474906,3.514193853,8.172995958,6.846634567,0.545043426,0.557901888,85.8040265,0.656493516,377.0040911,0.784586071,165.8012464,0.149975256,28.72565033,0.276017417,17.78653347,0.811674224,3.187599074,125.5281004,190.1829374,0.316243319,8.708096576,15.27072044,0.196817151,0,5.12763601,0.516683186,0.031701307,0.145830692,0.682063232,0.851655464,0.137052791,22.29065037,92.25968696,4.183010778,0.584273677,4.251338933,0,0.775494417,0.343132578,89.33109346,0.708516243,27.72893969,7.124661894,0.092342474,0.082651517,0.072188583,0.079482708,0.037264961,4.980122745,100.8685246,0.548032361,1.751826532,0.001903348,63.94903983
"MB0253",3.35115548,0.489592486,0.53763579,21.98651545,86.0744577,0.252860578,0.08089069,0.105286985,0.155778131,204.6862658,0.584165724,0.885400484,73.01977972,0.304400442,0.035929357,1.204954785,1.226809225,9.089242256,3.813894963,2.621052626,25.83867605,5.374720008,18.94888091,47.53147431,0.57805886,0.069026428,17.83515034,12.35252511,27.45668082,47.12191551,1.459677751,5.476232669,28.22081357,14.4982053,0.578379519,1.63088054,1.714920911,8.765618599,1.204946864,0.214508945,48.26434777,2.285402825,0.107098388,0.228584794,60.30804179,0.285989755,36.98878861,77.31999292,59.72731414,0.696615233,5.814286906,6.485746485,9520.736613,2.256480492,2.784605086,2.043984313,65.69506053,0.921012655,0.339385279,5.863293936,40.47347762,4.445155215,11.86777553,17.83991565,1.524898328,4.332216135,1.215414574,1.797288514,0.475925078,0.358520877,13.6770072,0.088503188,0.157014623,20.10802835,0.838149532,0.181164317,28.17098965,677.8126366,3.538010252,2.14894716,0.155189197,0.007578272,14.32683855,0.364273395,0.35619745,7.194404007,2.52215837,0.247689964,1.662031418,1.890065105,0,3.291786449,65.25594776,0.083003974,1.387663808,0.229727438,1.078623743,0.514205719,0.154828202,114.6473364,792.1507156,7.278585818,289.9458952,97.08155495,91.22122514,20.29111013,36.32681026,1537.679071,121.5270188,0.250485408,1.314445087,1720.575105,344.6403298,591.0757172,5.629808463,55.22720493,78.50283613,6.895997015,310.031735,386.4884835,176.4525272,162.3758946,171.5812565,259.9391149,19.3455062,0.159099698,7.146384269,607.4442438,0.315688188,0.238850123,0.076117071,0.183428118,0.140113899,0.175443192,7.296412558,0.870374264,8.700396065,0.147392669,0.244978878,1.685716409,52.47457241,1.621508252,0.020746837,0.887687103,0.433875386,1.494091783,3.655431845,8.541722703,4.123756952,0.543815814,0.499068169,135.201204,0.721663896,358.2505256,0.518953504,137.1378177,0.176500329,31.85649625,0.251433017,20.90194175,0.335702876,2.003445799,136.38919,105.8165913,0.295480518,3.98937639,10.90037621,0.37495164,1.047602146,5.648217153,0.408074652,0.038209017,0.286590197,1.573763214,1.114611711,0.131199953,34.19985293,163.2859155,7.483647263,0.732558069,5.340483734,0,0.724192759,0.339489368,119.5221409,0.607011178,46.12763021,7.446894924,0.069301714,0.561483873,0.433460033,0.081269607,0.101882915,3.721332918,78.24002524,0.533958626,0.770399138,0.001343019,14.76663155
"MB0162",8.848713769,1.062678988,0.417517463,13.76085353,90.07963288,0.297769475,0.215849275,0.088256912,0.110463311,172.0094758,0.867935509,0.278315352,28.69136631,0.249835089,0.056010098,0.735552644,0.969057465,20.29815543,0.051358683,2.78519771,2.08053543,8.873879977,7.955791856,39.08672135,0.134493976,0.093729088,16.02316247,12.26266069,11.08388227,147.7928752,0.246367209,6.746597934,27.4234309,0,0.606881075,0.57109769,1.584913878,4.571895957,0.776646707,0.344911481,52.28832472,0.179569816,0.081947982,0.290274154,71.75792327,0.357616311,37.87240442,42.23508633,44.90757129,0.80285982,5.274705704,5.504736482,8287.43174,0.916594314,1.529174774,1.847806662,106.5331872,0.808681603,0.064093466,4.634721215,52.235313,4.238890109,17.8628737,62.50167158,3.021546104,2.454219597,1.237883517,1.376813265,0.42392863,0.295886493,10.53272441,0.036460043,0.288861317,44.82975548,0.448094038,0.183066604,20.75402671,405.4425067,0.998266247,0.777032139,0.013595283,0,7.385991376,0.024028566,0.258850208,4.259793847,2.896219752,0.273745227,0.530991711,1.187543649,0.095976754,2.468605263,46.63649205,0.082517955,3.72363402,0.353333998,1.174741739,0.523778082,0.12420474,61.47269071,493.096438,6.658009824,203.7598912,63.2884437,61.89730593,25.06929482,27.49761183,1024.701142,116.7733587,0.60182054,0.886728645,1468.449569,204.0794679,445.5767777,5.693290178,46.34035668,56.8941245,6.265888923,332.6201591,246.7476988,96.74861884,104.5136783,103.3505694,170.6410195,23.11743315,0.167267324,6.738841658,781.3816315,0.38507344,0.148404541,0.030191044,0.174133072,0.095255735,0.111747658,8.730641375,0.579936977,8.118439584,0.159147223,0.197409949,1.93609795,143.5173297,5.375829365,0.031153882,0.697799027,0.431590331,2.854041378,3.19088029,4.279319914,5.302471841,0.527513227,0.498855964,96.50394106,0.579577855,362.8939787,0.598948203,102.0657696,0.152283505,24.68328674,0,13.46521675,0,4.059009705,136.9854525,181.2568753,0.32020787,10.60004135,8.894956163,0.423313839,0.388183115,5.627528932,0.332512517,0.038295802,0.161966174,0.452501638,0.840498405,0.075633951,27.74944185,78.28815703,4.054195821,0.67658681,2.458672786,0,0.73020774,0.384209081,93.46966966,0.514941071,18.38125747,7.041794912,0.042770655,0.177315612,0.163115288,0.079629392,0.041861481,2.776893519,86.08536079,0.518086217,2.119650252,0.002271304,22.43376172
