"","alpha-ketoisovaleric acid","Vanillylmandelic acid","Uric acid","Tyramine-O-sulfate","Tetrahydrocorticosterone","Tetrahydroaldosterone-3-glucuronide","Tetradecanoyl-CoA","Taurine","Succinic aldehyde","Stearic acid","Sphingosine-1-phosphate","S-Adenosylmethioninamine","prasterone sulfate","PGF2-alpha Ethanolamide","p-Cresol sulfate","Palmitic acid","Oxalosuccinic acid","Oxaloacetate","Oleic Acid","L-Valine","L-Tyrosine","L-Threonine","L-Leucine/isoleucine","Linoleic acid","L-Histidine","L-Glutamine","Lauroyl-CoA","Lactic acid","Indoxylsulfuric acid","Hippuric acid","Hexacosanedioic acid","Heptadecanoic acid","Glycocholic Acid","glycochenodeoxycholate-3-sulfate","glycochenodeoxycholate","Glycerophospho-N-Arachidonoyl Ethanolamine","Glycerophosphocholine","Glycerol triundecanoate","Ethylenethiourea","Dodecanedioic acid","D-myo-Inositol-1,3,4,5-tetraphosphate","D-Glucose 6-phosphate","Creatine","Bilirubin","Arachidonic Acid (peroxide free)","Androsterone sulfate","5-Methyldeoxycytidine","5-Methoxyindoleacetate","5-cis-8-cis-Tetradecadienoyl-CoA","5,6-DHET","4-Hydroxybenzenesulfonic acid","3alpha,21-Dihydroxy-5beta-pregnane-11,20-dione","2-Methyl-3-ketovaleric acid","2-methyl-3-hydroxybutyric acid","2-Hydroxyisocaproic acid","2-Hydroxyethinylestradiol","2E-tetradecenoyl-CoA","1-Deoxy-D-xylulose-5-phosphate","16,16-dimethyl-6-keto Prostaglandin E1","Thiamine","Sebacic acid","4,7,10,13-hexadecatetraenoic acid","(9Z,11E,13E,15Z)-4-Oxo-9,11,13,15-octadecatetraenoic acid","10-oxo-nonadecanoic acid?","13,14-dihydro Prostaglandin F1alpha","13Z-Docosenamide","15(S)-HpEDE","17-phenyl trinor-13,14-dihydro Prostaglandin A2","1-Arachidonoyl Glycerol","1-Linoleoylglycerophosphocholine","1-Naphthylamine","1-Phenylethylamine","2,3-Dinor-TXB2","27-Norcholestanehexol?","2-Linoleoyl Glycerol","2-Methylindoline","3-hydroxy-pentadecanoic acid","5b-Cholestane-3a,7a,12a,25-tetrol","5-Methylthioribulose 1-phosphate","8(S)-HETrE","Actinidine","Anandamide (22:6, n-3)","Carboxynorspermidine","Chenodeoxycholic Acid","cis-5-Tetradecenoylcarnitine","Decanoyl-L-carnitine","Dihydrouracil","Dimethylallyltryptophan","Galabiosylceramide (d18:1/12:0)","Glucosylceramide (d18:1/16:0)","Guanine","Hydrouracil","L-Arginine","L-Asparagine","Lithocholic acid","N,N-Dimethyltryptamine","Palmitic amide","PC(14:0)","PC(15:0)","PC(16:0)","PC(9:0)","Phosphocholine","Phosphonoacetaldehyde","Phosphorylcholine","Pregnenolone sulfate","Pyridoxamine-5'-Phosphate","Stearamide","Taurochenodeoxycholate-3-sulfate","Testosterone enanthate?","Tetrahydrodeoxycorticosterone","Ubiquinone 8","Urobilin","alpha-Tocopherol","alpha-Tocotrienol"
"K0139",11245.556,33588.435,288512.541,80903.785,14645.817,5260.192,4073.024,42438.129,9126.101,67417.314,18629.343,11816.262,305601.338,19249.857,29151.764,15153.912,5684.851,17044.059,36479.715,20373.955,7819.594,4966.937,19821.166,30336.497,31105.134,56022.047,5295.67,119035.468,60309.765,2557.18,95504.613,20982.1,30526.529,36231.145,25316.477,9836.551,4972.178,13136.348,13728.817,10254.729,22476.028,29233.541,21897.212,8902.948,15227.148,219938.208,28158.255,16325.55,12612.626,6558.585,291678.833,15408.069,283037.899,61432.877,14183.96,43525.887,4728.883,5589.479,2939.134,4029.29,9911.564,4051.479,1873.27,19607.103,2536809.87,252547.155,40376.274,11861.872,52110.268,1068552.863,12233.584,819206.994,4925.585,342477.869,135404.788,24476.028,11373.419,26293.569,7624.946,85871.149,18019.462,12876.741,13419.272,10175.428,21448.706,7414.549,22082.921,33583.002,195226.016,4094.023,12406.363,40031.948,19554.181,5371.558,205416.016,13266.095,7037.546,23788.029,9578.342,2096370.105,221476.763,53586.999,6576.676,12209.955,6298.777,11538.313,25973.224,1545.422,7469.141,28927.712,5071.535,21905.382,61864.595,1728.241
"C0140",12001.3258,25726.1467,113382.3655,81290.2757,4803.4404,4439.9464,4464.1853,20030.9698,7697.1054,47655.5869,16509.0712,3800.3202,285707.9695,10004.8288,93844.868,8918.1715,11437.2813,13769.3947,8333.8727,11209.4875,6766.8814,6634.818,9134.2838,8960.2511,19475.8033,53432.5903,3508.3111,116912.6662,27208.105,2413.7949,57697.2392,14779.3414,31028.0042,18173.9934,51176.9526,7722.5355,8988.4629,7829.2691,12580.4231,11921.8386,25620.7738,19354.1448,14469.0717,9594.8548,3407.2469,75209.818,31962.0583,7437.8062,5853.0259,6743.2546,219809.8649,5497.4452,212269.8285,22839.4946,8558.3673,232927.98,4851.488,3809.5571,7763.8054,8787.5198,14642.072,7617.2809,3547.7051,17236.4001,182736.4751,278330.8567,54432.0815,19673.732,17027.9646,415585.2395,7398.8463,738640.5673,3148.4347,199592.6403,183266.5123,28367.9677,301.0999,25122.562,11187.4025,8928.7629,18405.8445,715.7823,12733.8565,14383.857,30971.8714,4181.8299,32613.0331,31570.7605,791613.1689,6904.9147,2138.9934,3830.8537,18517.0626,7478.2984,10690.069,12134.8019,6847.2849,11840.1783,5475.157,821520.4252,1515098.37,137671.6128,13679.5169,8590.5492,10634.9413,8298.8487,30279.8743,7071.6291,9329.8309,29152.9488,34364.4605,12704.348,14920.2292,8269.4847
"C0142",9519.2673,26739.5272,178028.7662,62486.3254,13410.0793,2130.5869,4820.0952,37189.6574,9106.8798,48571.9926,18677.9173,13322.7805,335102.9279,13996.0831,380160.7784,14608.2832,25391.699,12362.6964,19941.0654,13071.7631,5652.6125,11756.2121,10814.0715,30807.2171,23171.6857,52558.4244,5188.6501,80533.3908,65590.2019,33878.1058,77686.0476,31044.2489,32099.3228,27785.5536,115468.8798,7577.4425,25744.8579,11587.1591,10470.8576,8460.4502,20864.4974,58993.805,16114.9832,10874.0091,9780.0912,180330.7534,35442.7589,14765.547,11226.7519,12329.8094,53620.8685,14954.9497,248461.9368,46132.4346,10965.3303,47549.2392,3017.4177,8838.2886,5726.3992,16398.6502,8705.9805,992.7749,817.7627,9062.4554,596137.3094,78351.1545,19496.7774,10562.3121,6521.9299,385407.5335,9549.5751,614122.4802,1846.2995,84553.5056,63893.1818,46076.91,2597.8951,2581.092,12865.6467,24688.7517,17097.8449,4106.4928,14471.3064,4044.4919,9920.3494,4415.1274,41687.4868,10284.2662,490306.1599,1669.241,2076.208,9185.9576,19845.3151,6122.5539,45528.1712,12997.3347,3582.0568,6929.2351,4153.054,548368.059,41402.541,283732.6659,39104.0153,7458.0746,10992.8985,8718.6868,26510.716,125.8253,2308.6552,8368.8997,5099.8998,5925.7143,8395.943,6740.8299
"C0143",15947.1099,39149.3274,174465.3655,83753.9565,13569.0667,4204.7482,3039.6427,17423.4774,9429.8526,59071.0259,12056.2269,22709.7434,529281.4932,19169.1774,261143.5501,14381.2643,24706.3293,14589.1585,25976.988,20944.125,7680.0731,14979.458,21510.5961,34004.4697,26980.2444,58603.8398,2610.3487,110656.5255,67122.342,7470.0795,115009.7544,24916.6284,32157.6828,26928.2477,75445.5925,11766.5197,19403.4301,11185.8363,14451.6802,10563.6892,20991.78,15290.0719,23741.2633,3198.4212,9771.6716,201761.1426,44093.4501,12963.7864,9938.4184,7833.6682,84202.0873,16924.8902,339315.7673,72289.3914,13377.8409,127331.7062,2649.1659,3743.3479,14892.029,16025.1622,17844.4584,11305.5139,8034.5339,17295.7327,252186.2025,375329.7786,66740.394,26534.3176,46967.6101,1177790.395,12820.6047,835840.7448,6801.4031,508842.7785,221257.5588,27468.6893,1047.1377,5876.293,14357.7689,10022.4384,20359.6304,1420.8683,14722.3764,9847.0264,40736.2618,77154.8659,54226.8435,29022.1154,201770.8312,10460.8228,372.0837,4521.6011,20484.5184,10024.9626,18280.4663,13324.8633,9437.7203,14519.8441,7061.9291,1478306.849,1802990.909,52822.796,6216.1112,11640.9746,17489.098,13601.2696,38801.0118,14004.016,11690.6863,39277.9252,8629.449,18944.2965,18405.4291,18268.5383
"C0144",11218.7629,29724.7289,168534.7773,65315.9213,6133.7915,2387.4679,4777.6309,24499.9783,6722.192,72247.9016,13840.7158,4606.3269,154626.7982,16234.6318,202453.0748,8914.6579,14697.4701,15000.8295,9493.8078,14197.8527,6633.9677,10793.6699,12277.093,11255.9677,21967.9378,44020.3944,4053.3993,77387.9146,73524.1069,30146.8136,67357.2325,17977.207,32743.7886,14314.0255,31317.3082,6957.2603,9804.3542,5223.5699,11553.5346,10415.2427,23070.0711,43984.0238,15882.2594,8117.4281,2411.5493,42459.1186,28530.2881,7852.5253,4726.3188,6363.8362,147531.0775,5949.971,222501.7522,32631.0001,6450.9414,106520.841,2461.2212,4470.7631,5408.9961,18084.7033,11355.585,5389.29,3046.0628,19538.7321,187046.6104,134491.5168,31930.6421,13792.5393,20625.2877,286802.2603,8204.6604,840735.0508,2121.1448,233052.7546,105323.6658,19620.2212,969.6136,14984.3726,8916.9108,8376.3115,17570.6651,789.2496,13405.1637,8095.0557,18780.6251,8038.2574,23403.8054,33854.0166,318352.2775,5059.322,1389.5044,2792.0396,19765.6097,5546.8925,13015.9615,13249.9499,3962.0757,6429.0688,3856.089,518653.6169,1268152.986,78870.0102,7716.5111,11233.792,7571.0786,11174.7895,19776.3351,4436.4075,5888.0138,32611.731,12950.9572,4291.0869,7336.4774,585.1712
"K0147",12690.1173,26221.4592,254238.1429,84311.373,11220.5265,3217.6957,7497.1852,27556.0078,8874.0354,78152.4344,17889.9417,6194.768,148158.0309,22494.9276,20011.1562,11970.7441,71237.2162,16989.2622,21149.071,16731.6844,7630.321,16479.988,15819.579,36244.1542,28735.8204,75035.4392,11636.5812,95081.1231,59840.8904,33055.5596,77801.621,32556.5713,30317.4898,41043.9984,85989.7508,8091.1884,25164.0656,16080.2802,14645.4636,8887.0765,23813.6314,17132.305,16375.4755,5049.493,12428.0239,60895.9503,82629.4079,16702.9153,14514.0535,10706.2225,132171.631,16742.9784,226041.1291,32960.7472,9987.8078,135732.3172,9803.2128,7204.225,5750.7752,7280.4219,9034.8682,9490.8053,7778.2548,22714.63,182217.5085,138648.8026,66635.1126,20902.2236,36354.6366,1479242.738,10363.7285,708920.8552,8045.2036,342868.7243,210445.0326,20317.1488,252.4255,25668.6173,14581.7694,5218.5964,16051.9847,1070.4527,12766.8896,9574.4079,36447.3866,11280.3888,68105.991,23132.9087,830871.5335,9632.0209,0,3038.9303,15914.8421,10476.2054,9753.0397,10778.1576,6797.8139,18728.1197,13710.317,2448083.839,1271377.334,146915.473,15707.3287,10675.026,21667.1859,10203.4431,34599.515,12357.5579,10684.7735,39515.281,30883.8257,39994.8724,56008.3011,9951.2762
"K0148",8370.172,19630.218,123401.197,82548.087,6187.001,4162.593,4799.004,15968.89,7502.564,53335.557,12168,8092.135,232629.994,12243.509,740285.413,8127.624,34936.152,12490.307,12130.854,8805.815,6070.695,4456.093,5739.034,12307.744,16617.259,44685.818,4284.13,75158.229,43061.142,5485.639,51429.838,14915.304,31102.334,17131.241,42580.087,7506.212,1959.209,6906.406,11055.11,13218.931,25589.997,9168.988,11285.731,2588.702,3907.181,35219.133,4436.2,4791.014,5682.224,5771.792,94631.496,7497.695,159432.688,22232.91,5460.046,149492.261,5337.119,3195.749,8998.214,21048.36,12213.454,8050.954,3191.188,12932.462,1334.076,83222.911,49654.221,18526.336,11958.596,348925.514,7948.273,713084.53,3343.938,253824.096,162292.15,29927.318,0,20599.388,10735.489,0,16829.108,0,13471.819,12194.64,29068.714,11823.232,31380.018,29765.606,691625.325,6386.136,0,0,16657.415,6422.516,0,12100.965,4501.528,8719.152,5440.906,708719.852,40209.754,137569.805,14333.676,9452.04,10280.643,8045.495,20135.299,6173.475,8953.868,33465.9,39843.972,6199.361,10951.348,1284.696
"K0150",7698.7782,26412.7007,165706.9187,57404.3344,12082.3846,5873.8492,1818.3804,22727.3852,7587.2369,44112.5623,9960.688,28017.3735,406139.2764,14620.1241,82559.4634,12799.8464,7407.9324,170497.2658,25608.8401,6625.6297,4170.0064,4246.9813,6167.3117,39881.7841,16478.0678,39370.8996,3500.6923,72934.2288,53666.7424,7551.5725,107122.1285,20124.4542,35236.0176,19251.0979,61349.6592,11756.7085,12481.2728,7709.372,10692.9303,13265.4507,21131.2359,48862.5508,13488.0553,14609.1635,8037.91,187336.129,30659.6645,9165.4713,6629.3061,7296.9118,86526.4649,19577.2204,194495.2697,19569.6919,6554.8605,72869.4942,2874.7835,13537.2077,5655.5473,7287.1171,4723.6174,8089.2012,4225.6677,16550.687,179149.4352,264818.7194,50688.9355,20340.8671,34713.3626,539487.4068,6524.2289,589628.0705,2108.2898,412775.8018,174279.8245,51089.0831,110.2301,12648.1555,13376.0177,4228.8437,18377.41,161.0676,11717.423,11273.3015,31301.315,9716.8751,37373.8067,29290.3847,53032.6333,7762.8534,812.1705,1168.8762,20835.4466,13332.0187,6258.4998,13318.4912,7094.9006,12030.9274,6255.6944,906537.5209,1465631.04,31839.3033,4638.0628,8307.1142,13376.6324,7084.7537,29892.9899,12675.8174,10118.5305,28257.0245,1182.7784,15530.1618,15359.0793,9690.9754
"C0151",9961.571,31746.396,135890.707,50784.208,27947.514,5551.589,3726.877,15706.155,5937.698,57454.797,14703.684,91981.111,177977.882,16061.61,59382.119,19024.77,9069.403,13097.051,49018.491,9247.29,4980.742,7533.067,8921.746,94262.397,23416.001,49984.181,2463.575,63139.059,24072.387,2652.228,111594.671,33585.316,32109.129,35643.946,98940.282,8266.71,20367.701,12970.766,11575.326,9378.396,19118.118,23390.129,19022.796,40832.099,16158.255,87447.244,92652.519,10815.295,14486.924,12764.151,76283.821,42181.893,257211.81,29023.952,9381.081,34571.217,2865.334,2302.928,23458.849,8829.195,14414.485,19843.242,7811.263,16521.37,1653215.055,300350.781,75524.878,31118.236,36525.669,1992245.293,3309.717,743322.61,3356.702,713226.435,253631.703,31546.761,5238.314,33895.585,16200.738,70584.436,18338.342,9526.924,12670.946,10214.652,46997.217,20482.138,46505.525,11648.968,411988.138,11907.919,22837.477,22081.187,18389.165,15085.124,88523.133,12698.126,8938.132,15153.706,10194.188,2482872.082,210836.495,122260.769,12793.112,6773.352,17812.406,5721.844,35504.759,16446.543,14643.72,57486.299,22551.384,57501.595,33240.102,14375.96
"C0152",7830.2568,23196.7555,112073.7058,47553.7771,12068.1866,5901.5817,5904.5282,16546.9112,5637.5809,50847.5317,10393.9734,21789.2697,353801.6785,13475.4443,333451.6315,17415.4448,17141.7582,13831.5374,20966.8347,8704.4142,4544.7437,890.0983,7742.7072,31694.0028,18583.4668,46789.3109,7380.8826,73632.8378,69948.8087,14375.6718,84548.5192,48357.7399,30481.0802,27451.2601,127445.3017,5453.0452,7340.2725,11660.011,8801.9091,12842.6213,19209.5067,25873.4254,12575.2889,10492.831,7837.6992,76675.6273,18582.0382,8296.4657,12464.469,14690.8541,35268.0847,16747.7973,179264.5394,27573.4859,6233.698,54880.9612,7021.5484,7016.3901,9116.7461,22664.3951,9551.7762,14996.5809,5232.9802,26791.3613,2972705.129,293827.0894,120248.1738,72871.5593,30411.8198,2675005.766,9384.6956,774690.8097,13912.6869,488689.644,374483.6954,33829.8806,13009.7621,23550.9597,27135.0053,101424.0923,19396.9433,14607.952,15279.5475,10992.5928,69046.0626,16048.2596,117967.2959,17331.8128,981231.6848,19835.5157,21384.3398,46977.6874,20180.591,28097.4322,230213.7979,12752.8692,12783.6975,19656.7983,18666.9611,3155815.92,222999.6129,274135.8424,31483.8299,11283.4443,40258.1978,6807.312,92275.8785,15889.935,19194.6814,28433.4803,39476.5246,48342.8698,107934.9917,28831.5736
"C0153",8482.945,22225.381,133831.656,60102.333,5253.846,3520.291,4188.343,20660.498,6416.439,48757.433,15680.717,4119.118,166282.633,10489.224,682238.85,11625.323,45252.791,13175.59,7473.961,13956.83,5736.665,4093.531,10719.97,12493.013,25090.933,54456.338,3807.208,69747.462,67833.426,135698.052,71885.858,29471.306,29764.89,29620.554,95625.097,6248.277,16234.594,10620.603,12526.097,11225.518,19887.939,32649.922,13734.794,8326.148,4465.389,95719.743,39076.438,16067.942,10066.062,11403.991,27678.847,7470.192,177829.152,34852.233,9230.717,91534.765,3349,24988.577,14942.011,28163.093,6272.924,16479.823,4910.7,28742.701,2284277.055,368593.278,79343.958,51279.443,23415.936,1546480.409,7197.194,818174.035,4373.343,397338.058,236455.14,28794.751,11072.608,11451.511,25996.022,90914.984,18480.151,12927.056,14691.245,10646.014,42867.43,45127.835,83695.262,25536.704,498943.914,14836.73,32073.63,44268.405,20332.564,14734.841,147679.028,14427.484,11133.822,24326.616,12407.548,2315529.594,231419.885,230560.263,24630.568,10130.486,27606.269,6703.051,74965.27,11759.187,12758.316,44402.709,27595.267,22629.479,42709.521,24067.437
"K0154",11441.8592,33628.13,264672.4619,80613.4188,11006.0656,3808.5407,5202.0765,23813.8664,7297.3896,63767.6545,13431.9455,12045.781,420950.6375,21551.7381,483603.2546,17908.4743,51289.5778,11593.9402,21879.4817,14491.2649,6622.0584,9802.9335,16138.0782,37370.8767,25023.1374,46687.8649,6923.4253,97562.3429,162075.3718,20732.6049,144267.7947,41692.5068,31260.9493,50080.3652,170241.9256,9288.0085,7604.3719,18216.1071,13535.7618,9464.0074,19700.0185,22784.8886,17898.4819,4240.1284,15056.8773,238621.067,22691.0767,14747.8058,15518.3708,12815.9546,57532.9244,17638.5621,268980.2215,78180.2905,14586.1802,100575.8175,6509.974,8777.3392,20670.2233,9734.522,9018.9037,24499.1126,11319.8058,26675.7826,228700.4423,220815.2124,153398.3649,48276.6552,180806.7011,2233531.634,13304.4958,800191.6157,14894.8916,733914.7675,539247.3495,30642.6549,321.992,18990.0234,18141.1777,4628.3522,19028.8551,1402.732,13819.4721,14083.2393,93949.2385,18000.6438,111541.0778,21681.7549,508782.1498,18245.6924,359.4272,1834.6064,20185.1613,17578.761,8474.5492,13095.1752,9409.9809,45475.537,17972.0552,3544517.775,2154022.808,82651.8256,8872.3033,15573.2581,41943.6683,13539.7607,53942.2438,33207.9231,27903.4843,76061.8574,19161.6449,36001.3227,50462.4048,28972.2384
"C0156",8578.35,21659.365,126256.432,66180.101,10358.721,4378.372,4925.905,20632.671,8645.192,53188.623,11108.128,17151.19,98538.507,11685.3,284991.743,14410.772,28547.234,15563.702,18803.574,9859.743,6122.573,3489.288,9134.996,23998.509,23597.547,68171.786,3705.493,74636.057,22482.322,56782.494,69361.181,26373.283,31106.346,20192.149,81637.772,8394.192,43187.037,6842.916,12635.348,12128.689,21909.6,20594.535,9801.91,6238.872,5253.593,22109.743,91333.508,7706.576,7440.614,9040.073,27266.922,11209.184,154014.481,23655.605,5276.445,88311.934,3578.329,2206.227,18456.285,12159.147,8763.571,14683.587,4176.211,25270.899,3422699.358,344776.474,86577.366,55137.368,22882.998,616355.855,9205.213,766531.358,6392.383,429489.318,274952.483,37143.195,16225.715,15568.219,22143.435,120292.128,18529.345,14226.885,15347.896,11062.793,49606.933,10992.354,74470.293,18033.082,549216.684,14595.825,32161.156,61950.969,18976.839,19498.095,237145.661,14356.775,10249.305,18191.008,9704.734,1326340.145,246123.993,267155.763,33074.927,11139.527,25144.686,8936.68,44039.173,9481.457,13309.445,39669.614,19515.275,31145.448,43400.246,11436.3
"C0157",5834.638,16868.847,156413.462,144772.077,1889.928,5627.634,4510.381,15828.407,8802.226,50488.947,4602.645,2360.024,40957.452,11322.6,248540.666,12505.416,13265.71,11668.369,6328.544,13639.903,6844.76,6086.889,10895.738,4141.377,19771.849,58652.365,5731.286,120390.397,47202.048,2340.03,71205.406,21759.421,30485.702,10863.576,61192.382,8199.763,6617.122,4673.209,14444.036,9177.665,20759.598,10636.967,7283.942,1724.431,1236.222,14576.054,23045.583,6278.071,3806.121,8403.062,204716.854,2717.859,108940.279,24705.327,5284.322,159509.248,5718.185,4550.601,6059.994,10639.901,4829.538,11351.523,3230.112,26154.31,1230426.856,299867.161,46428.936,30989.815,24283.479,164666.088,9643.412,641202.266,6576.264,356733.644,147029.485,44171.929,4692.52,13755.075,21285.827,52205.45,19435.392,7099.46,13453.792,7210.826,26149.352,3145.53,63218.588,33032.236,685826.344,8788.494,13204.89,24376.629,20572.471,12383.252,76131.559,13318.569,8722.417,8859.189,3046.305,556073.974,98527.251,281721.909,40504.175,9179.585,21329.657,5625.116,38651.124,6349.946,6701.765,17472.769,28055.218,2858.567,11665.964,1074.089
"K0158",7120.1853,19572.4815,94026.6262,63135.6781,11724.9333,5207.799,4729.624,15012.3566,6971.8941,45542.9515,7461.2325,10401.5196,138268.0165,10123.8685,592394.2289,10064.2866,26666.3364,14585.7722,20475.0259,9619.8642,6597.3241,6874.3638,7831.8644,27568.2069,20588.2554,53961.9236,789.5191,89240.9083,89627.9112,5582.2702,72555.8515,12512.7608,33040.8935,25776.5483,35195.6119,7765.3887,10475.9387,10019.7555,11880.0359,9601.722,20767.6249,25913.7097,9883.5231,17330.8221,6088.1537,28675.9547,28444.2708,8067.0464,8717.1935,4731.3991,415546.619,14457.6768,160109.7802,20245.2022,5617.5624,65288.9805,3278.1689,1987.0976,13180.6918,47456.8855,20033.9219,11807.3667,4017.6422,21852.7466,2830730.748,200922.3722,41945.72,27803.4015,33423.3369,1081656.265,5746.3786,497288.4851,4083.28,389254.9609,130537.3206,63498.3861,13867.5311,9785.6849,14551.0873,105382.171,17740.6954,13505.2594,13579.1663,7555.4225,22862.1917,16808.698,32684.5621,26255.1836,372425.7291,7805.2516,34035.9287,52873.9636,20564.0059,14240.7374,163121.616,13309.9086,6011.5058,15543.0739,12774.3644,1947053.046,179340.3627,356125.1561,58830.4715,7350.8553,11280.4947,4462.9343,30946.7107,8195.3507,6530.5659,38399.1242,28226.4147,20198.3622,32713.1391,13208.5889
"K0159",20441.347,25746.4543,122689.6979,56445.6737,13049.7939,5583.7524,2992.7961,33634.7434,6898.9025,45896.4387,13374.0117,16240.048,499790.6089,12177.8281,840819.4514,12204.3871,42860.9315,13845.8198,23656.3787,8914.3295,5190.6209,4919.6205,8765.7202,32793.7523,17459.5038,52630.0261,2516.9563,120143.1232,74580.7281,7054.1245,77773.1214,17737.2832,32833.8603,19972.4666,54185.5501,10473.9498,12969.6142,8363.956,12074.9918,11959.0575,19183.4248,38048.6159,16526.9623,4081.0661,5352.2326,181123.9765,27624.7615,7279.0576,5978.739,5343.2907,141678.3438,15924.9828,203781.346,28401.5581,8074.0133,157014.8073,3144.1229,5905.5243,6748.8617,11646.5471,5145.0199,4590.3255,1615.8545,5137.6601,119149.7808,170021.1141,68119.1216,9273.923,22322.7582,304261.4233,7773.7923,168872.8502,1834.8774,138543.6171,229131.8806,17072.4535,259.0656,13287.1134,0,4475.4221,3739.2405,188.4153,2722.6988,29149.3777,39523.7874,10881.7044,26567.8839,27765.7506,1404337.409,3494.3727,488.2129,2475.1886,3044.9456,10725.5971,7362.9674,2068.81,2054.1956,3626.9151,3416.9694,468704.2394,1949200.839,116745.0644,16813.7053,9019.5716,3502.9695,9526.1054,8084.0215,9780.0815,12366.0043,29808.3159,52400.5236,17148.856,6087.1031,4452.01
"K0160",10482.616,25818.717,159063.305,60401.668,12085.789,4757.571,5021.599,19085.628,7193.782,48629.707,12400.645,12488.801,264732.123,8735.859,552085.517,13415.85,55903.727,11724.073,22365.949,11275.968,5966.031,7413.119,10196.786,33892.73,22849.66,52984.72,5588.187,67966.194,63566.298,46593.3,67227.108,20892.047,29830.721,27063.126,64877.757,6357.934,41725.063,10864.183,11973.735,18715.56,21510.459,17490.607,15429.522,3770.055,7723.904,76475.676,155766.81,16062.788,10922.204,7746.786,94366.781,18902.819,215052.972,26756.15,7049.483,50020.451,5506.852,9850.898,13655.817,19089.646,14420.446,10842.557,4143.676,25122.544,3375171.796,143080.06,50323.899,36003.855,39289.615,2743801.47,8262.686,794322.804,3840.039,409147.873,154086.362,34532.353,15636.895,11249.742,19921.116,118229.775,17977.387,14588.59,13911.973,7465.502,28520.614,16733.173,56065.847,24678.846,955265.144,9113.175,31698.786,57055.84,18480.598,18945.686,245224.474,14010.097,6620.657,26896.69,15766.387,2772844.388,215335.068,245002.774,28998.999,9634.648,18125.9,7144.3,43373.36,8428.677,8001.753,37378.139,21244.633,61515.367,71255.141,12791.685
"C0162",14338.159,34926.077,154730.475,93413.667,18281.011,4672.126,7193.827,25435.313,9065.855,82602.2,17045.282,17790.724,353722.604,22700.344,216269.895,17102.805,16091.12,11450.009,24137.706,17706.205,7949.89,7377.704,14292.136,44949.87,27235.947,66264.053,12628.722,115863.309,65176.203,5038.037,106241.925,58056.226,30845.279,34354.578,77496.187,5708.777,3745.323,12152.59,15193.074,10750.945,22102.246,29830.034,20635.535,26656.324,17172.264,76530.453,6406.321,12174.205,10766.099,18898.581,427246.32,20509.439,285699.727,66044.899,14191.202,139247.567,7831.123,15200.593,2836.106,15523.621,10667.695,4972.411,3835.002,26684.333,2632056.055,811932.62,69823.441,19688.293,33639.232,1073838.204,12309.18,714567.505,5306.831,305438.222,206078.636,21737.719,11921.935,14842.438,15712.083,84891.517,17642.026,12090.298,11414.278,11710.268,38423.634,38611.817,64232.8,47923.636,952219.922,7817.156,9187.509,36860.81,16584.992,9169.636,250650.705,11807.529,13127.46,25325.081,14583.699,2144432.726,363036.146,140673.388,14772.466,13297.79,20582.142,11134.462,68299.894,2493.998,10965.416,40667.902,26350.481,13030.272,39766.729,14927.64
"K0163",7254.214,20170.642,151817.343,111834.777,5702.913,3515.597,4165.004,16979.396,9474.348,41074.487,7687.048,6190.061,126237.843,10190.05,49938.213,15158.574,4181.183,12412.871,14531.675,13881.008,6803.02,9637.648,11988.656,14228.387,18748.263,68363.601,7000.493,117675.655,66603.75,1914.86,67702.442,23033.992,31531.357,14760.543,120203.629,8776.172,19528.127,5328.317,12480.563,12285.22,23357.308,20565.478,9183.757,4557.939,5450.751,39707.323,72783.437,8835.84,6488.12,7561.169,180354.755,6565.575,146582.2,20610.963,7097.351,86567.373,3680.046,4089.81,10761.306,7234.055,6743.879,16572.903,4640.329,22517.998,2597943.596,261553.304,115937.304,67602.15,23318.486,418463.318,11243.514,722874.246,5385.013,416531.947,358904.653,40023.699,11984.33,20976.916,27716.266,99260.847,20584.977,13106.44,13425.931,9642.239,62303.83,10021.067,102848.624,35303.782,755571.762,19078.708,25233.854,50890.208,19380.984,22931.992,188165.729,14021.17,11040.855,7178.857,4688.748,847800.887,178996.693,248579.022,36300.799,11648.792,33299.726,6790.994,71010.34,11578.796,17327.647,22131.199,17571.749,11656.139,14863.953,18776.907
