"","Acidaminococcus_intestini","Akkermansia_muciniphila","Alistipes_finegoldii","Alistipes_indistinctus","Alistipes_putredinis","Alistipes_shahii","Allisonella_histaminiformans","Alloprevotella_rava","Anaerosporobacter_mobilis","Anaerostipes_hadrus","Bacteroides_acidifaciens","Bacteroides_caccae","Bacteroides_cellulosilyticus","Bacteroides_coprocola","Bacteroides_dorei","Bacteroides_eggerthii","Bacteroides_finegoldii","Bacteroides_fragilis","Bacteroides_galacturonicus","Bacteroides_massiliensis","Bacteroides_ovatus","Bacteroides_pectinophilus","Bacteroides_plebeius","Bacteroides_stercoris","Bacteroides_thetaiotaomicron","Bacteroides_uniformis","Bacteroides_vulgatus","Bacteroides_xylanisolvens","Barnesiella_intestinihominis","Bifidobacterium_dentium","Bifidobacterium_longum","Bifidobacterium_pseudocatenulatum","Bilophila_wadsworthia","Blautia_faecis","Blautia_hydrogenotrophica","Blautia_luti","Blautia_stercoris","Blautia_wexlerae","Bulleidia_extructa","Butyricicoccus_pullicaecorum","Butyricimonas_virosa","Catenibacterium_mitsuokai","Clostridium_bartlettii","Clostridium_clostridioforme","Clostridium_hathewayi","Clostridium_hylemonae","Clostridium_innocuum","Clostridium_lactatifermentans","Clostridium_methylpentosum","Clostridium_nexile","Clostridium_ramosum","Clostridium_ruminantium","Clostridium_spiroforme","Clostridium_sporosphaeroides","Clostridium_symbiosum","Clostridium_thermocellum","Collinsella_aerofaciens","Coprococcus_catus","Coprococcus_comes","Coprococcus_eutactus","Desulfovibrio_piger","Dialister_invisus","Dialister_succinatiphilus","Dorea_formicigenerans","Dorea_longicatena","Eggerthella_lenta","Escherichia/Shigella_coli","Eubacterium_biforme","Eubacterium_coprostanoligenes","Eubacterium_cylindroides","Eubacterium_desmolans","Eubacterium_eligens","Eubacterium_hallii","Eubacterium_oxidoreducens","Eubacterium_ramulus","Eubacterium_rectale","Eubacterium_ruminantium","Eubacterium_siraeum","Eubacterium_ventriosum","Faecalibacterium_prausnitzii","Flavonifractor_plautii","Fusicatenibacter_saccharivorans","Gemmiger_formicilis","Haemophilus_parainfluenzae","Holdemania_filiformis","Howardella_ureilytica","Intestinimonas_butyriciproducens","Lactobacillus_ruminis","Megamonas_funiformis","Megasphaera_elsdenii","Megasphaera_micronuciformis","Methanobrevibacter_smithii","Methanosphaera_stadtmanae","Mitsuokella_jalaludinii","Mitsuokella_multacida","Odoribacter_splanchnicus","Oscillibacter_valericigenes","Oscillospira_guilliermondii","Oxalobacter_formigenes","Parabacteroides_distasonis","Parabacteroides_goldsteinii","Parabacteroides_johnsonii","Parabacteroides_merdae","Paraprevotella_clara","Parasutterella_excrementihominis","Peptococcus_niger","Phascolarctobacterium_faecium","Phascolarctobacterium_succinatutens","Prevotella_copri","Prevotella_oris","Prevotella_stercorea","Roseburia_faecis","Roseburia_hominis","Roseburia_intestinalis","Roseburia_inulinivorans","Ruminococcus_bromii","Ruminococcus_callidus","Ruminococcus_champanellensis","Ruminococcus_flavefaciens","Ruminococcus_gnavus","Ruminococcus_lactaris","Ruminococcus_obeum","Ruminococcus_torques","Slackia_isoflavoniconvertens","Streptococcus_anginosus","Streptococcus_thermophilus","Subdoligranulum_variabile","Succinivibrio_dextrinosolvens","Sutterella_wadsworthensis","Turicibacter_sanguinis","Varibaculum_cambriense","Veillonella_dispar","Abiotrophia_defectiva","Actinomyces_graevenitzii","Actinomyces_lingnae","Actinomyces_odontolyticus","Aggregatibacter_aphrophilus","Aggregatibacter_segnis","Alistipes_senegalensis","Alkaliphilus_crotonatoxidans","Alloprevotella_tannerae","Anaeroglobus_geminatus","Anaerorhabdus_furcosa","Atopobium_parvulum","Bacteroides_clarus","Bacteroides_intestinalis","Bacteroides_nordii","Bacteroides_salyersiae","Bifidobacterium_animalis","Blautia_glucerasea","Blautia_hansenii","Blautia_schinkii","Butyrivibrio_hungatei","Campylobacter_concisus","Campylobacter_gracilis","Campylobacter_showae","Capnocytophaga_gingivalis","Capnocytophaga_granulosa","Capnocytophaga_leadbetteri","Capnocytophaga_sputigena","Cardiobacterium_hominis","Cardiobacterium_valvarum","Catonella_morbi","Citrobacter_freundii","Cloacibacillus_porcorum","Clostridium_aldenense","Clostridium_colinum","Clostridium_disporicum","Clostridium_glycyrrhizinilyticum","Clostridium_intestinale","Clostridium_leptum","Clostridium_paraputrificum","Clostridium_perfringens","Clostridium_saccharogumia","Clostridium_scindens","Coprobacillus_cateniformis","Coprobacter_fastidiosus","Corynebacterium_durum","Corynebacterium_matruchotii","Denitrobacterium_detoxificans","Dialister_pneumosintes","Eikenella_corrodens","Enterococcus_durans","Enterococcus_faecalis","Escherichia/Shigella_flexneri","Eubacterium_brachy","Eubacterium_saphenum","Eubacterium_sulci","Eubacterium_yurii","Fretibacterium_fastidiosum","Fusobacterium_nucleatum","Fusobacterium_periodonticum","Gemella_haemolysans","Gordonibacter_pamelaeae","Granulicatella_elegans","Haemophilus_influenzae","Haemophilus_parahaemolyticus","Johnsonella_ignava","Kingella_oralis","Klebsiella_oxytoca","Lachnoanaerobaculum_umeaense","Lactobacillus_casei","Lactobacillus_delbrueckii","Lactobacillus_fermentum","Lactobacillus_plantarum","Lactococcus_garvieae","Lactococcus_lactis","Lautropia_mirabilis","Leptotrichia_buccalis","Leptotrichia_goodfellowii","Leptotrichia_hofstadii","Leptotrichia_hongkongensis","Leptotrichia_shahii","Leptotrichia_trevisanii","Leptotrichia_wadei","Listeria_monocytogenes","Mobiluncus_mulieris","Moryella_indoligenes","Mycoplasma_salivarium","Neisseria_bacilliformis","Neisseria_elongata","Neisseria_flavescens","Neisseria_oralis","Oribacterium_sinus","Paraprevotella_xylaniphila","Parvimonas_micra","Pediococcus_pentosaceus","Peptoniphilus_asaccharolyticus","Peptostreptococcus_stomatis","Planobacterium_taklimakanense","Porphyromonas_catoniae","Porphyromonas_endodontalis","Porphyromonas_gingivalis","Prevotella_aurantiaca","Prevotella_denticola","Prevotella_histicola","Prevotella_intermedia","Prevotella_loescheii","Prevotella_melaninogenica","Prevotella_micans","Prevotella_multiformis","Prevotella_nanceiensis","Prevotella_nigrescens","Prevotella_pallens","Prevotella_pleuritidis","Prevotella_saccharolytica","Prevotella_salivae","Prevotella_shahii","Prevotella_veroralis","Pseudomonas_aeruginosa","Rothia_aeria","Rothia_dentocariosa","Rothia_mucilaginosa","Scardovia_wiggsiae","Selenomonas_bovis","Selenomonas_infelix","Selenomonas_sputigena","Simonsiella_muelleri","Solobacterium_moorei","Sporobacter_termitidis","Stomatobaculum_longum","Streptobacillus_moniliformis","Streptococcus_sanguinis","Sutterella_stercoricanis","Tannerella_forsythia","Treponema_amylovorum","Treponema_denticola","Treponema_lecithinolyticum","Treponema_maltophilum","Treponema_medium","Treponema_refringens","Treponema_socranskii","Treponema_succinifaciens","Treponema_vincentii","Veillonella_parvula","Victivallis_vadensis","Weissella_viridescens"
"2199",0,0,0,0,52,0,0,0,0,445,0,79,0,0,0,0,0,0,0,0,0,0,145,0,0,39,158,0,0,0,0,0,0,173,0,0,0,0,0,0,0,1169,0,0,0,0,0,91,0,0,0,0,0,35,0,0,189,363,662,0,0,0,881,223,1073,0,0,159,304,0,436,0,221,0,212,3793,0,0,0,6207,0,0,720,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,219,1004,0,0,0,0,0,591,568,0,0,434,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2200",0,0,0,0,1119,121,0,0,0,272,0,474,134,0,357,0,0,0,0,0,0,0,1094,0,0,505,615,0,0,0,0,0,0,215,99,0,0,0,0,0,141,445,0,0,0,0,0,311,45,0,0,0,0,0,0,135,0,259,199,0,0,0,59,101,860,0,0,149,185,0,294,0,0,0,64,4075,0,0,292,7581,109,0,595,0,0,0,213,70,0,0,0,0,0,0,0,23,0,0,0,146,0,70,0,0,0,0,0,0,0,0,0,0,0,274,0,2080,0,0,0,0,235,629,392,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2201",0,0,0,0,298,0,0,0,0,851,0,145,99,0,0,0,0,0,0,0,187,0,1069,0,0,663,425,0,0,0,45,189,0,315,0,225,0,0,0,0,0,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,443,0,0,0,156,152,1200,0,0,313,219,0,446,0,870,0,112,1651,0,0,0,3453,0,0,1876,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,191,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,904,0,0,0,0,0,687,330,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2475",0,0,0,0,0,0,0,2809,0,647,0,0,0,0,0,0,184,0,0,0,142,0,0,179,0,0,358,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,60,92,0,0,455,0,0,60,356,0,0,61,1863,0,0,140,5651,0,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,168,0,0,0,0,4786,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2476",0,0,0,0,529,0,0,0,0,0,64,153,0,0,28,990,0,0,0,1390,238,0,0,277,0,0,4005,0,287,0,0,0,0,125,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,94,0,0,0,153,0,0,0,301,0,186,0,277,0,0,0,0,880,0,3189,32,0,441,0,0,0,61,0,0,0,0,89,11,0,0,0,0,0,0,225,0,0,325,375,0,0,0,0,0,0,0,683,0,1116,187,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2477",0,0,0,92,416,153,0,0,84,775,0,592,0,0,0,857,0,0,0,1376,0,0,0,600,0,0,3690,0,575,0,0,0,0,345,0,368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,149,0,65,0,0,146,319,0,0,0,303,0,235,0,514,0,0,551,0,12,0,2661,0,0,410,0,0,0,0,0,0,0,0,900,63,0,0,0,0,0,0,339,0,0,409,279,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,200,0,422,207,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2478",0,0,0,0,36,0,0,245,0,2907,0,0,0,0,0,0,0,0,0,0,135,0,0,90,0,0,0,0,0,0,0,518,0,0,0,1416,0,0,0,156,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,436,399,0,0,0,0,149,548,0,0,3060,0,0,139,0,949,0,167,3466,0,0,0,3058,0,0,756,0,0,28,59,672,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,872,459,0,0,313,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2479",0,0,0,0,273,0,0,0,0,104,0,0,0,0,0,0,0,0,0,63,0,0,0,91,0,0,208,0,81,0,0,0,0,189,0,226,0,0,0,89,0,827,0,0,0,251,0,0,0,0,0,0,0,252,0,0,0,108,438,284,0,0,416,127,1057,0,45,5800,176,87,55,0,308,0,0,2576,0,0,76,2975,0,0,1300,0,0,0,148,0,0,0,0,1725,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,2568,181,0,0,0,0,248,757,0,0,0,36,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2480",0,0,0,0,129,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,1078,74,0,0,0,0,0,0,0,0,0,0,108,0,0,0,100,0,229,0,0,267,122,946,0,0,6068,209,172,0,0,386,0,0,1780,0,0,0,1560,0,0,1074,0,0,0,335,0,0,0,0,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,2034,154,0,0,0,0,0,578,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2481",0,0,0,0,93,0,0,0,0,1126,0,0,0,0,535,0,0,0,0,0,0,0,0,251,0,854,0,0,0,0,0,0,0,106,0,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,216,0,1777,0,0,343,0,0,0,59,0,125,0,228,0,0,1801,0,0,0,2420,0,0,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,0,0,0,0,145,566,411,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2482",0,0,90,0,170,0,0,0,0,107,0,101,0,0,1068,0,0,0,0,0,172,0,0,399,0,1036,0,0,23,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,0,0,0,0,0,0,22,0,65,0,0,0,0,1936,0,0,0,2068,0,0,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2484",0,359,0,0,0,0,0,0,0,3301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,165,0,1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,263,632,0,0,0,0,0,0,0,893,0,134,2006,0,0,0,385,0,223,368,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2556",0,0,0,0,182,0,0,0,0,319,0,0,168,0,1569,0,0,0,0,0,150,0,0,0,0,3584,0,0,0,0,0,0,220,0,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,206,0,0,101,0,0,467,794,0,0,195,869,0,0,0,9537,208,347,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,38,312,0,0,165,0,488,0,43,0,0,0,0,382,0,0,758,147,0,0,0,0,158,355,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2557",0,0,0,0,16,0,0,0,0,924,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,35,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,213,0,0,0,0,0,302,0,0,194,0,0,187,643,137,0,155,1592,0,0,0,5552,0,0,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698,0,23,0,0,0,0,536,0,0,400,135,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
